sample	prj	mixNum	round	nCtg	cov	signal
Mix64	Ebola	5	1	908	99.4673	3.85201576259928
Mix58	Ebola	5	1	304	99.4303	10.3150052283025
Mix52	Ebola	5	1	480	7.7272	0.669544566677832
Mix83	Ebola	5	1	733	19.2046	1.0458695435532
Mix28	Ebola	5	1	7324	99.7046	0.491670135847148
Mix51	Ebola	5	1	7357	99.7046	0.485534253315498
Mix80	Ebola	5	1	716	3.0540	0.161616363781923
Mix86	Ebola	5	1	478	99.4303	6.7919386071864
Mix94	Ebola	5	1	617	99.4673	5.44440413045607
Mix21	Ebola	5	1	790	5.5066	0.38435488530926
Mix37	Ebola	5	1	6995	99.7046	0.518453920928786
Mix88	Ebola	5	1	7076	99.6783	0.507987770733163
Mix23	Ebola	5	1	505	7.7272	0.625722092831338
Mix69	Ebola	5	1	7132	99.7046	0.500616076807278
Mix15	Ebola	5	1	1042	99.4673	3.33895506441444
Mix9	Ebola	5	1	300	99.4303	10.0383726600098
Mix53	Ebola	5	1	6972	99.4831	0.507538574349506
Mix82	Ebola	5	1	7217	99.6783	0.490275989849781
Mix75	Ebola	5	1	407	70.2199	6.47118486097278
Mix99	Ebola	5	1	602	99.4673	5.49367846318805
Mix81	Ebola	5	1	802	70.0248	3.16141924120574
Mix50	Ebola	5	1	267	1.0866	0.208124928666859
Mix45	Ebola	5	1	495	71.0375	5.37228112443789
Mix56	Ebola	5	1	827	7.7272	0.405194044238212
Mix26	Ebola	5	1	7173	99.5622	0.501287180143802
Mix20	Ebola	5	1	739	99.4673	4.73253757183495
Mix4	Ebola	5	1	700	99.4673	4.78407914994574
Mix7	Ebola	5	1	7187	99.5358	0.499058938889172
Mix33	Ebola	5	1	613	99.4673	5.38916017710454
Mix65	Ebola	5	1	7345	99.7046	0.489258962647909
Mix30	Ebola	5	1	574	4.1247	0.3624136236896
Mix36	Ebola	5	1	807	1.0866	0.0719646583884095
Mix1	Ebola	5	1	403	99.4303	8.0134050412772
Mix87	Ebola	5	1	779	6.0130	0.299396877615214
Mix49	Ebola	5	1	640	99.4673	5.5323569432455
Mix95	Ebola	5	1	795	99.4673	4.19200743083354
Mix38	Ebola	5	1	459	99.4303	6.61779607125137
Mix32	Ebola	5	1	7007	99.6783	0.510112872270464
Mix14	Ebola	5	1	486	99.4303	6.43644099475977
Mix31	Ebola	5	1	631	99.4673	5.10783047568613
Mix27	Ebola	5	1	7140	99.5358	0.500171392944954
Mix44	Ebola	5	1	551	65.8368	4.19283934627053
Mix57	Ebola	5	1	457	99.4673	6.89869597154847
Mix74	Ebola	5	1	303	77.5938	8.79479762150745
Mix28	Ebola	5	2	1066	99.7046	2.7456361999361
Mix99	Ebola	5	2	208	99.4673	11.3133029746339
Mix16	Ebola	5	2	681	99.4673	4.70408503480913
Mix32	Ebola	5	2	501	99.6783	5.4232838206127
Mix68	Ebola	5	2	84	18.7563	6.39320029563932
Mix56	Ebola	5	2	430	1.0866	0.125115530066069
Mix82	Ebola	5	2	716	99.6783	3.90406689973707
Mix26	Ebola	5	2	883	99.5622	3.24075898064863
Mix92	Ebola	5	2	238	99.4673	10.856044264143
Mix39	Ebola	5	2	1160	99.4567	2.67534396774308
Mix7	Ebola	5	2	861	99.5358	3.21712035004989
Mix89	Ebola	5	2	364	99.4673	7.47015560035278
Mix44	Ebola	5	2	300	10.0111	0.985437105497165
Mix18	Ebola	5	2	1042	99.7046	2.88046313746427
Mix58	Ebola	5	2	128	99.4303	17.4377388021912
Mix77	Ebola	5	2	323	3.6500	0.348513121471542
Mix14	Ebola	5	2	259	99.4303	9.57063522943753
Mix48	Ebola	5	2	658	5.4222	0.269434662094442
Mix86	Ebola	5	2	249	99.4303	10.534395301237
Mix42	Ebola	5	2	284	71.3962	6.99694093190741
Mix29	Ebola	5	2	503	99.5358	5.25825900919674
Mix12	Ebola	5	2	177	99.4303	13.9191016520666
Mix75	Ebola	5	2	178	16.5515	2.87506888804104
Mix36	Ebola	5	2	363	1.0866	0.138905069586959
Mix69	Ebola	5	2	893	99.7046	3.15825167793082
Mix94	Ebola	5	2	231	99.4673	10.9494715506008
Mix98	Ebola	5	2	761	99.4303	3.68052170501838
Mix73	Ebola	5	2	1119	99.4409	2.84998226026829
Mix70	Ebola	5	2	767	99.4303	3.61995629700418
Mix88	Ebola	5	2	570	99.6783	4.67366839857001
Mix38	Ebola	5	2	164	99.4303	13.4509402874837
Mix59	Ebola	5	2	481	15.9238	1.11869575750666
Mix49	Ebola	5	2	340	99.4673	8.59535543472331
Mix22	Ebola	5	2	428	99.4673	6.31570859210311
Mix74	Ebola	5	2	115	26.7630	5.74727827130324
Mix17	Ebola	5	2	610	99.5358	4.54488691216661
Mix100	Ebola	5	2	171	99.4145	14.4097895609452
Mix93	Ebola	5	2	259	2.2311	0.25169646924164
Mix57	Ebola	5	2	167	99.4673	13.4583324465632
Mix5	Ebola	5	2	707	99.5358	4.10785256445042
Mix4	Ebola	5	2	278	99.4673	9.4969212038619
Mix21	Ebola	5	2	492	1.7459	0.171267275692645
Mix1	Ebola	5	2	244	99.4303	11.1842105263158
Mix95	Ebola	5	2	384	99.4673	7.07141551421185
Mix51	Ebola	5	2	1075	99.7046	2.87236531467342
Mix85	Ebola	5	2	516	99.6783	5.0159757116152
Mix41	Ebola	5	2	821	99.5358	3.68619594887475
Mix35	Ebola	5	2	238	99.4673	10.3714669517778
Mix76	Ebola	5	2	225	99.4673	11.0072780203785
Mix90	Ebola	5	2	324	99.4673	8.41998851030287
Mix83	Ebola	5	2	308	2.1837	0.208301378945233
Mix27	Ebola	5	2	678	99.5358	4.3217925676586
Mix33	Ebola	5	2	205	99.4673	12.0331871066183
Mix25	Ebola	5	2	195	99.4303	12.69709321034
Mix91	Ebola	5	2	166	2.3472	0.404531454294966
Mix3	Ebola	5	2	287	99.4673	9.55548255035253
Mix63	Ebola	5	2	272	21.0718	2.21466297648058
Mix8	Ebola	5	2	426	99.4673	7.07865210464062
Mix40	Ebola	5	2	222	2.1151	0.453854698350177
Mix23	Ebola	5	2	191	1.0866	0.247857234233082
Mix37	Ebola	5	2	586	99.7046	4.74881630687746
Mix65	Ebola	5	2	1137	99.7046	2.68594868243592
Mix10	Ebola	5	2	367	48.2462	4.25793253574504
Mix13	Ebola	5	2	98	13.2760	3.70995427466932
Mix53	Ebola	5	2	518	99.4831	5.0135168346031
Mix97	Ebola	5	2	96	99.4303	20.5882992369068
Mix20	Ebola	5	2	345	99.4673	8.44569856946404
Mix9	Ebola	5	2	162	99.4303	14.7383820462539
Mix72	Ebola	5	2	145	99.4145	14.7179455310951
Mix15	Ebola	5	2	509	99.4673	5.63405883474778
Mix31	Ebola	5	2	264	99.4673	9.50649690240567
Mix60	Ebola	5	2	424	16.5093	1.27809168103173
Mix55	Ebola	5	2	260	41.5897	4.71232719554867
Mix81	Ebola	5	2	426	44.3642	3.39786239551773
Mix45	Ebola	5	2	250	7.2683	0.949739027133595
Mix39	Ebola	5	3	2	99.4567	98.3615084525358
Mix35	Ebola	5	3	2	99.4673	97.9951302906284
Mix83	Ebola	5	3	2	2.1837	58.3102493074792
Mix20	Ebola	5	3	2	99.4673	98.4336785138159
Mix16	Ebola	5	3	3	99.4673	96.0914866581957
Mix55	Ebola	5	3	11	41.5897	91.993281075028
Mix59	Ebola	5	3	5	15.9238	82.1129707112971
Mix76	Ebola	5	3	2	99.4673	98.4327814224721
Mix29	Ebola	5	3	8	99.5358	87.9046867016582
Mix93	Ebola	5	3	1	2.2311	100
Mix25	Ebola	5	3	1	99.4303	100
Mix58	Ebola	5	3	1	99.4303	100
Mix92	Ebola	5	3	1	99.4673	100
Mix40	Ebola	5	3	2	1.0866	46.2686567164179
Mix28	Ebola	5	3	2	99.7046	98.1620891957842
Mix97	Ebola	5	3	1	99.4303	100
Mix49	Ebola	5	3	1	99.4673	100
Mix82	Ebola	5	3	1	99.6783	100
Mix38	Ebola	5	3	1	99.4303	100
Mix77	Ebola	5	3	2	3.6500	70.6448508180943
Mix3	Ebola	5	3	1	99.4673	100
Mix60	Ebola	5	3	4	9.2410	61.2801678908709
Mix12	Ebola	5	3	2	99.4303	97.7245756152933
Mix5	Ebola	5	3	7	99.5358	88.4924717104648
Mix72	Ebola	5	3	1	99.4145	100
Mix69	Ebola	5	3	6	99.7046	87.8700562346052
Mix65	Ebola	5	3	4	99.7046	94.1489891445075
Mix17	Ebola	5	3	3	99.5358	94.2761781408788
Mix44	Ebola	5	3	5	10.0111	75.9266192437289
Mix91	Ebola	5	3	1	2.3472	100
Mix68	Ebola	5	3	6	18.7563	73.3050847457627
Mix73	Ebola	5	3	8	99.4409	86.0862823786939
Mix86	Ebola	5	3	1	99.4303	100
Mix13	Ebola	5	3	1	13.2760	100
Mix81	Ebola	5	3	10	37.0800	100
Mix4	Ebola	5	3	2	99.4673	98.0042396980508
Mix9	Ebola	5	3	1	99.4303	100
Mix63	Ebola	5	3	1	21.0718	100
Mix41	Ebola	5	3	3	99.5358	96.6468721204054
Mix8	Ebola	5	3	5	99.4673	93.462410089664
Mix18	Ebola	5	3	2	99.7046	97.5229168812442
Mix31	Ebola	5	3	1	99.4673	100
Mix70	Ebola	5	3	1	99.4303	100
Mix36	Ebola	5	3	2	1.0866	49.7592295345104
Mix15	Ebola	5	3	3	99.4673	95.765587803272
Mix94	Ebola	5	3	2	99.4673	98.4226965122332
Mix56	Ebola	5	3	1	1.0866	100
Mix75	Ebola	5	3	3	14.5050	89.6529354524814
Mix51	Ebola	5	3	2	99.7046	98.3714880332986
Mix26	Ebola	5	3	2	99.5622	98.1275933609958
Mix10	Ebola	5	3	12	47.4128	88.466628852335
Mix23	Ebola	5	3	3	1.0866	31.6649642492339
Mix100	Ebola	5	3	2	99.4145	98.4413155296929
Mix99	Ebola	5	3	3	99.4673	96.5725085559585
Mix14	Ebola	5	3	2	99.4303	98.2976956611999
Mix95	Ebola	5	3	3	99.4673	96.3895245359776
Mix53	Ebola	5	3	1	94.2297	100
Mix42	Ebola	5	3	19	71.3962	95.3352573998255
Mix85	Ebola	5	3	2	99.6783	98.122309248405
Mix90	Ebola	5	3	1	99.4673	100
Mix89	Ebola	5	3	3	99.4673	95.7072235673931
Mix33	Ebola	5	3	2	99.4673	98.4345745787393
Mix74	Ebola	5	3	4	26.7630	100
Mix88	Ebola	5	3	8	99.6783	82.5349040139616
Mix32	Ebola	5	3	5	94.3088	90.6639635073492
Mix57	Ebola	5	3	3	99.4673	95.3125
Mix27	Ebola	5	3	2	99.5358	98.2657458850408
Mix1	Ebola	5	3	1	99.4303	100
Mix37	Ebola	5	3	2	99.7046	98.4353069605448
Mix7	Ebola	5	3	2	99.5358	98.3730117475829
Mix98	Ebola	5	3	6	99.4303	91.879575313909
Mix22	Ebola	5	3	1	99.4673	100
Mix49	LASV	5	1	10885	99.5289	0.166992829994175
Mix59	LASV	5	1	7281	100.0000	0.487394637625543
Mix3	LASV	5	1	10703	99.7055	0.300289179008441
Mix1	LASV	5	1	13725	73.6160	0.0357940502931206
Mix96	LASV	5	1	6729	97.4971	0.317926072737168
Mix71	LASV	5	1	8661	98.8516	0.192909982394132
Mix61	LASV	5	1	11649	76.2662	0.0390228752845358
Mix58	LASV	5	1	8832	100.0000	0.195978748137022
Mix30	LASV	5	1	7463	99.1755	0.350428956102449
Mix48	LASV	5	1	13442	7.4205	0.00351885831416588
Mix84	LASV	5	1	10399	97.4971	0.157042202176175
Mix91	LASV	5	1	9331	99.7055	0.176845728986248
Mix23	LASV	5	1	9497	99.3522	0.18356207282036
Mix66	LASV	5	1	7271	95.3485	0.260063577294195
Mix76	LASV	5	1	12046	97.8210	0.184496417387637
Mix10	LASV	5	1	9893	9.3934	0.00520248491360159
Mix24	LASV	5	1	10453	89.0459	0.113362431269026
Mix42	LASV	5	1	9452	8.2744	0.00588419670138856
Mix83	LASV	5	1	3926	96.6431	0.418699080778118
Mix52	LASV	5	1	10559	32.5677	0.0231738470504262
Mix17	LASV	5	1	15410	22.4087	0.00838135195386693
Mix35	LASV	5	1	8586	10.3946	0.00666808969619579
Mix37	LASV	5	1	12958	20.5830	0.00849461169237133
Mix15	LASV	5	1	9227	100.0000	0.249191827780266
Mix85	LASV	5	1	13878	53.1213	0.0330714356906479
Mix87	LASV	5	1	14593	100.0000	0.110264276979251
Mix13	LASV	5	1	5831	100.0000	0.39591498933092
Mix20	LASV	5	1	6291	100.0000	0.292173334170011
Mix62	LASV	5	1	8394	29.4759	0.030348766829868
Mix33	LASV	5	1	12189	99.7055	0.153332442179654
Mix72	LASV	5	1	6832	99.7055	0.533767748182091
Mix34	LASV	5	1	7604	65.4299	0.0599038570775909
Mix68	LASV	5	1	13106	20.7892	0.0703392889450099
Mix78	LASV	5	1	14076	28.3494	0.0579428351572461
Mix99	LASV	5	1	5313	98.6455	0.445484669959187
Mix80	LASV	5	1	11075	52.4735	0.0301561737165843
Mix46	LASV	5	1	10051	98.3216	0.287438151487097
Mix14	LASV	5	1	2977	10.6596	0.0222117553128693
Mix56	LASV	5	1	12131	95.9658	0.12228268463974
Mix8	LASV	5	1	7968	97.4382	0.264980742076632
Mix69	LASV	5	1	10175	97.2615	0.192628929882688
Mix98	LASV	5	1	7567	97.2257	0.231472712816501
Mix25	LASV	5	1	7468	10.2692	0.016874613006607
Mix79	LASV	5	1	12130	81.8610	0.0377574179519812
Mix27	LASV	5	1	8711	100.0000	0.231116100203137
Mix41	LASV	5	1	12796	99.9448	0.156957334020162
Mix51	LASV	5	1	8486	49.5878	0.0430802573090347
Mix81	LASV	5	1	15245	9.4229	0.00598734321954331
Mix19	LASV	5	1	11210	30.2120	0.0218753134997158
Mix5	LASV	5	1	6488	95.3485	0.281153178463394
Mix39	LASV	5	1	17309	98.0565	0.212352188181871
Mix94	LASV	5	1	5718	96.4370	0.233829248051688
Mix4	LASV	5	1	12188	91.9022	0.0611859323432563
Mix18	LASV	5	1	6289	99.7055	0.300292341015152
Mix86	LASV	5	1	9562	88.7515	0.0752470710583737
Mix40	LASV	5	1	6193	97.4382	0.393006930604718
Mix64	LASV	5	1	10753	97.4382	0.154073691447405
Mix38	LASV	5	1	11035	96.3486	0.113718788084061
Mix74	LASV	5	1	11173	97.4382	0.185669539301945
Mix50	LASV	5	1	15206	50.7362	0.0189955761920393
Mix63	LASV	5	1	12640	69.9647	0.0564365200447246
Mix73	LASV	5	1	9287	100.0000	0.373131812822379
Mix26	LASV	5	1	8059	97.9388	0.229937790215283
Mix57	LASV	5	1	8878	96.3486	0.22397977893451
Mix47	LASV	5	1	7330	92.4912	0.172206847977517
Mix21	LASV	5	1	10763	97.4971	0.0729209818674419
Mix93	LASV	5	1	20265	76.7962	0.026223531886785
Mix45	LASV	5	1	7147	68.8163	0.159569400781176
Mix55	LASV	5	1	15690	26.8846	0.0163285368605206
Mix67	LASV	5	1	9866	97.4382	0.15713038828725
Mix77	LASV	5	1	14472	84.4817	0.0963328386743138
Mix29	LASV	5	1	8541	10.4829	0.00698441298755519
Mix65	LASV	5	1	5080	100.0000	0.382929521985546
Mix53	LASV	5	1	9410	97.4382	0.189204390003988
Mix43	LASV	5	1	6106	97.4087	0.328561669970066
Mix100	LASV	5	1	13205	54.9470	0.0399655930500062
Mix82	LASV	5	1	13938	50.6773	0.0227904178148252
Mix97	LASV	5	1	10876	81.3015	0.10027858098143
Mix95	LASV	5	1	4854	97.6148	0.472504789396043
Mix28	LASV	5	1	9640	23.9694	0.0201882958545239
Mix36	LASV	5	1	4367	100.0000	0.415804464205169
Mix22	LASV	5	1	12904	97.3793	0.147326578548694
Mix44	LASV	5	1	8288	99.7055	0.216156555729469
Mix16	LASV	5	1	15261	89.1048	0.0452223260578313
Mix54	LASV	5	1	16995	91.1072	0.0347507878796032
Mix70	LASV	5	1	12813	95.1413	0.0553995643503351
Mix60	LASV	5	1	4121	97.4382	0.474342388960759
Mix31	LASV	5	1	8520	29.2697	0.019371909005732
Mix6	LASV	5	1	6935	96.6431	0.239162085646066
Mix90	LASV	5	1	11381	38.1037	0.0184257009041341
Mix7	LASV	5	1	9289	4.0580	0.00493406170383082
Mix89	LASV	5	1	4153	82.7444	0.167766239295504
Mix64	LASV	5	2	7927	97.4382	0.0620545157965092
Mix46	LASV	5	2	7422	98.3216	0.111139165728963
Mix34	LASV	5	2	6995	39.9882	0.0329819694673856
Mix56	LASV	5	2	9830	95.2002	0.134398639773646
Mix20	LASV	5	2	4129	100.0000	0.376143531246454
Mix86	LASV	5	2	8269	88.7515	0.0693305130755045
Mix91	LASV	5	2	8151	99.7055	0.191653855533557
Mix24	LASV	5	2	7413	89.0459	0.0950850222545365
Mix60	LASV	5	2	2548	97.4382	0.661415518860054
Mix30	LASV	5	2	3796	99.1755	0.453636457537833
Mix93	LASV	5	2	13373	76.7962	0.0430195738520172
Mix28	LASV	5	2	3828	23.9694	0.0399433106447792
Mix15	LASV	5	2	7009	100.0000	0.233964628856874
Mix35	LASV	5	2	4164	10.3946	0.0112665339577483
Mix65	LASV	5	2	1545	100.0000	0.996735102470026
Mix3	LASV	5	2	9139	99.7055	0.216276168468152
Mix68	LASV	5	2	5571	13.0448	0.0243075596245066
Mix1	LASV	5	2	12663	42.6090	0.0156812616596287
Mix18	LASV	5	2	2320	99.7055	0.619421542568181
Mix6	LASV	5	2	5515	96.6431	0.282074052147315
Mix38	LASV	5	2	8684	96.3486	0.0881851757397469
Mix49	LASV	5	2	8327	99.5289	0.186386487088092
Mix59	LASV	5	2	3721	100.0000	0.38324698093536
Mix89	LASV	5	2	2116	82.7444	0.286026438441715
Mix77	LASV	5	2	11770	84.4817	0.0681217649223139
Mix5	LASV	5	2	5094	93.5218	0.108564210432389
Mix8	LASV	5	2	6666	97.4382	0.10780056741974
Mix58	LASV	5	2	5039	100.0000	0.290780681748397
Mix39	LASV	5	2	6374	98.0565	0.382749734727907
Mix97	LASV	5	2	9732	73.6455	0.0611830375847527
Mix19	LASV	5	2	5857	30.2120	0.0375911270574109
Mix69	LASV	5	2	8861	97.2615	0.143985226315573
Mix45	LASV	5	2	2509	68.8163	0.37702885298034
Mix73	LASV	5	2	7538	100.0000	0.412370881170924
Mix85	LASV	5	2	10344	45.9069	0.0294021556372176
Mix55	LASV	5	2	12823	26.8846	0.0184886807200393
Mix29	LASV	5	2	6933	10.4829	0.00803558953576639
Mix40	LASV	5	2	3211	97.4382	0.617034086723607
Mix71	LASV	5	2	7207	98.8516	0.196373407811773
Mix80	LASV	5	2	7588	52.4735	0.0392823681565719
Mix26	LASV	5	2	5421	97.9388	0.286934407289513
Mix50	LASV	5	2	11575	24.4700	0.0106719667620179
Mix54	LASV	5	2	2416	69.2874	0.0886952384841937
Mix84	LASV	5	2	8994	3.2850	0.00644799058851294
Mix72	LASV	5	2	3668	99.7055	0.877107879289488
Mix66	LASV	5	2	1508	93.5218	0.922860468252109
Mix44	LASV	5	2	5745	99.7055	0.282123235887423
Mix36	LASV	5	2	1619	100.0000	0.294950389411081
Mix16	LASV	5	2	12228	89.1048	0.0517177567695139
Mix95	LASV	5	2	2390	96.1131	0.665441118622911
Mix33	LASV	5	2	10565	99.7055	0.162194305813313
Mix13	LASV	5	2	2844	100.0000	0.540834022218444
Mix63	LASV	5	2	10310	69.9647	0.0317178456228913
Mix57	LASV	5	2	6286	86.6019	0.0914571122050497
Mix87	LASV	5	2	13267	100.0000	0.11224340093463
Mix79	LASV	5	2	10033	81.8610	0.0424602022230435
Mix23	LASV	5	2	7915	99.3522	0.126978564192045
Mix98	LASV	5	2	4421	93.5218	0.103824221799827
Mix47	LASV	5	2	3884	92.4912	0.150377002883044
Mix76	LASV	5	2	7180	97.6148	0.0862275031704431
Mix21	LASV	5	2	2227	97.4971	0.187557536584493
Mix94	LASV	5	2	4133	85.1296	0.276307730280254
Mix62	LASV	5	2	3765	19.3168	0.0289782473196226
Mix100	LASV	5	2	11681	54.9470	0.042921007564521
Mix90	LASV	5	2	8394	38.1037	0.0222730044648736
Mix31	LASV	5	2	6974	20.2002	0.0152417097635358
Mix22	LASV	5	2	10452	97.3793	0.15303156963914
Mix61	LASV	5	2	7603	76.2662	0.0536901024758206
Mix70	LASV	5	2	10292	95.1413	0.0575530269616201
Mix41	LASV	5	2	7796	99.8233	0.223118732061852
Mix81	LASV	5	2	12503	9.4229	0.00702884142040588
Mix51	LASV	5	2	6992	49.5878	0.0409608866423546
Mix96	LASV	5	2	2693	97.4971	0.23467835989138
Mix42	LASV	5	2	4824	8.2744	0.0100879331506297
Mix52	LASV	5	2	7927	15.0177	0.0152112101918493
Mix74	LASV	5	2	6021	97.4382	0.278912332815287
Mix82	LASV	5	2	9512	50.6773	0.0307574104113922
Mix99	LASV	5	2	3688	98.6455	0.57215183168467
Mix17	LASV	5	2	11007	22.4087	0.0105014121091755
Mix37	LASV	5	2	9467	20.5830	0.0104012934912917
Mix67	LASV	5	2	3533	97.4382	0.352302235733739
Mix78	LASV	5	2	9716	28.3494	0.0626506750287893
Mix27	LASV	5	2	5937	100.0000	0.293215739140499
Mix43	LASV	5	2	4427	97.4087	0.396080056456975
Mix53	LASV	5	2	7466	97.4382	0.0795000897581659
Mix83	LASV	5	2	3157	96.6431	0.487171869691392
Mix37	LASV	5	3	18	20.5830	9.11567996036661
Mix91	LASV	5	3	5	94.1339	71.8444583073404
Mix85	LASV	5	3	21	45.9069	19.7134915544152
Mix59	LASV	5	3	9	93.6094	59.6702819956616
Mix84	LASV	5	3	3	3.2850	34.7222222222222
Mix78	LASV	5	3	17	28.3494	35.5267794221283
Mix74	LASV	5	3	12	97.4382	65.0921273031826
Mix83	LASV	5	3	2	96.6431	100
Mix100	LASV	5	3	10	42.8445	27.8999811994736
Mix8	LASV	5	3	26	97.4382	28.7992367452637
Mix73	LASV	5	3	9	98.4982	87.2748159365046
Mix61	LASV	5	3	18	76.2662	30.6645497845316
Mix44	LASV	5	3	8	99.7055	74.9500791847414
Mix45	LASV	5	3	15	30.0059	40.5772495755518
Mix90	LASV	5	3	6	22.4087	29.4341055829852
Mix36	LASV	5	3	1	100.0000	100
Mix43	LASV	5	3	6	97.4087	87.3444150004015
Mix60	LASV	5	3	11	97.4382	70.0606700079135
Mix62	LASV	5	3	8	19.3168	15.4316631380852
Mix29	LASV	5	3	5	10.4829	20.554272517321
Mix3	LASV	5	3	3	93.9406	91.0342063067878
Mix99	LASV	5	3	22	98.6455	68.9807900293557
Mix51	LASV	5	3	13	41.0188	23.752430330525
Mix33	LASV	5	3	13	99.7055	66.9323940180447
Mix46	LASV	5	3	3	98.3216	94.7153900210822
Mix77	LASV	5	3	30	84.4817	30.3678966385635
Mix69	LASV	5	3	7	97.2615	96.5729553903346
Mix20	LASV	5	3	1	93.9406	100
Mix38	LASV	5	3	21	96.3486	37.308533916849
Mix19	LASV	5	3	19	12.2497	3.26300101968782
Mix35	LASV	5	3	8	10.3946	12.5266146202981
Mix34	LASV	5	3	10	39.9882	25.3591954022989
Mix87	LASV	5	3	13	93.9406	58.2158420917713
Mix22	LASV	5	3	15	94.2285	86.0295693164774
Mix50	LASV	5	3	4	24.4700	46.7666839110191
Mix76	LASV	5	3	3	97.6148	92.1976866456362
Mix52	LASV	5	3	1	7.0671	100
Mix86	LASV	5	3	5	88.7515	86.0963799861655
Mix21	LASV	5	3	12	97.4971	47.1974855945521
Mix47	LASV	5	3	14	92.4912	50.7286698463169
Mix72	LASV	5	3	8	99.7055	87.5894885754705
Mix41	LASV	5	3	10	99.8233	78.0118007319441
Mix70	LASV	5	3	11	95.1413	51.5883609183129
Mix56	LASV	5	3	19	95.2002	59.1610572976523
Mix80	LASV	5	3	13	52.4735	30.193273474357
Mix82	LASV	5	3	141	50.6773	3.10656635230123
Mix27	LASV	5	3	12	100.0000	75.1986133179258
Mix15	LASV	5	3	5	93.9268	83.4173871277618
Mix18	LASV	5	3	11	98.7026	58.2620299866552
Mix39	LASV	5	3	18	98.0565	77.20372980592
Mix93	LASV	5	3	23	76.7962	36.4594792812615
Mix57	LASV	5	3	5	86.6019	100
Mix65	LASV	5	3	12	99.4065	61.7864960431049
Mix68	LASV	5	3	4	4.5411	14.1505376344086
Mix26	LASV	5	3	11	97.9388	72.9274320377443
Mix64	LASV	5	3	11	97.4382	28.4938508225523
Mix6	LASV	5	3	6	96.6431	83.042846768337
Mix95	LASV	5	3	26	96.1131	68.683177696576
Mix98	LASV	5	3	6	93.5218	56.6074313408724
Mix94	LASV	5	3	21	81.3015	51.4590612900179
Mix13	LASV	5	3	2	93.9268	100
Mix63	LASV	5	3	4	69.9647	88.6397058823529
Mix40	LASV	5	3	9	97.4382	73.9939105109876
Mix71	LASV	5	3	5	80.4279	67.692843866171
Mix1	LASV	5	3	7	42.6090	40.7012622720898
Mix42	LASV	5	3	3	8.2744	31.974921630094
Mix24	LASV	5	3	20	89.0459	36.5046535677353
Mix66	LASV	5	3	9	93.5218	73.7121802593354
Mix28	LASV	5	3	39	23.9694	6.50785854616896
Mix30	LASV	5	3	12	94.0511	58.8176685486549
Mix16	LASV	5	3	12	60.3946	49.8862429849841
Mix23	LASV	5	3	17	99.3522	56.0661096985107
Mix96	LASV	5	3	10	97.4971	45.8030962747944
Mix49	LASV	5	3	17	93.5956	49.06636024131
Mix5	LASV	5	3	6	93.5218	55.5133079847909
Mix97	LASV	5	3	5	67.9329	91.1460895228726
Mix53	LASV	5	3	8	97.4382	71.5145436308927
Mix31	LASV	5	3	4	20.2002	24.972972972973
Mix79	LASV	5	3	5	81.8610	90.8987161198288
Mix67	LASV	5	3	9	97.4382	77.0562770562771
Mix17	LASV	5	3	4	22.4087	53.1380753138075
Mix54	LASV	5	3	16	69.2874	12.5734741680293
Mix89	LASV	5	3	20	82.7444	36.3937580162463
Mix55	LASV	5	3	18	10.3946	4.85947094945678
Mix58	LASV	5	3	7	93.9406	66.0750654640675
Mix14	CHIKV	5	1	734	100.0000	3.08730863342067
Mix76	CHIKV	5	1	596	100.0000	4.25822301078204
Mix44	CHIKV	5	1	2006	100.0000	1.28980687650827
Mix12	CHIKV	5	1	831	100.0000	2.67378713122805
Mix36	CHIKV	5	1	492	100.0000	4.33542206091858
Mix38	CHIKV	5	1	517	100.0000	4.34921917952863
Mix27	CHIKV	5	1	591	100.0000	3.78017738345039
Mix90	CHIKV	5	1	1629	100.0000	1.61224423089495
Mix46	CHIKV	5	1	966	99.9831	2.27077378981081
Mix93	CHIKV	5	1	630	100.0000	3.4752741203928
Mix57	CHIKV	5	1	944	100.0000	2.41414318507072
Mix15	CHIKV	5	1	1980	100.0000	1.32263256679161
Mix82	CHIKV	5	1	1694	100.0000	1.5466303926592
Mix70	CHIKV	5	1	1366	100.0000	1.76852115967915
Mix61	CHIKV	5	1	961	100.0000	2.48300040048394
Mix58	CHIKV	5	1	774	100.0000	2.95150949268596
Mix97	CHIKV	5	1	2511	100.0000	1.01909160282989
Mix8	CHIKV	5	1	757	100.0000	3.31292258093404
Mix96	CHIKV	5	1	1624	100.0000	1.66960384123172
Mix94	CHIKV	5	1	576	100.0000	4.23822289489935
Mix35	CHIKV	5	1	2184	100.0000	1.19979842420841
Mix83	CHIKV	5	1	543	100.0000	4.47746517758204
Mix84	CHIKV	5	1	570	100.0000	4.3390884687037
Mix79	CHIKV	5	1	648	100.0000	3.39614791680321
Mix69	CHIKV	5	1	741	100.0000	3.42442260966309
Mix22	CHIKV	5	1	993	100.0000	2.37088402108343
Mix49	CHIKV	5	1	1178	100.0000	1.98765498219211
Mix1	CHIKV	5	1	1115	100.0000	2.25646579415922
Mix19	CHIKV	5	1	1645	100.0000	1.65929698869361
Mix88	CHIKV	5	1	1609	100.0000	1.50686673448627
Mix72	CHIKV	5	1	960	100.0000	2.70939837531908
Mix5	CHIKV	5	1	1516	100.0000	1.58139460330224
Mix64	CHIKV	5	1	765	100.0000	3.04055438323329
