	SRR12641740.rna.1	SRR12720856.rna.1	SRR12720792.rna.1	SRR12720852.rna.1	SRR12641746.rna.1	SRR12720809.rna.1	SRR12720833.rna.1	SRR12720839.rna.1	SRR12720858.rna.1	SRR12720795.rna.1	SRR12720794.rna.1	SRR12720849.rna.1	SRR12641742.rna.1	SRR12641768.rna.1	SRR12641747.rna.1	SRR12641751.rna.1	SRR12720817.rna.1	SRR12720825.rna.1	SRR12720802.rna.1	SRR12720844.rna.1	SRR12720837.rna.1	SRR12720827.rna.1	SRR12720793.rna.1	SRR12641748.rna.1	SRR12641754.rna.1	SRR12720815.rna.1	SRR12720807.rna.1	SRR12720824.rna.1	SRR12720796.rna.1	SRR12720847.rna.1	SRR12641749.rna.1	SRR12720804.rna.1	SRR12641757.rna.1	SRR12720826.rna.1	SRR12720838.rna.1	SRR12720857.rna.1	SRR12720853.rna.1	SRR12641762.rna.1	SRR12720811.rna.1	SRR12641744.rna.1	SRR12720831.rna.1	SRR12720843.rna.1	SRR12720841.rna.1	SRR12720813.rna.1	SRR12720816.rna.1	SRR12720810.rna.1	SRR12720851.rna.1	SRR12641766.rna.1	SRR12720842.rna.1	SRR12720818.rna.1	SRR12641758.rna.1	SRR12720840.rna.1	SRR12641753.rna.1	SRR12720828.rna.1	SRR12641763.rna.1	SRR12720855.rna.1	SRR12641743.rna.1	SRR12641764.rna.1	SRR12720850.rna.1	SRR12720846.rna.1	SRR12641755.rna.1	SRR12720819.rna.1	SRR12720845.rna.1	SRR12720829.rna.1	SRR12641767.rna.1	SRR12720822.rna.1	SRR12720808.rna.1	SRR12641738.rna.1	SRR12720798.rna.1	SRR12641752.rna.1	SRR12641756.rna.1	SRR12720823.rna.1	SRR12720812.rna.1	SRR12641760.rna.1	SRR12720799.rna.1	SRR12720805.rna.1	SRR12641739.rna.1	SRR12720854.rna.1	SRR12720830.rna.1	SRR12720834.rna.1	SRR12641741.rna.1	SRR12720836.rna.1	SRR12720848.rna.1	SRR12720821.rna.1	SRR12641750.rna.1	SRR12720835.rna.1	SRR12720814.rna.1	SRR12720820.rna.1	SRR12720797.rna.1	SRR12641761.rna.1	SRR12641759.rna.1	SRR12720800.rna.1	SRR12641745.rna.1	SRR12720801.rna.1	SRR12641765.rna.1	SRR12720832.rna.1	SRR12720803.rna.1	SRR12720806.rna.1
SRR12720796.rna.1	1.0000000000	1.0000000000	0.9955447778	0.9999779318	1.0000000000	1.0000000000	0.9982688588	1.0000000000	1.0000000000	0.9795371604	1.0000000000	0.9999597350	1.0000000000	1.0000000000	1.0000000000	0.9574994664	1.0000000000	0.9999974390	0.9999854661	1.0000000000	0.9965213130	0.9999804022	1.0000000000	1.0000000000	0.9999433397	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	0.9987578449	1.0000000000	1.0000000000	1.0000000000	0.9969741722	1.0000000000	1.0000000000	0.9996920230	0.9997381752	1.0000000000	1.0000000000	1.0000000000	0.9990960953	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999788790	1.0000000000	0.9996059383	0.9986124674	0.9973657971	1.0000000000	1.0000000000	1.0000000000	0.9996263413	1.0000000000	0.9970586814	1.0000000000	1.0000000000	1.0000000000	0.9092616728	0.9985257952	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999555730	0.9997371462	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999879729	1.0000000000	1.0000000000	0.9999723828	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999955395	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12720847.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9945347226	0.9763998688	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999222568	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9998872443	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9954342581	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9939138445	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12641749.rna.1	1.0000000000	1.0000000000	0.9957736147	1.0000000000	0.9998250604	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9842220299	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9998775268	1.0000000000	1.0000000000	0.9995694248	1.0000000000	1.0000000000	1.0000000000	0.9974897255	1.0000000000	1.0000000000	0.9999918564	0.9987578449	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.9998739674	0.9996342576	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999415063	1.0000000000	0.9741298046	1.0000000000	1.0000000000	0.9999847767	1.0000000000	0.9999469225	0.9308295367	0.8694431981	0.9999472646	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9997494237	0.9998813441	0.9999714697	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999517763	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999709675	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12720804.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9998723724	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12641757.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9950921511	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9865149155	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9998378099	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9900516487	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999974841	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12720826.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999971029	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9994715651	0.9999822177	1.0000000000	1.0000000000	0.9999997624	1.0000000000	1.0000000000	0.9998739674	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999554836	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999781610	0.9996888137	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9995415602	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9821230098	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999995354	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9989392187
SRR12720838.rna.1	1.0000000000	1.0000000000	0.9885146876	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9117450980	1.0000000000	1.0000000000	1.0000000000	0.9999879116	1.0000000000	1.0000000000	1.0000000000	0.9969741722	1.0000000000	0.9996342576	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.9995897054	1.0000000000	1.0000000000	0.9999582660	1.0000000000	0.9774456542	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9994336172	0.9994654804	0.9996666669	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9658946193	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9993519869	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999916392	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12720857.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9850220791	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.5184970109	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9641944246	0.9842879363	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9993349521	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9990050008	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12720853.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9749699599	1.0000000000	0.7256264568	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999414634	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999191393	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9036885387	1.0000000000	0.9554159200	1.0000000000	0.9447995787	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12641762.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9996949939	1.0000000000	0.9646716169	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9990226830	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9986926648	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9996920230	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9995897054	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9956277135	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9981992767	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9852044423	0.9919142229	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9952102605	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999687723	1.0000000000	1.0000000000	0.9997308578	1.0000000000	1.0000000000
SRR12720811.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9958320708	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9563757937	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9997381752	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999375651	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9997018443	0.9965680656	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12641744.rna.1	0.9863839998	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	0.9952296312	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9977589323	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9906869904	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999556900	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12720831.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999943438	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999582660	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9952296312	0.0000000000	1.0000000000	0.9995287814	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999836690	1.0000000000	1.0000000000	0.9784116770	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999963988	0.9953596452	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9998949365	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9995832001	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9960358938	0.9998760915	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9986171169	0.9999999088	1.0000000000	0.9993156987	1.0000000000	1.0000000000	1.0000000000
SRR12720843.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9904124102	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9917430230	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12720841.rna.1	1.0000000000	1.0000000000	0.9996443829	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9903845262	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9990960953	1.0000000000	0.9999415063	1.0000000000	1.0000000000	1.0000000000	0.9774456542	1.0000000000	1.0000000000	0.9956277135	1.0000000000	1.0000000000	0.9995287814	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9786658418	0.9999496128	0.9999418518	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9975474035	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9173103896	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.4626842075	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9727724139	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999508938	0.9997253312	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12720813.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
SRR12720816.rna.1	1.0000000000	1.0000000000	1.0000000000	0.9999869494	1.0000000000	1.0000000000	1.0000000000	0.9815888696	1.0000000000	0.9779396651	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999102408	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999246556	1.0000000000	1.0000000000	0.9741298046	1.0000000000	1.0000000000	0.9999554836	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.9999949268	1.0000000000	1.0000000000	0.9987131955	0.9758147793	0.9903141550	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9792352541	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.7951201017	0.9999432328	1.0000000000	1.0000000000	0.9969396070	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9999349612	0.9955586313	1.0000000000	1.0000000000	0.9875499792	1.0000000000	1.0000000000	1.0000000000
SRR12720810.rna.1	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9996169929	1.0000000000
