Mix1	Mix2	MixNum	Common	Prj
41	2	5	0	COVID
41	65	5	0	COVID
41	69	5	0	COVID
41	54	5	0	COVID
41	11	5	0	COVID
41	29	5	0	COVID
41	93	5	0	COVID
41	25	5	1	COVID
41	83	5	0	COVID
41	6	5	1	COVID
41	17	5	0	COVID
41	66	5	0	COVID
41	55	5	0	COVID
41	24	5	0	COVID
41	18	5	0	COVID
41	43	5	0	COVID
41	59	5	0	COVID
41	60	5	0	COVID
41	71	5	0	COVID
41	23	5	0	COVID
41	85	5	0	COVID
41	44	5	0	COVID
41	95	5	0	COVID
41	99	5	0	COVID
41	89	5	0	COVID
41	77	5	0	COVID
41	32	5	0	COVID
41	94	5	0	COVID
41	45	5	1	COVID
41	84	5	0	COVID
41	49	5	0	COVID
41	78	5	0	COVID
41	53	5	0	COVID
41	34	5	0	COVID
41	92	5	0	COVID
41	82	5	0	COVID
41	76	5	0	COVID
41	35	5	0	COVID
41	7	5	0	COVID
41	42	5	0	COVID
41	10	5	0	COVID
41	39	5	0	COVID
41	68	5	0	COVID
41	22	5	0	COVID
41	52	5	0	COVID
41	16	5	1	COVID
41	67	5	0	COVID
41	1	5	0	COVID
41	61	5	0	COVID
41	70	5	0	COVID
41	33	5	0	COVID
38	50	5	0	COVID
38	72	5	0	COVID
38	4	5	0	COVID
38	46	5	1	COVID
38	37	5	0	COVID
38	31	5	0	COVID
38	63	5	0	COVID
38	8	5	0	COVID
38	20	5	0	COVID
38	96	5	0	COVID
38	86	5	0	COVID
38	9	5	0	COVID
38	40	5	1	COVID
38	64	5	0	COVID
38	56	5	0	COVID
38	12	5	0	COVID
38	5	5	0	COVID
38	100	5	1	COVID
38	90	5	0	COVID
38	26	5	0	COVID
38	80	5	0	COVID
38	2	5	0	COVID
38	65	5	0	COVID
38	69	5	0	COVID
38	54	5	0	COVID
38	11	5	0	COVID
38	29	5	0	COVID
38	93	5	0	COVID
38	25	5	0	COVID
38	83	5	0	COVID
38	6	5	0	COVID
38	17	5	0	COVID
38	66	5	0	COVID
38	55	5	0	COVID
38	24	5	0	COVID
38	18	5	0	COVID
38	43	5	0	COVID
38	59	5	0	COVID
38	60	5	1	COVID
38	71	5	0	COVID
38	23	5	0	COVID
38	85	5	0	COVID
38	44	5	0	COVID
38	95	5	0	COVID
38	99	5	0	COVID
38	89	5	1	COVID
38	77	5	0	COVID
38	32	5	0	COVID
38	94	5	0	COVID
38	45	5	0	COVID
38	84	5	0	COVID
38	49	5	1	COVID
38	78	5	0	COVID
38	53	5	0	COVID
38	34	5	1	COVID
38	92	5	0	COVID
38	82	5	0	COVID
38	76	5	0	COVID
38	35	5	0	COVID
38	7	5	0	COVID
38	42	5	0	COVID
38	10	5	0	COVID
38	39	5	0	COVID
38	68	5	0	COVID
38	22	5	0	COVID
38	52	5	0	COVID
38	16	5	0	COVID
38	67	5	0	COVID
38	1	5	0	COVID
38	61	5	0	COVID
38	70	5	0	COVID
38	33	5	0	COVID
50	72	5	0	COVID
50	4	5	0	COVID
50	46	5	0	COVID
50	37	5	0	COVID
50	31	5	0	COVID
50	63	5	0	COVID
50	8	5	0	COVID
50	20	5	0	COVID
50	96	5	0	COVID
50	86	5	0	COVID
50	9	5	0	COVID
50	40	5	0	COVID
50	64	5	0	COVID
50	56	5	0	COVID
50	12	5	0	COVID
50	5	5	1	COVID
50	100	5	0	COVID
50	90	5	0	COVID
50	26	5	0	COVID
50	80	5	0	COVID
50	2	5	0	COVID
50	65	5	1	COVID
50	69	5	0	COVID
50	54	5	0	COVID
50	11	5	1	COVID
50	29	5	0	COVID
50	93	5	0	COVID
50	25	5	0	COVID
50	83	5	0	COVID
50	6	5	0	COVID
50	17	5	0	COVID
50	66	5	0	COVID
50	55	5	0	COVID
50	24	5	0	COVID
50	18	5	0	COVID
50	43	5	1	COVID
50	59	5	0	COVID
50	60	5	0	COVID
50	71	5	0	COVID
50	23	5	0	COVID
50	85	5	1	COVID
50	44	5	0	COVID
50	95	5	0	COVID
50	99	5	0	COVID
50	89	5	0	COVID
50	77	5	0	COVID
50	32	5	0	COVID
50	94	5	0	COVID
50	45	5	0	COVID
50	84	5	0	COVID
50	49	5	0	COVID
50	78	5	1	COVID
50	53	5	0	COVID
50	34	5	0	COVID
50	92	5	0	COVID
50	82	5	0	COVID
50	76	5	0	COVID
50	35	5	0	COVID
50	7	5	0	COVID
50	42	5	0	COVID
50	10	5	0	COVID
50	39	5	0	COVID
50	68	5	1	COVID
50	22	5	0	COVID
50	52	5	0	COVID
50	16	5	0	COVID
50	67	5	0	COVID
50	1	5	0	COVID
50	61	5	0	COVID
50	70	5	0	COVID
50	33	5	1	COVID
72	4	5	0	COVID
72	46	5	0	COVID
72	37	5	0	COVID
72	31	5	0	COVID
72	63	5	0	COVID
72	8	5	0	COVID
72	20	5	0	COVID
72	96	5	0	COVID
72	86	5	0	COVID
72	9	5	0	COVID
72	40	5	0	COVID
72	64	5	0	COVID
72	56	5	0	COVID
72	12	5	0	COVID
72	5	5	0	COVID
72	100	5	0	COVID
72	90	5	0	COVID
72	26	5	0	COVID
72	80	5	0	COVID
72	2	5	0	COVID
72	65	5	0	COVID
72	69	5	1	COVID
72	54	5	1	COVID
72	11	5	0	COVID
72	29	5	0	COVID
72	93	5	0	COVID
72	25	5	0	COVID
72	83	5	1	COVID
72	6	5	0	COVID
72	17	5	0	COVID
72	66	5	0	COVID
72	55	5	0	COVID
72	24	5	0	COVID
72	18	5	0	COVID
72	43	5	0	COVID
72	59	5	0	COVID
72	60	5	0	COVID
72	71	5	0	COVID
72	23	5	0	COVID
72	85	5	1	COVID
72	44	5	1	COVID
72	95	5	0	COVID
72	99	5	0	COVID
72	89	5	0	COVID
72	77	5	0	COVID
72	32	5	0	COVID
72	94	5	0	COVID
72	45	5	1	COVID
72	84	5	0	COVID
72	49	5	0	COVID
72	78	5	0	COVID
72	53	5	1	COVID
72	34	5	0	COVID
72	92	5	0	COVID
72	82	5	0	COVID
72	76	5	0	COVID
72	35	5	0	COVID
72	7	5	0	COVID
72	42	5	0	COVID
72	10	5	0	COVID
72	39	5	0	COVID
72	68	5	0	COVID
72	22	5	0	COVID
72	52	5	0	COVID
72	16	5	0	COVID
72	67	5	0	COVID
72	1	5	0	COVID
72	61	5	0	COVID
72	70	5	0	COVID
72	33	5	0	COVID
4	46	5	0	COVID
4	37	5	0	COVID
4	31	5	0	COVID
4	63	5	0	COVID
4	8	5	0	COVID
4	20	5	0	COVID
4	96	5	0	COVID
4	86	5	0	COVID
4	9	5	0	COVID
4	40	5	0	COVID
4	64	5	0	COVID
4	56	5	0	COVID
4	12	5	0	COVID
4	5	5	0	COVID
4	100	5	0	COVID
4	90	5	0	COVID
4	26	5	0	COVID
4	80	5	1	COVID
4	2	5	0	COVID
4	65	5	0	COVID
4	69	5	0	COVID
4	54	5	0	COVID
4	11	5	0	COVID
4	29	5	0	COVID
4	93	5	0	COVID
4	25	5	1	COVID
4	83	5	0	COVID
4	6	5	0	COVID
4	17	5	0	COVID
4	66	5	0	COVID
4	55	5	0	COVID
4	24	5	0	COVID
4	18	5	0	COVID
4	43	5	0	COVID
4	59	5	0	COVID
4	60	5	1	COVID
4	71	5	0	COVID
4	23	5	0	COVID
4	85	5	0	COVID
4	44	5	0	COVID
4	95	5	0	COVID
4	99	5	0	COVID
4	89	5	0	COVID
4	77	5	0	COVID
4	32	5	0	COVID
4	94	5	0	COVID
4	45	5	1	COVID
4	84	5	0	COVID
4	49	5	0	COVID
4	78	5	0	COVID
4	53	5	0	COVID
4	34	5	1	COVID
4	92	5	0	COVID
4	82	5	0	COVID
4	76	5	0	COVID
4	35	5	0	COVID
4	7	5	0	COVID
4	42	5	0	COVID
4	10	5	0	COVID
4	39	5	0	COVID
4	68	5	0	COVID
4	22	5	1	COVID
4	52	5	0	COVID
4	16	5	0	COVID
4	67	5	0	COVID
4	1	5	0	COVID
4	61	5	0	COVID
4	70	5	1	COVID
4	33	5	0	COVID
46	37	5	0	COVID
46	31	5	0	COVID
46	63	5	0	COVID
46	8	5	0	COVID
46	20	5	0	COVID
46	96	5	1	COVID
46	86	5	0	COVID
46	9	5	0	COVID
46	40	5	0	COVID
46	64	5	0	COVID
46	56	5	0	COVID
46	12	5	0	COVID
46	5	5	0	COVID
46	100	5	0	COVID
46	90	5	0	COVID
46	26	5	0	COVID
46	80	5	0	COVID
46	2	5	0	COVID
46	65	5	0	COVID
46	69	5	0	COVID
46	54	5	0	COVID
46	11	5	0	COVID
46	29	5	1	COVID
46	93	5	0	COVID
46	25	5	0	COVID
46	83	5	0	COVID
46	6	5	0	COVID
46	17	5	0	COVID
46	66	5	0	COVID
46	55	5	0	COVID
46	24	5	0	COVID
46	18	5	0	COVID
46	43	5	0	COVID
46	59	5	0	COVID
46	60	5	0	COVID
46	71	5	0	COVID
46	23	5	0	COVID
46	85	5	0	COVID
46	44	5	0	COVID
46	95	5	0	COVID
46	99	5	0	COVID
46	89	5	0	COVID
46	77	5	0	COVID
46	32	5	0	COVID
46	94	5	0	COVID
46	45	5	0	COVID
46	84	5	0	COVID
46	49	5	0	COVID
46	78	5	0	COVID
46	53	5	0	COVID
46	34	5	0	COVID
46	92	5	0	COVID
46	82	5	0	COVID
46	76	5	0	COVID
46	35	5	0	COVID
46	7	5	0	COVID
46	42	5	0	COVID
46	10	5	1	COVID
46	39	5	0	COVID
46	68	5	0	COVID
46	22	5	0	COVID
46	52	5	0	COVID
46	16	5	0	COVID
46	67	5	0	COVID
46	1	5	0	COVID
46	61	5	0	COVID
46	70	5	0	COVID
46	33	5	0	COVID
37	31	5	0	COVID
37	63	5	0	COVID
37	8	5	1	COVID
37	20	5	0	COVID
37	96	5	0	COVID
37	86	5	0	COVID
37	9	5	0	COVID
37	40	5	0	COVID
37	64	5	0	COVID
37	56	5	0	COVID
37	12	5	0	COVID
37	5	5	1	COVID
37	100	5	0	COVID
37	90	5	0	COVID
37	26	5	0	COVID
37	80	5	0	COVID
37	2	5	2	COVID
37	65	5	0	COVID
37	69	5	0	COVID
37	54	5	0	COVID
37	11	5	0	COVID
37	29	5	0	COVID
37	93	5	0	COVID
37	25	5	0	COVID
37	83	5	0	COVID
37	6	5	0	COVID
37	17	5	0	COVID
37	66	5	0	COVID
37	55	5	1	COVID
37	24	5	0	COVID
37	18	5	0	COVID
37	43	5	0	COVID
37	59	5	0	COVID
37	60	5	0	COVID
37	71	5	0	COVID
37	23	5	0	COVID
37	85	5	0	COVID
37	44	5	0	COVID
37	95	5	0	COVID
37	99	5	0	COVID
37	89	5	0	COVID
37	77	5	0	COVID
37	32	5	1	COVID
37	94	5	0	COVID
37	45	5	0	COVID
37	84	5	0	COVID
37	49	5	0	COVID
37	78	5	0	COVID
37	53	5	0	COVID
37	34	5	0	COVID
37	92	5	0	COVID
37	82	5	0	COVID
37	76	5	0	COVID
37	35	5	0	COVID
37	7	5	0	COVID
37	42	5	0	COVID
37	10	5	0	COVID
37	39	5	0	COVID
37	68	5	0	COVID
37	22	5	0	COVID
37	52	5	0	COVID
37	16	5	0	COVID
37	67	5	0	COVID
37	1	5	1	COVID
37	61	5	0	COVID
37	70	5	0	COVID
37	33	5	0	COVID
31	63	5	0	COVID
31	8	5	0	COVID
31	20	5	0	COVID
31	96	5	0	COVID
31	86	5	0	COVID
31	9	5	0	COVID
31	40	5	0	COVID
31	64	5	0	COVID
31	56	5	0	COVID
31	12	5	0	COVID
31	5	5	0	COVID
31	100	5	0	COVID
31	90	5	0	COVID
31	26	5	0	COVID
31	80	5	0	COVID
31	2	5	0	COVID
31	65	5	0	COVID
31	69	5	0	COVID
31	54	5	0	COVID
31	11	5	0	COVID
31	29	5	1	COVID
31	93	5	0	COVID
31	25	5	0	COVID
31	83	5	0	COVID
31	6	5	0	COVID
31	17	5	0	COVID
31	66	5	0	COVID
31	55	5	1	COVID
31	24	5	0	COVID
31	18	5	0	COVID
31	43	5	0	COVID
31	59	5	0	COVID
31	60	5	0	COVID
31	71	5	0	COVID
31	23	5	0	COVID
31	85	5	0	COVID
31	44	5	0	COVID
31	95	5	0	COVID
31	99	5	0	COVID
31	89	5	0	COVID
31	77	5	0	COVID
31	32	5	0	COVID
31	94	5	0	COVID
31	45	5	0	COVID
31	84	5	1	COVID
31	49	5	0	COVID
31	78	5	0	COVID
31	53	5	0	COVID
31	34	5	0	COVID
31	92	5	0	COVID
31	82	5	0	COVID
31	76	5	0	COVID
31	35	5	0	COVID
31	7	5	0	COVID
31	42	5	0	COVID
31	10	5	0	COVID
31	39	5	0	COVID
31	68	5	0	COVID
31	22	5	0	COVID
31	52	5	0	COVID
31	16	5	0	COVID
31	67	5	0	COVID
31	1	5	0	COVID
31	61	5	1	COVID
31	70	5	0	COVID
31	33	5	0	COVID
63	8	5	0	COVID
63	20	5	1	COVID
63	96	5	1	COVID
63	86	5	0	COVID
63	9	5	0	COVID
63	40	5	0	COVID
63	64	5	0	COVID
63	56	5	0	COVID
63	12	5	0	COVID
63	5	5	0	COVID
63	100	5	0	COVID
63	90	5	0	COVID
63	26	5	0	COVID
63	80	5	0	COVID
63	2	5	0	COVID
63	65	5	0	COVID
63	69	5	0	COVID
63	54	5	0	COVID
63	11	5	0	COVID
63	29	5	0	COVID
63	93	5	1	COVID
63	25	5	1	COVID
63	83	5	0	COVID
63	6	5	1	COVID
63	17	5	0	COVID
63	66	5	0	COVID
63	55	5	0	COVID
63	24	5	1	COVID
63	18	5	0	COVID
63	43	5	0	COVID
63	59	5	0	COVID
63	60	5	1	COVID
63	71	5	0	COVID
63	23	5	1	COVID
63	85	5	0	COVID
63	44	5	0	COVID
63	95	5	0	COVID
63	99	5	0	COVID
63	89	5	0	COVID
63	77	5	0	COVID
63	32	5	0	COVID
63	94	5	0	COVID
63	45	5	0	COVID
63	84	5	0	COVID
63	49	5	0	COVID
63	78	5	0	COVID
63	53	5	0	COVID
63	34	5	0	COVID
63	92	5	0	COVID
63	82	5	0	COVID
63	76	5	0	COVID
63	35	5	0	COVID
63	7	5	0	COVID
63	42	5	0	COVID
63	10	5	1	COVID
63	39	5	1	COVID
63	68	5	0	COVID
63	22	5	0	COVID
63	52	5	0	COVID
63	16	5	1	COVID
63	67	5	0	COVID
63	1	5	0	COVID
63	61	5	0	COVID
63	70	5	0	COVID
63	33	5	0	COVID
8	20	5	0	COVID
8	96	5	0	COVID
8	86	5	1	COVID
8	9	5	1	COVID
8	40	5	0	COVID
8	64	5	0	COVID
8	56	5	0	COVID
8	12	5	0	COVID
8	5	5	1	COVID
8	100	5	0	COVID
8	90	5	1	COVID
8	26	5	0	COVID
8	80	5	0	COVID
8	2	5	1	COVID
8	65	5	0	COVID
8	69	5	1	COVID
8	54	5	0	COVID
8	11	5	0	COVID
8	29	5	0	COVID
8	93	5	0	COVID
8	25	5	0	COVID
8	83	5	0	COVID
8	6	5	0	COVID
8	17	5	0	COVID
8	66	5	0	COVID
8	55	5	0	COVID
8	24	5	0	COVID
8	18	5	1	COVID
8	43	5	0	COVID
8	59	5	0	COVID
8	60	5	0	COVID
8	71	5	0	COVID
8	23	5	0	COVID
8	85	5	0	COVID
8	44	5	0	COVID
8	95	5	0	COVID
8	99	5	0	COVID
8	89	5	0	COVID
8	77	5	0	COVID
8	32	5	1	COVID
8	94	5	0	COVID
8	45	5	0	COVID
8	84	5	0	COVID
8	49	5	0	COVID
8	78	5	0	COVID
8	53	5	1	COVID
8	34	5	0	COVID
8	92	5	0	COVID
8	82	5	0	COVID
8	76	5	0	COVID
8	35	5	0	COVID
8	7	5	0	COVID
8	42	5	0	COVID
8	10	5	0	COVID
8	39	5	0	COVID
8	68	5	0	COVID
8	22	5	0	COVID
8	52	5	0	COVID
8	16	5	0	COVID
8	67	5	0	COVID
8	1	5	1	COVID
8	61	5	0	COVID
8	70	5	0	COVID
8	33	5	1	COVID
20	96	5	1	COVID
20	86	5	0	COVID
20	9	5	0	COVID
20	40	5	0	COVID
20	64	5	0	COVID
20	56	5	0	COVID
20	12	5	0	COVID
20	5	5	0	COVID
20	100	5	0	COVID
20	90	5	0	COVID
20	26	5	0	COVID
20	80	5	0	COVID
20	2	5	0	COVID
20	65	5	0	COVID
20	69	5	0	COVID
20	54	5	0	COVID
20	11	5	0	COVID
20	29	5	0	COVID
20	93	5	0	COVID
20	25	5	0	COVID
20	83	5	0	COVID
20	6	5	0	COVID
20	17	5	0	COVID
20	66	5	0	COVID
20	55	5	1	COVID
20	24	5	0	COVID
20	18	5	0	COVID
20	43	5	1	COVID
20	59	5	0	COVID
20	60	5	0	COVID
20	71	5	0	COVID
20	23	5	0	COVID
20	85	5	0	COVID
20	44	5	0	COVID
20	95	5	0	COVID
20	99	5	0	COVID
20	89	5	1	COVID
20	77	5	0	COVID
20	32	5	0	COVID
20	94	5	0	COVID
20	45	5	0	COVID
20	84	5	0	COVID
20	49	5	0	COVID
20	78	5	0	COVID
20	53	5	0	COVID
20	34	5	0	COVID
20	92	5	0	COVID
20	82	5	0	COVID
20	76	5	0	COVID
20	35	5	1	COVID
20	7	5	0	COVID
20	42	5	1	COVID
20	10	5	0	COVID
20	39	5	1	COVID
20	68	5	0	COVID
20	22	5	0	COVID
20	52	5	0	COVID
20	16	5	0	COVID
20	67	5	0	COVID
20	1	5	0	COVID
20	61	5	0	COVID
20	70	5	0	COVID
20	33	5	1	COVID
96	86	5	0	COVID
96	9	5	0	COVID
96	40	5	0	COVID
96	64	5	0	COVID
96	56	5	0	COVID
96	12	5	0	COVID
96	5	5	0	COVID
96	100	5	0	COVID
96	90	5	0	COVID
96	26	5	0	COVID
96	80	5	0	COVID
96	2	5	0	COVID
96	65	5	0	COVID
96	69	5	0	COVID
96	54	5	0	COVID
96	11	5	0	COVID
96	29	5	0	COVID
96	93	5	1	COVID
96	25	5	0	COVID
96	83	5	0	COVID
96	6	5	0	COVID
96	17	5	0	COVID
96	66	5	0	COVID
96	55	5	1	COVID
96	24	5	0	COVID
96	18	5	0	COVID
96	43	5	0	COVID
96	59	5	0	COVID
96	60	5	0	COVID
96	71	5	0	COVID
96	23	5	1	COVID
96	85	5	0	COVID
96	44	5	0	COVID
96	95	5	0	COVID
96	99	5	0	COVID
96	89	5	0	COVID
96	77	5	0	COVID
96	32	5	0	COVID
96	94	5	0	COVID
96	45	5	0	COVID
96	84	5	0	COVID
96	49	5	0	COVID
96	78	5	0	COVID
96	53	5	0	COVID
96	34	5	0	COVID
96	92	5	0	COVID
96	82	5	0	COVID
96	76	5	1	COVID
96	35	5	0	COVID
96	7	5	0	COVID
96	42	5	0	COVID
96	10	5	0	COVID
96	39	5	0	COVID
96	68	5	0	COVID
96	22	5	0	COVID
96	52	5	0	COVID
96	16	5	0	COVID
96	67	5	0	COVID
96	1	5	0	COVID
96	61	5	0	COVID
96	70	5	0	COVID
96	33	5	0	COVID
86	9	5	1	COVID
86	40	5	0	COVID
86	64	5	0	COVID
86	56	5	0	COVID
86	12	5	0	COVID
86	5	5	0	COVID
86	100	5	0	COVID
86	90	5	1	COVID
86	26	5	0	COVID
86	80	5	0	COVID
86	2	5	0	COVID
86	65	5	0	COVID
86	69	5	1	COVID
86	54	5	1	COVID
86	11	5	0	COVID
86	29	5	1	COVID
86	93	5	0	COVID
86	25	5	0	COVID
86	83	5	0	COVID
86	6	5	1	COVID
86	17	5	0	COVID
86	66	5	0	COVID
86	55	5	1	COVID
86	24	5	0	COVID
86	18	5	0	COVID
86	43	5	0	COVID
86	59	5	0	COVID
86	60	5	0	COVID
86	71	5	0	COVID
86	23	5	0	COVID
86	85	5	0	COVID
86	44	5	0	COVID
86	95	5	0	COVID
86	99	5	0	COVID
86	89	5	0	COVID
86	77	5	0	COVID
86	32	5	0	COVID
86	94	5	0	COVID
86	45	5	0	COVID
86	84	5	0	COVID
86	49	5	0	COVID
86	78	5	0	COVID
86	53	5	1	COVID
86	34	5	0	COVID
86	92	5	0	COVID
86	82	5	0	COVID
86	76	5	1	COVID
86	35	5	0	COVID
86	7	5	1	COVID
86	42	5	0	COVID
86	10	5	0	COVID
86	39	5	0	COVID
86	68	5	0	COVID
86	22	5	0	COVID
86	52	5	0	COVID
86	16	5	0	COVID
86	67	5	0	COVID
86	1	5	0	COVID
86	61	5	0	COVID
86	70	5	0	COVID
86	33	5	1	COVID
9	40	5	0	COVID
9	64	5	0	COVID
9	56	5	0	COVID
9	12	5	0	COVID
9	5	5	0	COVID
9	100	5	0	COVID
9	90	5	1	COVID
9	26	5	0	COVID
9	80	5	0	COVID
9	2	5	0	COVID
9	65	5	0	COVID
9	69	5	1	COVID
9	54	5	0	COVID
9	11	5	0	COVID
9	29	5	0	COVID
9	93	5	0	COVID
9	25	5	0	COVID
9	83	5	0	COVID
9	6	5	0	COVID
9	17	5	0	COVID
9	66	5	0	COVID
9	55	5	0	COVID
9	24	5	0	COVID
9	18	5	0	COVID
9	43	5	0	COVID
9	59	5	1	COVID
9	60	5	0	COVID
9	71	5	0	COVID
9	23	5	0	COVID
9	85	5	0	COVID
9	44	5	0	COVID
9	95	5	0	COVID
9	99	5	1	COVID
9	89	5	0	COVID
9	77	5	0	COVID
9	32	5	0	COVID
9	94	5	1	COVID
9	45	5	0	COVID
9	84	5	0	COVID
9	49	5	0	COVID
9	78	5	1	COVID
9	53	5	1	COVID
9	34	5	0	COVID
9	92	5	0	COVID
9	82	5	0	COVID
9	76	5	0	COVID
9	35	5	0	COVID
9	7	5	0	COVID
9	42	5	0	COVID
9	10	5	0	COVID
9	39	5	0	COVID
9	68	5	0	COVID
9	22	5	1	COVID
9	52	5	0	COVID
9	16	5	0	COVID
9	67	5	1	COVID
9	1	5	0	COVID
9	61	5	0	COVID
9	70	5	0	COVID
9	33	5	1	COVID
40	64	5	0	COVID
40	56	5	0	COVID
40	12	5	0	COVID
40	5	5	0	COVID
40	100	5	0	COVID
40	90	5	0	COVID
40	26	5	0	COVID
40	80	5	0	COVID
40	2	5	0	COVID
40	65	5	0	COVID
40	69	5	0	COVID
40	54	5	0	COVID
40	11	5	0	COVID
40	29	5	1	COVID
40	93	5	0	COVID
40	25	5	0	COVID
40	83	5	0	COVID
40	6	5	0	COVID
40	17	5	0	COVID
40	66	5	0	COVID
40	55	5	0	COVID
40	24	5	0	COVID
40	18	5	0	COVID
40	43	5	0	COVID
40	59	5	0	COVID
40	60	5	0	COVID
40	71	5	0	COVID
40	23	5	0	COVID
40	85	5	0	COVID
40	44	5	0	COVID
40	95	5	0	COVID
40	99	5	0	COVID
40	89	5	1	COVID
40	77	5	1	COVID
40	32	5	0	COVID
40	94	5	0	COVID
40	45	5	0	COVID
40	84	5	1	COVID
40	49	5	1	COVID
40	78	5	0	COVID
40	53	5	0	COVID
40	34	5	1	COVID
40	92	5	0	COVID
40	82	5	0	COVID
40	76	5	0	COVID
40	35	5	0	COVID
40	7	5	0	COVID
40	42	5	0	COVID
40	10	5	0	COVID
40	39	5	0	COVID
40	68	5	0	COVID
40	22	5	0	COVID
40	52	5	0	COVID
40	16	5	0	COVID
40	67	5	0	COVID
40	1	5	0	COVID
40	61	5	1	COVID
40	70	5	0	COVID
40	33	5	0	COVID
64	56	5	0	COVID
64	12	5	0	COVID
64	5	5	0	COVID
64	100	5	0	COVID
64	90	5	0	COVID
64	26	5	2	COVID
64	80	5	0	COVID
64	2	5	0	COVID
64	65	5	1	COVID
64	69	5	1	COVID
64	54	5	0	COVID
64	11	5	0	COVID
64	29	5	0	COVID
64	93	5	0	COVID
64	25	5	0	COVID
64	83	5	0	COVID
64	6	5	0	COVID
64	17	5	0	COVID
64	66	5	0	COVID
64	55	5	0	COVID
64	24	5	0	COVID
64	18	5	0	COVID
64	43	5	0	COVID
64	59	5	1	COVID
64	60	5	0	COVID
64	71	5	0	COVID
64	23	5	0	COVID
64	85	5	1	COVID
64	44	5	0	COVID
64	95	5	0	COVID
64	99	5	1	COVID
64	89	5	0	COVID
64	77	5	0	COVID
64	32	5	0	COVID
64	94	5	0	COVID
64	45	5	0	COVID
64	84	5	0	COVID
64	49	5	0	COVID
64	78	5	0	COVID
64	53	5	0	COVID
64	34	5	0	COVID
64	92	5	0	COVID
64	82	5	0	COVID
64	76	5	0	COVID
64	35	5	0	COVID
64	7	5	0	COVID
64	42	5	0	COVID
64	10	5	0	COVID
64	39	5	0	COVID
64	68	5	0	COVID
64	22	5	0	COVID
64	52	5	1	COVID
64	16	5	0	COVID
64	67	5	0	COVID
64	1	5	0	COVID
64	61	5	0	COVID
64	70	5	0	COVID
64	33	5	0	COVID
56	12	5	0	COVID
56	5	5	0	COVID
56	100	5	1	COVID
56	90	5	0	COVID
56	26	5	0	COVID
56	80	5	0	COVID
56	2	5	0	COVID
56	65	5	0	COVID
56	69	5	0	COVID
56	54	5	0	COVID
56	11	5	0	COVID
56	29	5	0	COVID
56	93	5	0	COVID
56	25	5	0	COVID
56	83	5	1	COVID
56	6	5	0	COVID
56	17	5	1	COVID
56	66	5	0	COVID
56	55	5	0	COVID
56	24	5	0	COVID
56	18	5	0	COVID
56	43	5	0	COVID
56	59	5	0	COVID
56	60	5	0	COVID
56	71	5	0	COVID
56	23	5	0	COVID
56	85	5	0	COVID
56	44	5	0	COVID
56	95	5	0	COVID
56	99	5	0	COVID
56	89	5	0	COVID
56	77	5	0	COVID
56	32	5	1	COVID
56	94	5	0	COVID
56	45	5	0	COVID
56	84	5	0	COVID
56	49	5	0	COVID
56	78	5	0	COVID
56	53	5	0	COVID
56	34	5	0	COVID
56	92	5	0	COVID
56	82	5	0	COVID
56	76	5	0	COVID
56	35	5	0	COVID
56	7	5	0	COVID
56	42	5	0	COVID
56	10	5	0	COVID
56	39	5	0	COVID
56	68	5	0	COVID
56	22	5	0	COVID
56	52	5	0	COVID
56	16	5	0	COVID
56	67	5	0	COVID
56	1	5	0	COVID
56	61	5	0	COVID
56	70	5	0	COVID
56	33	5	0	COVID
12	5	5	0	COVID
12	100	5	0	COVID
12	90	5	0	COVID
12	26	5	0	COVID
12	80	5	1	COVID
12	2	5	0	COVID
12	65	5	0	COVID
12	69	5	0	COVID
12	54	5	0	COVID
12	11	5	0	COVID
12	29	5	0	COVID
12	93	5	0	COVID
12	25	5	0	COVID
12	83	5	0	COVID
12	6	5	0	COVID
12	17	5	0	COVID
12	66	5	0	COVID
12	55	5	0	COVID
12	24	5	0	COVID
12	18	5	0	COVID
12	43	5	0	COVID
12	59	5	0	COVID
12	60	5	0	COVID
12	71	5	0	COVID
12	23	5	0	COVID
12	85	5	0	COVID
12	44	5	0	COVID
12	95	5	0	COVID
12	99	5	0	COVID
12	89	5	0	COVID
12	77	5	0	COVID
12	32	5	0	COVID
12	94	5	0	COVID
12	45	5	0	COVID
12	84	5	0	COVID
12	49	5	0	COVID
12	78	5	0	COVID
12	53	5	0	COVID
12	34	5	0	COVID
12	92	5	1	COVID
12	82	5	0	COVID
12	76	5	1	COVID
12	35	5	0	COVID
12	7	5	1	COVID
12	42	5	0	COVID
12	10	5	0	COVID
12	39	5	0	COVID
12	68	5	1	COVID
12	22	5	1	COVID
12	52	5	0	COVID
12	16	5	0	COVID
12	67	5	0	COVID
12	1	5	0	COVID
12	61	5	0	COVID
12	70	5	0	COVID
12	33	5	0	COVID
5	100	5	0	COVID
5	90	5	0	COVID
5	26	5	0	COVID
5	80	5	0	COVID
5	2	5	2	COVID
5	65	5	0	COVID
5	69	5	1	COVID
5	54	5	0	COVID
5	11	5	0	COVID
5	29	5	0	COVID
5	93	5	0	COVID
5	25	5	0	COVID
5	83	5	0	COVID
5	6	5	0	COVID
5	17	5	1	COVID
5	66	5	0	COVID
5	55	5	0	COVID
5	24	5	0	COVID
5	18	5	0	COVID
5	43	5	0	COVID
5	59	5	0	COVID
5	60	5	0	COVID
5	71	5	1	COVID
5	23	5	0	COVID
5	85	5	0	COVID
