prj	outbreak	n_segments	n_cluster	n_pathogenSegments	n_cluster_contain_pathogens	homogeneityPathogenScore	PathogenPurity_count	PathogenPurity_length
LA_IVB_2024	rand.20	8	2	8	2	0.456436	1.000000	1.000000
LA_IVB_2024	rand.21	24	2	24	2	0.750118	1.000000	1.000000
LA_IVB_2024	rand.22	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.23	11	2	11	2	0.154649	1.000000	1.000000
LA_IVB_2024	rand.24	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.25	9	2	9	2	0.496742	1.000000	1.000000
LA_IVB_2024	rand.26	9	2	9	2	0.235795	1.000000	1.000000
LA_IVB_2024	rand.27	8	2	8	2	0.000000	1.000000	1.000000
LA_IVB_2024	rand.28	15	2	15	2	0.003208	1.000000	1.000000
LA_IVB_2024	rand.3	9	2	9	2	0.008924	1.000000	1.000000
LA_IVB_2024	rand.30	12	2	12	2	0.081704	1.000000	1.000000
LA_IVB_2024	rand.31	24	2	24	2	0.750118	1.000000	1.000000
LA_IVB_2024	rand.32	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.33	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.34	9	2	9	2	0.081704	1.000000	1.000000
LA_IVB_2024	rand.36	4	2	4	2	0.000000	1.000000	1.000000
LA_IVB_2024	rand.37	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.4	10	2	10	2	0.029049	1.000000	1.000000
LA_IVB_2024	rand.42	9	2	9	2	0.008924	1.000000	1.000000
LA_IVB_2024	rand.43	8	2	8	2	0.000000	1.000000	1.000000
LA_IVB_2024	rand.44	9	2	9	2	0.081704	1.000000	1.000000
LA_IVB_2024	rand.45	9	2	9	2	0.081704	1.000000	1.000000
LA_IVB_2024	rand.46	8	2	8	2	0.456436	1.000000	1.000000
LA_IVB_2024	rand.47	9	2	9	2	0.008924	1.000000	1.000000
LA_IVB_2024	rand.49	10	2	10	2	0.029049	1.000000	1.000000
LA_IVB_2024	rand.5	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.50	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.51	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.52	21	2	21	2	0.081704	1.000000	1.000000
LA_IVB_2024	rand.53	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.54	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.55	8	2	8	2	0.000000	1.000000	1.000000
LA_IVB_2024	rand.56	8	1	8	1	1.000000	1.000000	1.000000
LA_IVB_2024	rand.58	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.59	8	2	8	2	0.000000	1.000000	1.000000
LA_IVB_2024	rand.6	6	2	6	2	0.081704	1.000000	1.000000
LA_IVB_2024	rand.62	8	2	8	2	0.000000	1.000000	1.000000
LA_IVB_2024	rand.63	9	2	9	2	0.008924	1.000000	1.000000
LA_IVB_2024	rand.64	9	2	9	2	0.008924	1.000000	1.000000
LA_IVB_2024	rand.65	9	2	9	2	0.235795	1.000000	1.000000
LA_IVB_2024	rand.66	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.67	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.68	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.69	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.70	9	2	9	2	0.235795	1.000000	1.000000
LA_IVB_2024	rand.71	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.72	8	1	8	1	1.000000	1.000000	1.000000
LA_IVB_2024	rand.73	8	2	8	2	0.000000	1.000000	1.000000
LA_IVB_2024	rand.74	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.75	20	2	20	2	0.029049	1.000000	1.000000
LA_IVB_2024	rand.76	6	1	6	1	1.000000	1.000000	1.000000
LA_IVB_2024	rand.77	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.78	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.79	18	2	18	2	0.496742	1.000000	1.000000
LA_IVB_2024	rand.8	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.80	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.81	12	2	12	2	0.000000	1.000000	1.000000
LA_IVB_2024	rand.82	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.83	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.84	25	2	25	2	0.597821	1.000000	1.000000
LA_IVB_2024	rand.85	9	2	9	2	0.235795	1.000000	1.000000
LA_IVB_2024	rand.86	20	2	20	2	0.065932	1.000000	1.000000
LA_IVB_2024	rand.87	8	2	8	2	0.456436	1.000000	1.000000
LA_IVB_2024	rand.88	9	2	9	2	0.081704	1.000000	1.000000
LA_IVB_2024	rand.89	8	2	8	2	0.456436	1.000000	1.000000
LA_IVB_2024	rand.9	9	2	9	2	0.008924	1.000000	1.000000
LA_IVB_2024	rand.90	9	2	9	2	0.081704	1.000000	1.000000
LA_IVB_2024	rand.91	11	2	11	2	0.154649	1.000000	1.000000
LA_IVB_2024	rand.92	8	2	8	2	0.456436	1.000000	1.000000
LA_IVB_2024	rand.93	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.94	11	2	11	2	0.005970	1.000000	1.000000
LA_IVB_2024	rand.95	8	2	8	2	0.045566	1.000000	1.000000
LA_IVB_2024	rand.96	8	2	8	2	0.000000	1.000000	1.000000
LA_IVB_2024	rand.97	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.98	8	2	8	2	0.188722	1.000000	1.000000
LA_IVB_2024	rand.99	8	2	8	2	0.000000	1.000000	1.000000
LA_RHV_2024	rand.10	8	3	8	3	0.053605	1.000000	1.000000
LA_RHV_2024	rand.100	12	3	12	3	0.079380	1.000000	1.000000
LA_RHV_2024	rand.11	4	2	4	2	0.188722	1.000000	1.000000
LA_RHV_2024	rand.12	4	2	4	2	0.188722	1.000000	1.000000
LA_RHV_2024	rand.16	4	2	4	2	0.188722	1.000000	1.000000
LA_RHV_2024	rand.17	4	2	4	2	0.188722	1.000000	1.000000
LA_RHV_2024	rand.19	4	2	4	2	0.188722	1.000000	1.000000
LA_RHV_2024	rand.20	7	2	7	2	0.014772	1.000000	1.000000
LA_RHV_2024	rand.24	9	3	8	3	0.014943	0.888889	0.908593
LA_RHV_2024	rand.27	14	2	14	2	0.628768	1.000000	1.000000
LA_RHV_2024	rand.28	10	2	10	2	0.029049	1.000000	1.000000
LA_RHV_2024	rand.3	6	2	6	2	0.081704	1.000000	1.000000
LA_RHV_2024	rand.30	12	2	12	2	0.586183	1.000000	1.000000
LA_RHV_2024	rand.31	5	2	4	2	0.000000	0.800000	0.922260
LA_RHV_2024	rand.33	15	2	12	2	0.586183	0.800000	0.581671
LA_RHV_2024	rand.34	7	2	7	2	0.408327	1.000000	1.000000
LA_RHV_2024	rand.35	5	2	5	2	0.029049	1.000000	1.000000
LA_RHV_2024	rand.39	13	2	12	2	0.349978	0.923077	0.881685
LA_RHV_2024	rand.40	6	2	6	2	0.000000	1.000000	1.000000
LA_RHV_2024	rand.41	9	2	8	2	0.456436	0.888889	0.854008
LA_RHV_2024	rand.43	5	2	5	2	0.278072	1.000000	1.000000
LA_RHV_2024	rand.44	12	4	12	4	0.020426	1.000000	1.000000
LA_RHV_2024	rand.5	5	2	5	2	0.029049	1.000000	1.000000
LA_RHV_2024	rand.50	7	2	7	2	0.014772	1.000000	1.000000
LA_RHV_2024	rand.51	16	3	15	3	0.081010	0.937500	0.946040
LA_RHV_2024	rand.57	14	2	14	2	0.059714	1.000000	1.000000
LA_RHV_2024	rand.58	4	2	4	2	0.000000	1.000000	1.000000
LA_RHV_2024	rand.6	5	2	5	2	0.029049	1.000000	1.000000
LA_RHV_2024	rand.63	4	2	4	2	0.188722	1.000000	1.000000
LA_RHV_2024	rand.69	14	3	14	3	0.107992	1.000000	1.000000
LA_RHV_2024	rand.74	4	2	4	2	0.188722	1.000000	1.000000
LA_RHV_2024	rand.76	6	2	6	2	0.081704	1.000000	1.000000
LA_RHV_2024	rand.8	9	2	9	2	0.235795	1.000000	1.000000
LA_RHV_2024	rand.80	6	2	6	2	0.081704	1.000000	1.000000
LA_RHV_2024	rand.87	4	2	4	2	0.188722	1.000000	1.000000
LA_RHV_2024	rand.89	11	2	11	2	0.005970	1.000000	1.000000
LA_RHV_2024	rand.90	12	2	12	2	0.020131	1.000000	1.000000
LA_RHV_2024	rand.91	15	2	15	2	0.163359	1.000000	1.000000
LA_RHV_2024	rand.98	4	2	4	2	0.000000	1.000000	1.000000
LA_SARS2_2024	rand.17	19	2	19	2	0.257512	1.000000	1.000000
LA_SARS2_2024	rand.19	10	2	10	2	0.029049	1.000000	1.000000
LA_SARS2_2024	rand.24	4	2	4	2	0.188722	1.000000	1.000000
LA_SARS2_2024	rand.26	40	3	38	2	0.514539	1.000000	1.000000
LA_SARS2_2024	rand.30	6	2	6	2	0.349978	1.000000	1.000000
LA_SARS2_2024	rand.31	5	2	5	2	0.278072	1.000000	1.000000
LA_SARS2_2024	rand.32	7	2	7	2	0.014772	1.000000	1.000000
LA_SARS2_2024	rand.33	6	2	4	1	1.000000	1.000000	1.000000
LA_SARS2_2024	rand.38	8	2	8	2	0.188722	1.000000	1.000000
LA_SARS2_2024	rand.40	7	2	7	2	0.136879	1.000000	1.000000
LA_SARS2_2024	rand.41	49	2	49	2	0.165352	1.000000	1.000000
LA_SARS2_2024	rand.42	11	2	11	2	0.005970	1.000000	1.000000
LA_SARS2_2024	rand.48	31	2	10	1	1.000000	1.000000	1.000000
LA_SARS2_2024	rand.5	6	2	6	2	0.081704	1.000000	1.000000
LA_SARS2_2024	rand.51	8	2	8	2	0.456436	1.000000	1.000000
LA_SARS2_2024	rand.52	9	2	9	2	0.081704	1.000000	1.000000
LA_SARS2_2024	rand.53	7	2	7	2	0.136879	1.000000	1.000000
LA_SARS2_2024	rand.56	20	2	20	2	0.007226	1.000000	1.000000
LA_SARS2_2024	rand.57	8	2	1	1	1.000000	1.000000	1.000000
LA_SARS2_2024	rand.60	4	2	2	1	1.000000	1.000000	1.000000
LA_SARS2_2024	rand.62	12	2	12	2	0.586183	1.000000	1.000000
LA_SARS2_2024	rand.63	27	2	27	2	0.394813	1.000000	1.000000
LA_SARS2_2024	rand.66	44	3	4	1	1.000000	1.000000	1.000000
LA_SARS2_2024	rand.67	8	2	2	1	1.000000	0.666667	0.992545
LA_SARS2_2024	rand.69	25	2	25	2	0.029049	1.000000	1.000000
LA_SARS2_2024	rand.71	8	2	3	1	1.000000	1.000000	1.000000
LA_SARS2_2024	rand.72	38	3	38	3	0.223035	1.000000	1.000000
LA_SARS2_2024	rand.73	5	2	5	2	0.029049	1.000000	1.000000
LA_SARS2_2024	rand.8	23	2	23	2	0.012307	1.000000	1.000000
LA_SARS2_2024	rand.87	5	2	5	2	0.278072	1.000000	1.000000
LA_SARS2_2024	rand.88	6	2	6	2	0.349978	1.000000	1.000000
LA_SARS2_2024	rand.89	4	2	4	2	0.000000	1.000000	1.000000
LA_SARS2_2024	rand.90	27	2	27	2	0.619053	1.000000	1.000000
LA_SARS2_2024	rand.93	8	2	8	2	0.000000	1.000000	1.000000
LA_SARS2_2024	rand.95	4	2	3	2	0.081704	0.750000	0.980207
LA_SARS2_2024	rand.96	30	2	30	2	0.163359	1.000000	1.000000
LA_SARS2_2024	rand.97	24	2	24	2	0.045566	1.000000	1.000000
LA_SARS2_2024	rand.98	9	2	3	1	1.000000	0.428571	0.969622
LA_SARS2_2024	rand.99	6	2	5	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.10	52	5	1	1	1.000000	0.333333	0.938319
Saha_CHIKV_2019	rand.11	37	4	1	1	1.000000	0.500000	0.970887
Saha_CHIKV_2019	rand.14	29	4	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.17	36	3	1	1	1.000000	0.333333	0.938295
Saha_CHIKV_2019	rand.19	13	2	1	1	1.000000	0.500000	0.963097
Saha_CHIKV_2019	rand.2	55	6	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.20	51	7	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.26	63	8	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.3	53	6	1	1	1.000000	0.200000	0.890293
Saha_CHIKV_2019	rand.33	64	3	1	1	1.000000	0.250000	0.878125
Saha_CHIKV_2019	rand.34	35	6	1	1	1.000000	0.500000	0.970325
Saha_CHIKV_2019	rand.39	53	7	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.40	53	8	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.41	56	7	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.50	48	5	1	1	1.000000	0.333333	0.930814
Saha_CHIKV_2019	rand.52	14	2	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.53	52	10	1	1	1.000000	0.500000	0.969292
Saha_CHIKV_2019	rand.55	45	6	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.56	56	7	1	1	1.000000	0.250000	0.915214
Saha_CHIKV_2019	rand.59	53	4	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.6	63	10	1	1	1.000000	0.125000	0.808393
Saha_CHIKV_2019	rand.60	26	4	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.63	35	5	1	1	1.000000	0.250000	0.912440
Saha_CHIKV_2019	rand.69	66	7	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.7	27	6	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.70	52	9	1	1	1.000000	0.333333	0.942253
Saha_CHIKV_2019	rand.77	23	3	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.79	65	8	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.82	47	6	1	1	1.000000	0.500000	0.973162
Saha_CHIKV_2019	rand.84	25	3	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.86	48	7	1	1	1.000000	0.500000	0.972417
Saha_CHIKV_2019	rand.87	18	3	1	1	1.000000	0.250000	0.912286
Saha_CHIKV_2019	rand.88	55	8	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.9	48	7	1	1	1.000000	0.250000	0.237966
Saha_CHIKV_2019	rand.95	47	6	2	1	1.000000	0.666667	0.973496
Saha_CHIKV_2019	rand.97	43	4	1	1	1.000000	0.125000	0.756771
Tony_Ebola_2014	rand.1	14	2	1	1	1.000000	0.333333	0.949785
Tony_Ebola_2014	rand.10	9	2	8	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.100	12	2	9	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.14	8	2	8	2	0.045566	1.000000	1.000000
Tony_Ebola_2014	rand.16	28	2	2	1	1.000000	0.074074	0.609205
Tony_Ebola_2014	rand.17	25	2	1	1	1.000000	0.055556	0.687846
Tony_Ebola_2014	rand.18	24	2	2	1	1.000000	0.181818	0.806552
Tony_Ebola_2014	rand.21	29	2	2	1	1.000000	0.071429	0.608993
Tony_Ebola_2014	rand.25	17	2	17	2	0.212873	1.000000	1.000000
Tony_Ebola_2014	rand.26	9	2	9	2	0.081704	1.000000	1.000000
Tony_Ebola_2014	rand.29	4	2	1	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.30	5	2	3	1	1.000000	0.750000	0.979738
Tony_Ebola_2014	rand.34	16	2	1	1	1.000000	0.066667	0.721870
Tony_Ebola_2014	rand.36	49	2	3	2	0.081704	0.061224	0.431217
Tony_Ebola_2014	rand.39	50	2	3	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.40	45	2	1	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.42	23	2	2	1	1.000000	0.090909	0.659056
Tony_Ebola_2014	rand.43	15	2	2	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.46	17	2	17	2	0.126019	1.000000	1.000000
Tony_Ebola_2014	rand.50	26	2	2	1	1.000000	0.117647	0.745087
Tony_Ebola_2014	rand.51	21	2	1	1	1.000000	0.052632	0.667738
Tony_Ebola_2014	rand.52	6	2	6	2	0.000000	1.000000	1.000000
Tony_Ebola_2014	rand.53	16	2	16	2	0.662710	1.000000	1.000000
Tony_Ebola_2014	rand.56	23	2	2	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.59	21	2	2	1	1.000000	0.100000	0.699159
Tony_Ebola_2014	rand.63	17	2	2	1	1.000000	0.125000	0.759554
Tony_Ebola_2014	rand.66	16	2	3	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.69	3	2	3	2	0.081704	1.000000	1.000000
Tony_Ebola_2014	rand.73	23	2	2	1	1.000000	0.090909	0.670756
Tony_Ebola_2014	rand.74	19	2	17	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.77	6	2	3	1	1.000000	0.750000	0.832206
Tony_Ebola_2014	rand.85	14	2	3	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.86	11	2	1	1	1.000000	0.333333	0.932778
Tony_Ebola_2014	rand.88	11	2	9	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.91	49	2	2	2	0.000000	0.040816	0.426389
Tony_Ebola_2014	rand.93	19	2	19	2	0.100256	1.000000	1.000000
Tony_Ebola_2014	rand.94	18	2	2	1	1.000000	0.250000	0.854683
Tony_Ebola_2014	rand.95	20	2	19	1	1.000000	1.000000	1.000000
Tony_Ebola_2014	rand.96	20	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.1	10	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.10	18	4	4	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.100	10	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.11	13	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.12	6	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.13	5	2	3	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.14	11	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.15	10	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.16	9	3	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.18	7	2	7	2	0.014772	1.000000	1.000000
Zhang_Dengue_2021	rand.19	5	2	3	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.2	13	3	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.20	14	3	5	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.21	13	3	4	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.22	14	2	7	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.23	5	2	5	2	0.029049	1.000000	1.000000
Zhang_Dengue_2021	rand.25	13	3	5	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.27	8	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.28	12	3	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.3	5	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.30	8	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.31	5	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.32	18	3	6	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.33	13	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.34	11	2	2	1	1.000000	0.333333	0.856527
Zhang_Dengue_2021	rand.35	8	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.36	10	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.37	6	2	1	1	1.000000	0.250000	0.794364
Zhang_Dengue_2021	rand.38	12	3	3	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.4	8	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.41	12	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.43	7	2	3	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.44	9	3	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.45	4	2	3	2	0.081704	0.750000	0.962232
Zhang_Dengue_2021	rand.46	12	2	4	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.47	16	2	5	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.48	15	3	3	2	0.081704	1.000000	1.000000
Zhang_Dengue_2021	rand.49	7	2	1	1	1.000000	0.250000	0.887715
Zhang_Dengue_2021	rand.5	12	3	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.50	12	2	7	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.51	10	2	3	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.53	13	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.54	8	2	3	1	1.000000	0.750000	0.955978
Zhang_Dengue_2021	rand.55	16	2	5	1	1.000000	0.833333	0.812214
Zhang_Dengue_2021	rand.56	11	2	4	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.57	14	2	5	1	1.000000	0.833333	0.847745
Zhang_Dengue_2021	rand.58	15	3	6	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.59	4	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.60	17	2	6	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.61	5	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.62	5	2	4	2	0.188722	0.800000	0.836752
Zhang_Dengue_2021	rand.63	5	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.65	8	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.66	12	3	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.67	13	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.68	5	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.69	8	2	4	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.7	9	2	4	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.70	10	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.72	4	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.73	8	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.74	7	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.76	8	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.77	11	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.78	16	3	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.79	10	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.80	7	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.81	8	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.82	12	3	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.83	9	2	3	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.84	10	3	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.85	4	2	1	1	1.000000	0.500000	0.973258
Zhang_Dengue_2021	rand.86	12	3	3	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.87	7	2	3	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.88	13	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.89	6	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.9	6	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.90	6	2	4	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.91	6	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.92	13	2	2	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.93	4	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.94	11	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.95	12	3	2	1	1.000000	0.666667	0.841497
Zhang_Dengue_2021	rand.96	8	2	1	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.97	7	2	3	1	1.000000	1.000000	1.000000
Zhang_Dengue_2021	rand.99	15	3	3	1	1.000000	1.000000	1.000000
