sample	round	prj	nCtg	nPath	cov	signal	annotatedRatio
rand.6	3	Sardi_Zika_2016	405	2	7.58690454294648	0.438848461636665	90.1574529698077
rand.60	3	Sardi_Zika_2016	339	4	15.0818466065845	1.06597335066623	89.5939819985546
rand.61	3	Sardi_Zika_2016	299	0	0	0	88.702354876117
rand.62	3	Sardi_Zika_2016	248	1	98.5194040831341	9.43760241027539	90.211184716102
rand.63	3	Sardi_Zika_2016	201	1	98.5286003310649	10.7134643267837	91.8614418026453
rand.64	3	Sardi_Zika_2016	499	4	16.4888725400037	0.794346978557505	89.2406900463097
rand.65	3	Sardi_Zika_2016	311	1	98.5286003310649	7.29146108249001	92.9829326481923
rand.66	3	Sardi_Zika_2016	364	1	4.03715284164061	0.288817689590063	90.9666138822908
rand.67	3	Sardi_Zika_2016	172	1	98.5194040831341	11.1712444472252	93.9977695603686
rand.68	3	Sardi_Zika_2016	279	0	0	0	89.4812667758616
rand.69	3	Sardi_Zika_2016	146	1	98.5286003310649	12.6773395808929	94.9362457485874
rand.7	3	Sardi_Zika_2016	383	11	92.3579179694685	5.78300626497144	90.9699855153067
rand.70	3	Sardi_Zika_2016	496	2	7.53172705536141	0.388473852721451	88.8607944534918
rand.71	3	Sardi_Zika_2016	150	1	98.5194040831341	14.6882198091477	88.7983543062855
rand.72	3	Sardi_Zika_2016	331	7	64.2541842928085	4.75542276096293	92.0008575103616
rand.73	3	Sardi_Zika_2016	334	1	4.03715284164061	0.311327645753108	90.1806928932205
rand.74	3	Sardi_Zika_2016	239	1	98.5286003310649	8.76529877609791	93.1715059452286
rand.75	3	Sardi_Zika_2016	337	6	54.8372264116241	4.06223814811535	92.6420882210924
rand.76	3	Sardi_Zika_2016	315	1	3.00717307338606	0.252133885406306	87.4928497441368
rand.77	3	Sardi_Zika_2016	364	10	89.4978848629759	6.12449104170469	92.9993095172654
rand.78	3	Sardi_Zika_2016	238	1	98.5194040831341	9.75274475174335	91.4912289550402
rand.79	3	Sardi_Zika_2016	395	1	4.70847894059224	0.296858058942559	89.663935427219
