sample	project	Mixnumber	denovofrag	frag	cov	signal	sampleType	virus	gatkReads	denovoAssemble
X22JS062980	LA_SARS2_2024	1	104	5	4.63830286532951	3.93497503404448	BALF	COVID	1525	T
MDL001.Q24C22520013L.RNA.D20.20221224	LA_SARS2_2024	1	55	19	18.7038493939394	31.4496176338282	BALF	COVID	1895	T
ZDH23062200081R	LA_SARS2_2024	1	516	2	100	18.6054030528181	BALF	COVID	1879973	T
S217RN0396.R	LA_SARS2_2024	1	29	27	29.3883760192948	95.1906412478336	BALF	COVID	3473	T
ZDH23051800051R	LA_SARS2_2024	1	85	1	0.832730263157895	0.783634933123525	BALF	COVID	490	T
X22JS062715	LA_SARS2_2024	1	164	47	74.6046028537401	22.5238777941562	BALF	COVID	5746	T
CF23990150.8D6BXX1QXF1.N002JQ84	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	161	F
ZDH23060600022R	LA_SARS2_2024	1	22	1	99.6755783548333	82.1758429599405	BALF	COVID	87672	T
CF235M0129.8D6AXX1ZXF1.N002J019	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	591	F
E217RE0131.R	LA_SARS2_2024	1	159	4	99.3679612215384	38.851479452413	BALF	COVID	82534	T
MAX120701	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	440	F
E218YF0563.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	42	F
CF23550199.8D6AXX1ZXF1.N002KX2P	LA_SARS2_2024	1	26	25	96.3515480662598	99.1227164826091	BALF	COVID	1	T
S118HM0188.R	LA_SARS2_2024	1	189	43	64.1975333298539	34.3195795194508	BALF	COVID	3091	T
ZZMAX173346.AD.1R.1L.UDB.134	LA_SARS2_2024	1	2189	1	98.8596755879967	2.73287492673691	BALF	COVID	859131	T
ZZ22JS022631.1R.1L.UDB.189	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	23	F
M118HM0160.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	11	F
CF236G0177.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	2382	38	87.4628066008376	1.44262909969442	BALF	COVID	759	T
M118HM0143.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	2	F
ZDH23050900052R	LA_SARS2_2024	1	105	2	99.5251729030958	52.5664123216052	BALF	COVID	10472	T
CF236N0107.8D6BXX1NXF1.N002KX2P	LA_SARS2_2024	1	51	36	92.0409601825714	85.4831195452992	BALF	COVID	16266	T
ZZMAX91082.1R.1L.UDB.110	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	123	F
ZDH23060900092R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	36	F
ZZ22JS06247101.AD.1R.1L.UDB.133	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	0	F
ZDH23052200112R	LA_SARS2_2024	1	143	30	89.4659791138518	46.485725704158	BALF	COVID	4281	T
CF235S0122.8D6AXX1ZXF1.N002J019	LA_SARS2_2024	1	30	30	94.7463037066049	100	BALF	COVID	36721	T
CF23600154.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	555	43	78.4636911554433	11.5675872881272	BALF	COVID	6380	T
MDL001.Q09C23030037T.RNA.A08.20230110	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1	F
MDL001.Q11C23020193L.RNA.D48.20230109	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	53	F
S118HM0195.R	LA_SARS2_2024	1	111	3	99.3947277856135	38.7540094401127	BALF	COVID	44533	T
CF232N0139.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	0	F
X22JS032996	LA_SARS2_2024	1	11	2	99.8227207237393	93.5648685076639	BALF	COVID	56454	T
E218YF0321.R	LA_SARS2_2024	1	8	1	99.5117278703921	93.1565601227186	BALF	COVID	512919	T
ZDH221200431R	LA_SARS2_2024	1	238	3	2.6318	0.652797823454271	BALF	COVID	362	T
CF239E0315.8D6BXX1LXF1.N002JQ84	LA_SARS2_2024	1	172	32	92.619447085365	34.058461122247	BALF	COVID	101571	T
ZZ24JS04646.AD.1R.1L.UDB.112	LA_SARS2_2024	1	36	1	99.6220666510209	73.5228787205686	BALF	COVID	0	T
E218YF0411.R	LA_SARS2_2024	1	11	3	2.5014511627907	21.7378668991572	BALF	COVID	1029	T
ZZ22JS021652.1R.1L.UDB.184	LA_SARS2_2024	1	17	2	1.3544	8.88547608600263	BALF	COVID	801	T
ZZ22JS023191.1R.1L.UDB.176	LA_SARS2_2024	1	32	3	99.220848490966	79.514391381251	BALF	COVID	99446	T
ZZ22JS109657.AD.1R.1L.UDB.133	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1	F
M118HM0288.R	LA_SARS2_2024	1	4	1	99.5385277824352	97.7504105090312	BALF	COVID	1127415	T
ZZ22JS021585.1R.1L.UDB.181	LA_SARS2_2024	1	87	3	99.7190990252236	48.4153271635006	BALF	COVID	86354	T
N217RE0285.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	3	F
S218HM0124.R	LA_SARS2_2024	1	6	6	98.7693755961441	100	BALF	COVID	0	T
ZDH23053000011R	LA_SARS2_2024	1	39	1	99.7458548757618	73.5724328457611	BALF	COVID	20	T
ZZ22JS06607401.AD.1R.1L.UDB.140	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	226	F
ZZ22JS021543.1R.1L.UDB.161	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	107	F
E217RT0460.R	LA_SARS2_2024	1	3	2	1.4681	64.3695014662757	BALF	COVID	483	T
M217RT0115.R	LA_SARS2_2024	1	47	24	26.9873078918118	54.9353301565691	BALF	COVID	3591	T
E218YF0152.R	LA_SARS2_2024	1	26	2	99.7792846416611	82.0328824370395	BALF	COVID	294412	T
CF236K0198.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	38	38	89.3589373361459	100	BALF	COVID	11229	T
CF231D0159.8B6AXX1LXF1.N002L001	LA_SARS2_2024	1	71	44	48.4900918952532	65.3624233681933	BALF	COVID	3760	T
ZZ22JS032998.AD.1R.1L.UDB.108	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	27	F
CF23660366.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	15	15	97.3079902921317	100	BALF	COVID	3	T
ZDH23061100011R	LA_SARS2_2024	1	68	1	99.6187342016159	58.4441828526584	BALF	COVID	11077	T
M118YF0197.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	7	F
ZDH23060600052R	LA_SARS2_2024	1	138	37	58.0978308564747	36.9292577161806	BALF	COVID	1710	T
CF23100190.8B6AXX1ZXF1.N002L001	LA_SARS2_2024	1	27	26	94.3918633506734	99.2266047950503	BALF	COVID	189641	T
ZDH23080500081R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	37	F
N218HM0219.R	LA_SARS2_2024	1	27	5	99.3378251882227	83.2959452638663	BALF	COVID	0	T
E218YF0627.R	LA_SARS2_2024	1	38	35	88.4526695091908	96.7623925370404	BALF	COVID	11691	T
ZZ22JS022625.1R.1L.UDB.108	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	629	F
MDL001.Q24C23030015L.RNA.C19.20230113	LA_SARS2_2024	1	5	1	1.0501	22.9197080291971	BALF	COVID	1325	T
M117RE0246.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1116	F
CF243F0058.8F6AXXJ41F1.N008JQ84	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	13	F
CF23620301.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	814	17	17.6838089755728	1.51022716238369	BALF	COVID	2537	T
ZDH230101721R	LA_SARS2_2024	1	132	2	100	44.9599255545883	BALF	COVID	86586	T
M117RN0125.R	LA_SARS2_2024	1	41	40	88.8974699397887	99.2495519713262	BALF	COVID	15561	T
ZDH230100411R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	2	F
ZZMAX139638.AD.1R.1L.UDB.145	LA_SARS2_2024	1	1072	2	99.7157882948752	4.91849789358045	BALF	COVID	261805	T
MDL001.Q18C22530029L.RNA.D28.20221229	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	29	F
MDL001.Q24C22520012L.RNA.D19.20221224	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	19	F
MDL001.Q24C23080011L.RNA.A09.20230217	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1	F
ZZ22JS055866.AD.1R.1L.UDB.153	LA_SARS2_2024	1	14	5	99.9365110805461	93.8184786362352	BALF	COVID	17933	T
ZZMAX136576.AD.1R.1L.UDB.106	LA_SARS2_2024	1	12	2	100	92.825682382134	BALF	COVID	39031	T
ZDH221200291R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1	F
CF234D0113.8D6AXX1MXF1.N002J019	LA_SARS2_2024	1	4	2	1.3477	45.4340473506201	BALF	COVID	1579	T
E218YF0175.R	LA_SARS2_2024	1	12	4	98.4716900600264	91.7806938253904	BALF	COVID	74396	T
CF230K0037.8D6BXX1PXF1.N002JQ84	LA_SARS2_2024	1	2935	39	90.9640857646099	2.04592019399424	BALF	COVID	1	T
CF236V0321.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	33	28	93.1177587946944	95.3106281020024	BALF	COVID	205174	T
ZZ22JS022628.1R.1L.UDB.186	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	12	F
ZDH221200141R	LA_SARS2_2024	1	206	1	99.8261287684531	32.8415516975818	BALF	COVID	724622	T
ZZ22JS062906.AD.1R.1L.UDB.157	LA_SARS2_2024	1	2961	2	99.7793297703269	2.08094606083474	BALF	COVID	824649	T
M118HM0325.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	21	F
CF236V0277.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	34	34	94.5222606217616	100	BALF	COVID	70216	T
CF23660320.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	58	32	95.0640229098535	79.4782900438952	BALF	COVID	1	T
CF236C0325.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	61	47	79.3298235867034	86.1928638907056	BALF	COVID	7311	T
ZZ22JS047632.1R.1L.UDB.142	LA_SARS2_2024	1	45	45	79.4669903642426	100	BALF	COVID	12238	T
CF234R0252.8D6AXX1ZXF1.N002J019	LA_SARS2_2024	1	33	33	93.9571084850666	100	BALF	COVID	45	T
MDL001.Q09C22520017N.RNA.A04.20221221	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1	F
ZZ24JS11713.AD.1R.1L.UDB.183	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	13	F
CF24370096.8F6AXXJ41F1.N008JQ84	LA_SARS2_2024	1	14	14	95.0272477914759	100	BALF	COVID	6	T
ZDH230101391R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	6	F
E218YF0623.R	LA_SARS2_2024	1	155	5	97.9935026883188	40.5521727096596	BALF	COVID	78313	T
E218YF0488.R	LA_SARS2_2024	1	17	16	97.4550684895744	99.2304549169164	BALF	COVID	28055	T
E218HM0175.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	15	F
N117RN0130.R	LA_SARS2_2024	1	21	2	2.16030290076336	5.71479122434536	BALF	COVID	963	T
N218HM0251.R	LA_SARS2_2024	1	27	8	99.4281351267738	75.9593275765163	BALF	COVID	128537	T
M118HM0358.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	31	F
CF230K0225.8D6BXX1PXF1.N002JQ84	LA_SARS2_2024	1	61	34	94.4320105451296	44.4091466675054	BALF	COVID	567	T
MAX143318	LA_SARS2_2024	1	33	23	31.9332578358996	80.2032588610785	BALF	COVID	2833	T
ZZ22JS022633.1R.1L.UDB.105	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	40	F
M118HM0214.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	5	F
ZDH230100321R	LA_SARS2_2024	1	136	2	99.4648990764684	45.9869814617252	BALF	COVID	11073	T
E218YF0474.R	LA_SARS2_2024	1	6	1	99.4549447947411	95.510308947267	BALF	COVID	1742684	T
ZZMAX127430.1R.1L.UDB.179	LA_SARS2_2024	1	3	1	99.6689071354428	98.3890136009507	BALF	COVID	1583781	T
CF23BS0175.8D6BXX1NXF1.N002JQ84	LA_SARS2_2024	1	394	37	91.5827506170111	13.652588338518	BALF	COVID	27828	T
WHMAX12180001.1R.1L.UDB.170	LA_SARS2_2024	1	86	26	29.1876855799013	29.3664412368359	BALF	COVID	2	T
ZZMAX154277.AD.1R.1L.UDB.183	LA_SARS2_2024	1	33	13	100	80.7648265026231	BALF	COVID	112398	T
ZZ22JS109636.AD.1R.1L.UDB.165	LA_SARS2_2024	1	105	39	68.7355567857317	46.6341463414634	BALF	COVID	4494	T
CF238H0204.8D6BXX1QXF1.N002JQ84	LA_SARS2_2024	1	65	33	94.201210037268	52.4953410361536	BALF	COVID	49	T
ZDH23061600041R	LA_SARS2_2024	1	507	5	4.41765027755749	0.991369606003752	BALF	COVID	395	T
MDL001.Q24C23090080L.RNA.D27.20230225	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	102	F
N218HM0187.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	0	F
M118HM0322.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1	F
E218YF0257.R	LA_SARS2_2024	1	8	4	99.4983459103877	95.690348309909	BALF	COVID	130110	T
MAX138984	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	131	F
X21JS942954	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	22	F
CF231F0200.8B6AXX1KXF1.N002J019	LA_SARS2_2024	1	47	46	87.0481383650234	99.1165943187876	BALF	COVID	8398	T
M217RT0158.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	462	F
MAX153830	LA_SARS2_2024	1	37	24	26.6762360296893	71.7162635979502	BALF	COVID	2381	T
ZZ22JS047639.1R.1L.UDB.166	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	3909	F
ZZ22JS052085.AD.1R.1L.UDB.164	LA_SARS2_2024	1	4	1	99.6120666107833	97.6526898993542	BALF	COVID	2728492	T
CF237Q0499.8B6BXX2IXF1.N002KX2P	LA_SARS2_2024	1	2246	31	93.6729161420442	3.19902696405934	BALF	COVID	1	T
X22JS062829	LA_SARS2_2024	1	12	3	99.4113873718875	93.2260795935648	BALF	COVID	6833629	T
CF235U0224.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	2	2	1.5283	100	BALF	COVID	1065	T
CF231C0481.8B6AXX1LXF1.N002J019	LA_SARS2_2024	1	29	29	94.8466726249822	100	BALF	COVID	115109	T
CF235K0129.8D6AXX1ZXF1.N002J019	LA_SARS2_2024	1	16	16	97.8129128117914	100	BALF	COVID	964677	T
MDL001.Q24C23030034T.RNA.D21.20230114	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	5	F
CF236B0251.8D6AXX1LXF1.N002KX2P	LA_SARS2_2024	1	1651	23	23.6230387508872	1.05244024898615	BALF	COVID	2896	T
ZZ22JS117088.AD.1R.1L.UDB.189	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	2	F
ZZMAX127746.1R.1L.UDB.125	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	14	F
E218YF0385.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	23	F
M118HM0342.R	LA_SARS2_2024	1	21	1	99.6756278012189	84.1906053159337	BALF	COVID	7208985	T
M117TA0317.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	16	F
CF238P0421.8D6BXX1ZXF1.N002JQ84	LA_SARS2_2024	1	49	49	64.5587807461518	100	BALF	COVID	1	T
E218YJ0353.R	LA_SARS2_2024	1	1	1	99.5351278873239	100	BALF	COVID	190	T
CF24220285.8D6BXX1P1F1.N002JQ84	LA_SARS2_2024	1	1	1	0.7357	100	BALF	COVID	2264	T
ZDH230401551R	LA_SARS2_2024	1	426	2	99.8461468374351	18.4314984350789	BALF	COVID	2	T
CF231B0440.8B6AXX1VXF1.N002J019	LA_SARS2_2024	1	38	37	92.3653475151427	99.2703878086475	BALF	COVID	16814	T
MBX112038	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	117	F
ZZ24JS11864.AD.1R.1L.UDB.164	LA_SARS2_2024	1	5610	7	7.38390257104195	0.0988850353979764	BALF	COVID	1739	T
X21JS942944	LA_SARS2_2024	1	9	1	99.5919954189008	91.9564009139752	BALF	COVID	1587366	T
MDL001.Q24C23040031L.RNA.A37.20230120	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	3	F
ZZMAX119816.1R.1L.UDB.178	LA_SARS2_2024	1	66	20	22.2787453448016	32.1122144027764	BALF	COVID	6357	T
CF235U0226.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	42	36	92.4923669687888	94.1196488123596	BALF	COVID	23612	T
N218YF0176.R	LA_SARS2_2024	1	19	7	6.34380288562434	33.7124577927848	BALF	COVID	3	T
CF231B0298.8B6AXX1LXF1.N002J019	LA_SARS2_2024	1	37	37	94.2714907878701	100	BALF	COVID	19663	T
ZZMAX120304.1R.1L.UDB.104	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	3	F
CF23820402.8D6BXX1LXF1.N002J019	LA_SARS2_2024	1	40	33	93.5491128354978	93.2187010563498	BALF	COVID	116	T
RNA.1233184390	LA_SARS2_2024	1	71	2	99.8361541593989	60.6394215144621	BALF	COVID	30514	T
N117RE0115.R	LA_SARS2_2024	1	193	1	0.933	0.403033586132178	BALF	COVID	919	T
MDL001.Q09C23030030L.RNA.A06.20230110	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	3	F
ZDH23062200101R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	33	F
ZDH23061700052R	LA_SARS2_2024	1	272	24	37.2036629358986	13.7205086146295	BALF	COVID	1341	T
ZDH23062100091R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	14	F
ZZ22JS062765.AD.1R.1L.UDB.191	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	4	F
CF231K0254.8B6AXX1PXF1.N002J019	LA_SARS2_2024	1	34	30	95.5756960361761	95.662069888874	BALF	COVID	100420	T
ZZMAX83650.1R.1L.UDB.169	LA_SARS2_2024	1	14	9	11.289854705365	73.5832606800349	BALF	COVID	2275	T
CF230C0039.8D6BXX1NXF1.N002JQ84	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	147	F
N217RE0120.R	LA_SARS2_2024	1	34	30	89.8337803689705	93.0352566322643	BALF	COVID	4	T
ZDH23062400122R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	57	F
M118HM0283.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	53552	F
M117RT0292.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	2	F
ZDH230401031R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	2	F
ZZ22JS062855.AD.1R.1L.UDB.191	LA_SARS2_2024	1	28	1	99.829481939329	75.8146031746032	BALF	COVID	237619	T
M117RN0124.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	123	F
M118LA0126.R	LA_SARS2_2024	1	3	1	99.7525207282725	65.5092897614969	BALF	COVID	343572	T
N217RT0132.R	LA_SARS2_2024	1	23	5	99.2241234203875	86.2554144015814	BALF	COVID	29417	T
ZDH23053100102R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	9	F
M117RT0327.R	LA_SARS2_2024	1	112	3	2.44122814814815	1.81981353143541	BALF	COVID	1046	T
MDL001.Q09C22520009L.RNA.D34.20221220	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1168	F
ZZ24JS08815.AD.1R.1L.UDB.165	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1	F
X22JS023195	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	6	F
ZDH221200131R	LA_SARS2_2024	1	727	4	7.63131728931364	1.01476342938456	BALF	COVID	475	T
N117RN0117.R	LA_SARS2_2024	1	50	33	36.3542558498896	72.925471255115	BALF	COVID	1	T
MDL001.Q11C23030029L.RNA.B19.20230110	LA_SARS2_2024	1	14	14	13.1859441400304	100	BALF	COVID	2034	T
CF230K0227.8D6BXX1PXF1.N002JQ84	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	143	F
M118HM0208.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	7	F
X22JS055863	LA_SARS2_2024	1	874	1	99.6521990446821	8.19358404342195	BALF	COVID	17167	T
M118YJ0170.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	151	F
E218YJ0464.R	LA_SARS2_2024	1	44	40	81.3129361180879	93.9855436589231	BALF	COVID	34041	T
CF231C0483.8B6AXX1LXF1.N002J019	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	11	F
S117RN0150.R	LA_SARS2_2024	1	95	17	97.6323612138016	58.7247309665091	BALF	COVID	9961	T
CF237H0187.8D6BXX1ZXF1.N002J019	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	2	F
CF23030059.8D6BXX1NXF1.N002JQ84	LA_SARS2_2024	1	41	37	90.6799108628459	96.0198300283286	BALF	COVID	22096	T
M117RE0443.R	LA_SARS2_2024	1	20	14	12.0422894530154	58.4009082062926	BALF	COVID	4	T
CF238W0015.8D6BXX1PXF1.N002JQ84	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1134	F
ZZ22JS052116.1R.1L.UDB.110	LA_SARS2_2024	1	42	34	94.9804678978389	93.069436707409	BALF	COVID	7424	T
CF23630148.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	32	32	94.8400224919036	100	BALF	COVID	47399	T
M117RE0134.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	2	F
M117RT0313.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	716	F
M217RT0156.R	LA_SARS2_2024	1	35	24	27.8299811841627	68.8907284768212	BALF	COVID	3668	T
M118HM0181.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	134	F
E217RT0353.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	91	F
N218HM0249.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	2	F
ZDH230500481R	LA_SARS2_2024	1	91	1	99.7893170797053	54.3870520905479	BALF	COVID	65722	T
X22JS062974	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	5	F
CF23630127.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	33	33	93.271613424033	100	BALF	COVID	48649	T
PB23660369.8D6AXX1LXF1.N002KX2P	LA_SARS2_2024	1	4	1	0.8628	23.8447319778189	BALF	COVID	914	T
CF234U0105.8D6AXX1ZXF1.N002J019	LA_SARS2_2024	1	48	33	95.328274712603	87.6622178485762	BALF	COVID	137573	T
CF239A0326.8D6BXX1VXF1.N002JQ84	LA_SARS2_2024	1	29	18	97.4116705959352	88.5999330839188	BALF	COVID	617980	T
E217RE0715.R	LA_SARS2_2024	1	25	25	28.1810820163488	100	BALF	COVID	6259	T
MDL001.Q18C23050052L.RNA.A44.20230126	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	533	F
M118YF0291.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	170	F
S218YF0405.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	23	F
MDL001.Q24C22520006L.RNA.D11.20221223	LA_SARS2_2024	1	1	1	1.36440287769784	100	BALF	COVID	1238	T
N218YJ0223.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	48	F
M118HM0273.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	16	F
S118YF0150.R	LA_SARS2_2024	1	109	1	99.7291090189502	49.7588974354696	BALF	COVID	2227707	T
ZZ22JS022632.1R.1L.UDB.107	LA_SARS2_2024	1	875	32	41.4773972809424	4.57293917249821	BALF	COVID	5095	T
ZZ22JS062796.AD.1R.1L.UDB.183	LA_SARS2_2024	1	42	32	45.9786468416079	49.4354954695815	BALF	COVID	0	T
ZZ22JS022634.1R.1L.UDB.106	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	70	F
MDL001.Q09C23040039L.RNA.C48.20230117	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	9	F
ZZ22JS062828.AD.1R.1L.UDB.158	LA_SARS2_2024	1	5	1	99.6087278332552	96.9785765448981	BALF	COVID	293875	T
S217RT0481.R	LA_SARS2_2024	1	1542	1	0.7625	0.0465833750472474	BALF	COVID	559	T
MDL001.Q09C23030031L.RNA.A07.20230110	LA_SARS2_2024	1	32	11	10.8551	30.4760116420993	BALF	COVID	1765	T
M118HM0326.R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1	F
ZDH23063000082R	LA_SARS2_2024	1	0	0	0	0	BALF	COVID	1	F
LA_SARS2_2024.Mix4_rand.56	LA_SARS2_2024	4	150	21	96.5354668148508	38.7112779938313	BALF	COVID	14626	T
LA_SARS2_2024.Mix10_rand.51	LA_SARS2_2024	10	5877	1	99.4850447879296	1.29906424929248	BALF	COVID	1976062	T
LA_SARS2_2024.Mix9_rand.60	LA_SARS2_2024	9	11068	2	99.8227126232477	0.268291117703493	BALF	COVID	1924386	T
LA_SARS2_2024.Mix3_rand.70	LA_SARS2_2024	3	21	4	98.5017900562788	85.8996792067658	BALF	COVID	74398	T
LA_SARS2_2024.Mix6_rand.7	LA_SARS2_2024	6	3051	3	99.6789360656839	2.04432257595481	BALF	COVID	1016635	T
LA_SARS2_2024.Mix6_rand.50	LA_SARS2_2024	6	3178	1	99.7826207287232	2.47588669901688	BALF	COVID	1237993	T
LA_SARS2_2024.Mix3_rand.23	LA_SARS2_2024	3	68	27	27.4488	32.5701361057101	BALF	COVID	2612	T
LA_SARS2_2024.Mix10_rand.25	LA_SARS2_2024	10	509	3	99.6388468275006	13.810285290505	BALF	COVID	2236688	T
LA_SARS2_2024.Mix2_rand.72	LA_SARS2_2024	2	12	12	16.0920404466501	100	BALF	COVID	3409	T
LA_SARS2_2024.Mix5_rand.5	LA_SARS2_2024	5	23	6	99.40806487214	84.2549814347666	BALF	COVID	21688	T
LA_SARS2_2024.Mix3_rand.84	LA_SARS2_2024	3	2	1	99.6488575832719	98.9342275639961	BALF	COVID	154196	T
LA_SARS2_2024.Mix3_rand.86	LA_SARS2_2024	3	0	0	0	0	BALF	COVID	529	F
LA_SARS2_2024.Mix5_rand.78	LA_SARS2_2024	5	102	1	99.7625575846834	44.8466626578473	BALF	COVID	438110	T
LA_SARS2_2024.Mix6_rand.88	LA_SARS2_2024	6	17	6	98.772679272875	89.589905362776	BALF	COVID	102342	T
LA_SARS2_2024.Mix9_rand.12	LA_SARS2_2024	9	993	3	100	7.27945053049463	BALF	COVID	544745	T
LA_SARS2_2024.Mix7_rand.37	LA_SARS2_2024	7	1562	2	99.906321641641	5.86681591453596	BALF	COVID	103806	T
LA_SARS2_2024.Mix2_rand.84	LA_SARS2_2024	2	7	6	98.7693755961441	98.9248392282958	BALF	COVID	97742	T
LA_SARS2_2024.Mix8_rand.26	LA_SARS2_2024	8	11159	2	100	0.270056214460959	BALF	COVID	63046	T
LA_SARS2_2024.Mix6_rand.13	LA_SARS2_2024	6	128	1	99.5719846130613	37.7558266338668	BALF	COVID	11975	T
LA_SARS2_2024.Mix4_rand.55	LA_SARS2_2024	4	1468	2	99.6956549200925	6.01961037702323	BALF	COVID	229554	T
LA_SARS2_2024.Mix2_rand.42	LA_SARS2_2024	2	19	15	97.2344136918304	96.8747917638435	BALF	COVID	877730	T
LA_SARS2_2024.Mix4_rand.79	LA_SARS2_2024	4	37	1	99.7959675657564	76.2189359691467	BALF	COVID	188144	T
LA_SARS2_2024.Mix2_rand.99	LA_SARS2_2024	2	134	39	69.116782894227	39.2480060767186	BALF	COVID	4503	T
LA_SARS2_2024.Mix6_rand.94	LA_SARS2_2024	6	630	1	99.6087278332552	13.2851038776839	BALF	COVID	62840	T
