sample	project	Mixnumber	denovofrag	frag	cov	signal	sampleType	virus	gatkReads	denovoAssemble
Zhang_Dengue_2021.Mix2_rand.59	Zhang_Dengue_2021	2	1354	1	97.1188	1.03872039891986	Blood	DEN	4107	T
Zhang_Dengue_2021.Mix7_rand.82	Zhang_Dengue_2021	7	1904	1	100	0.708220700722822	Blood	DEN	169790	T
Zhang_Dengue_2021.Mix8_rand.37	Zhang_Dengue_2021	8	1825	2	100	0.762287344313732	Blood	DEN	96916	T
Zhang_Dengue_2021.Mix10_rand.36	Zhang_Dengue_2021	10	2103	3	100	0.664696511297809	Blood	DEN	114268	T
Zhang_Dengue_2021.Mix6_rand.71	Zhang_Dengue_2021	6	1771	2	100	0.821753807354289	Blood	DEN	118466	T
Zhang_Dengue_2021.Mix10_rand.92	Zhang_Dengue_2021	10	1732	1	100	0.877322848428287	Blood	DEN	247352	T
Zhang_Dengue_2021.Mix3_rand.92	Zhang_Dengue_2021	3	1286	1	99.6913089062353	1.15465458958135	Blood	DEN	104044	T
Zhang_Dengue_2021.Mix6_rand.93	Zhang_Dengue_2021	6	1907	1	100	0.674407106845157	Blood	DEN	126410	T
Zhang_Dengue_2021.Mix5_rand.54	Zhang_Dengue_2021	5	1267	3	100	1.20842988770158	Blood	DEN	82756	T
Zhang_Dengue_2021.Mix8_rand.45	Zhang_Dengue_2021	8	1813	1	100	0.779104099117865	Blood	DEN	226570	T
Zhang_Dengue_2021.Mix2_rand.21	Zhang_Dengue_2021	2	905	1	100	1.82900784662745	Blood	DEN	64632	T
Zhang_Dengue_2021.Mix6_rand.12	Zhang_Dengue_2021	6	1529	2	100	0.914581872690203	Blood	DEN	126025	T
Zhang_Dengue_2021.Mix4_rand.58	Zhang_Dengue_2021	4	421	5	100	4.93347733174016	Blood	DEN	50708	T
Zhang_Dengue_2021.Mix2_rand.6	Zhang_Dengue_2021	2	682	2	99.7567450714823	2.48067497435349	Blood	DEN	18201	T
Zhang_Dengue_2021.Mix9_rand.15	Zhang_Dengue_2021	9	1998	1	100	0.669218625347973	Blood	DEN	214748	T
Zhang_Dengue_2021.Mix7_rand.46	Zhang_Dengue_2021	7	1856	4	100	0.762476008359249	Blood	DEN	88045	T
Zhang_Dengue_2021.Mix10_rand.90	Zhang_Dengue_2021	10	2040	3	100	0.69614045883733	Blood	DEN	117129	T
Zhang_Dengue_2021.Mix4_rand.20	Zhang_Dengue_2021	4	1337	5	97.8858903840601	1.23717044553033	Blood	DEN	25471	T
Zhang_Dengue_2021.Mix7_rand.47	Zhang_Dengue_2021	7	2067	3	100	0.648087163656019	Blood	DEN	66254	T
Zhang_Dengue_2021.Mix4_rand.27	Zhang_Dengue_2021	4	1545	2	100	0.959542133271923	Blood	DEN	82119	T
Zhang_Dengue_2021.Mix6_rand.69	Zhang_Dengue_2021	6	1555	1	100	0.996410544547789	Blood	DEN	136550	T
Zhang_Dengue_2021.Mix7_rand.37	Zhang_Dengue_2021	7	1353	2	100	1.29222142336723	Blood	DEN	94275	T
Zhang_Dengue_2021.Mix2_rand.17	Zhang_Dengue_2021	2	662	6	98.746451962111	3.02059994219769	Blood	DEN	16250	T
Zhang_Dengue_2021.Mix9_rand.39	Zhang_Dengue_2021	9	1981	1	100	0.678787512024398	Blood	DEN	190913	T
Zhang_Dengue_2021.Mix10_rand.60	Zhang_Dengue_2021	10	2031	1	100	0.644387580458683	Blood	DEN	233555	T
Zhang_Dengue_2021.Mix4_rand.48	Zhang_Dengue_2021	4	1601	2	100	0.892127434947316	Blood	DEN	84638	T
Zhang_Dengue_2021.Mix7_rand.44	Zhang_Dengue_2021	7	1163	2	100	1.44896651736052	Blood	DEN	190797	T
Zhang_Dengue_2021.Mix6_rand.97	Zhang_Dengue_2021	6	682	1	100	2.82218798312777	Blood	DEN	187456	T
Zhang_Dengue_2021.Mix2_rand.24	Zhang_Dengue_2021	2	268	1	100	6.67044866559856	Blood	DEN	82754	T
Zhang_Dengue_2021.Mix5_rand.16	Zhang_Dengue_2021	5	1542	2	100	0.969021352667319	Blood	DEN	92349	T
Zhang_Dengue_2021.Mix9_rand.4	Zhang_Dengue_2021	9	1752	1	100	0.844604678197213	Blood	DEN	224804	T
Zhang_Dengue_2021.Mix3_rand.52	Zhang_Dengue_2021	3	310	5	100	6.56149529968339	Blood	DEN	49208	T
Zhang_Dengue_2021.Mix6_rand.36	Zhang_Dengue_2021	6	1757	1	100	0.752027473622734	Blood	DEN	184571	T
Zhang_Dengue_2021.Mix2_rand.45	Zhang_Dengue_2021	2	286	4	99.72870865756	7.38797799060304	Blood	DEN	19349	T
Zhang_Dengue_2021.Mix6_rand.38	Zhang_Dengue_2021	6	1313	1	100	1.17321709225723	Blood	DEN	212872	T
Zhang_Dengue_2021.Mix5_rand.47	Zhang_Dengue_2021	5	1626	5	100	0.884204523731609	Blood	DEN	106195	T
Zhang_Dengue_2021.Mix3_rand.43	Zhang_Dengue_2021	3	775	2	100	2.31039592389032	Blood	DEN	81997	T
Zhang_Dengue_2021.Mix2_rand.50	Zhang_Dengue_2021	2	952	2	97.5023	1.73307084257538	Blood	DEN	12922	T
Zhang_Dengue_2021.Mix7_rand.60	Zhang_Dengue_2021	7	1552	3	100	1.02077955055229	Blood	DEN	96906	T
Zhang_Dengue_2021.Mix5_rand.74	Zhang_Dengue_2021	5	1632	1	100	0.859666229289804	Blood	DEN	205696	T
Zhang_Dengue_2021.Mix2_rand.47	Zhang_Dengue_2021	2	678	2	99.9251814692879	2.36759572228071	Blood	DEN	71473	T
Zhang_Dengue_2021.Mix3_rand.83	Zhang_Dengue_2021	3	1010	1	100	1.712199240051	Blood	DEN	124364	T
Zhang_Dengue_2021.Mix6_rand.100	Zhang_Dengue_2021	6	1610	1	99.6913089062353	0.930919598665947	Blood	DEN	111164	T
Zhang_Dengue_2021.Mix5_rand.95	Zhang_Dengue_2021	5	1634	2	100	0.866606758277696	Blood	DEN	30697	T
Zhang_Dengue_2021.Mix7_rand.29	Zhang_Dengue_2021	7	980	3	100	1.86036245671188	Blood	DEN	190010	T
Zhang_Dengue_2021.Mix5_rand.43	Zhang_Dengue_2021	5	1106	3	100	1.53899186032326	Blood	DEN	105444	T
Zhang_Dengue_2021.Mix6_rand.76	Zhang_Dengue_2021	6	1130	2	100	1.55431167122688	Blood	DEN	99717	T
Zhang_Dengue_2021.Mix8_rand.33	Zhang_Dengue_2021	8	1702	5	100	0.776346774929098	Blood	DEN	53313	T
Zhang_Dengue_2021.Mix6_rand.5	Zhang_Dengue_2021	6	1811	2	99.7286816029315	0.695555387373657	Blood	DEN	77135	T
Zhang_Dengue_2021.Mix7_rand.84	Zhang_Dengue_2021	7	1744	3	100	0.811244250559653	Blood	DEN	178816	T
Zhang_Dengue_2021.Mix2_rand.88	Zhang_Dengue_2021	2	194	1	99.3452	11.0202556865349	Blood	DEN	6667	T
Zhang_Dengue_2021.Mix6_rand.77	Zhang_Dengue_2021	6	1709	1	100	0.836734455671282	Blood	DEN	148964	T
Zhang_Dengue_2021.Mix6_rand.3	Zhang_Dengue_2021	6	1611	2	100	0.984974531868004	Blood	DEN	122424	T
Zhang_Dengue_2021.Mix3_rand.77	Zhang_Dengue_2021	3	1474	1	99.616427069225	0.883723439127314	Blood	DEN	59185	T
Zhang_Dengue_2021.Mix3_rand.81	Zhang_Dengue_2021	3	977	1	100	1.73013949410824	Blood	DEN	110457	T
Zhang_Dengue_2021.Mix5_rand.63	Zhang_Dengue_2021	5	1173	1	100	1.43022332585539	Blood	DEN	79568	T
Zhang_Dengue_2021.Mix9_rand.10	Zhang_Dengue_2021	9	1997	5	99.9064994791174	0.625091085955292	Blood	DEN	102643	T
Zhang_Dengue_2021.Mix8_rand.80	Zhang_Dengue_2021	8	1692	1	100	0.901656708036732	Blood	DEN	169849	T
Zhang_Dengue_2021.Mix5_rand.26	Zhang_Dengue_2021	5	1077	2	100	1.63632033469706	Blood	DEN	107646	T
Zhang_Dengue_2021.Mix10_rand.42	Zhang_Dengue_2021	10	1684	1	100	0.919839165026948	Blood	DEN	238061	T
Zhang_Dengue_2021.Mix4_rand.19	Zhang_Dengue_2021	4	913	6	100	1.90807111612812	Blood	DEN	53940	T
Zhang_Dengue_2021.Mix4_rand.100	Zhang_Dengue_2021	4	1691	1	100	0.778356372720517	Blood	DEN	183509	T
Zhang_Dengue_2021.Mix2_rand.54	Zhang_Dengue_2021	2	220	1	100	9.88739154513568	Blood	DEN	23057	T
Zhang_Dengue_2021.Mix7_rand.79	Zhang_Dengue_2021	7	1637	1	99.8597089475167	0.948431112805108	Blood	DEN	133764	T
Zhang_Dengue_2021.Mix8_rand.2	Zhang_Dengue_2021	8	1976	1	100	0.670990997287828	Blood	DEN	152877	T
Zhang_Dengue_2021.Mix9_rand.89	Zhang_Dengue_2021	9	1632	2	100	1.02165542426278	Blood	DEN	157896	T
Zhang_Dengue_2021.Mix6_rand.23	Zhang_Dengue_2021	6	1724	5	100	0.832759950472049	Blood	DEN	102304	T
Zhang_Dengue_2021.Mix4_rand.21	Zhang_Dengue_2021	4	1511	3	100	0.915848008202894	Blood	DEN	21143	T
Zhang_Dengue_2021.Mix3_rand.84	Zhang_Dengue_2021	3	413	1	100	4.30603165927897	Blood	DEN	28108	T
Zhang_Dengue_2021.Mix5_rand.69	Zhang_Dengue_2021	5	1119	4	98.2320270117692	1.47767793065988	Blood	DEN	58429	T
Zhang_Dengue_2021.Mix5_rand.4	Zhang_Dengue_2021	5	1574	1	100	0.919325496000488	Blood	DEN	123769	T
Zhang_Dengue_2021.Mix8_rand.65	Zhang_Dengue_2021	8	1749	1	100	0.797937574426872	Blood	DEN	174016	T
Zhang_Dengue_2021.Mix9_rand.1	Zhang_Dengue_2021	9	2008	5	100	0.692115929894004	Blood	DEN	151964	T
Zhang_Dengue_2021.Mix4_rand.37	Zhang_Dengue_2021	4	851	4	100	2.43801099352694	Blood	DEN	19216	T
Zhang_Dengue_2021.Mix9_rand.27	Zhang_Dengue_2021	9	1814	3	100	0.789252387054197	Blood	DEN	126308	T
Zhang_Dengue_2021.Mix4_rand.78	Zhang_Dengue_2021	4	1208	2	99.5042271563089	1.39820889401243	Blood	DEN	68825	T
Zhang_Dengue_2021.Mix5_rand.14	Zhang_Dengue_2021	5	1791	1	100	0.746825677546212	Blood	DEN	151775	T
Zhang_Dengue_2021.Mix6_rand.79	Zhang_Dengue_2021	6	1561	1	99.8503088450704	0.98784855580132	Blood	DEN	119582	T
Zhang_Dengue_2021.Mix3_rand.5	Zhang_Dengue_2021	3	1686	2	97.8485	0.810628376488057	Blood	DEN	11896	T
Zhang_Dengue_2021.Mix8_rand.62	Zhang_Dengue_2021	8	1549	2	100	1.04779581017363	Blood	DEN	200564	T
Zhang_Dengue_2021.Mix4_rand.26	Zhang_Dengue_2021	4	1072	1	100	1.62992012281782	Blood	DEN	94177	T
Zhang_Dengue_2021.Mix3_rand.76	Zhang_Dengue_2021	3	791	2	99.6445088445615	2.10941135699787	Blood	DEN	76640	T
Zhang_Dengue_2021.Mix2_rand.55	Zhang_Dengue_2021	2	1002	2	100	1.64443522934089	Blood	DEN	60072	T
Zhang_Dengue_2021.Mix5_rand.70	Zhang_Dengue_2021	5	1713	1	99.8690088246339	0.838759553499598	Blood	DEN	116966	T
Zhang_Dengue_2021.Mix7_rand.16	Zhang_Dengue_2021	7	1624	2	100	0.928291617555294	Blood	DEN	97401	T
Zhang_Dengue_2021.Mix9_rand.69	Zhang_Dengue_2021	9	1800	1	100	0.815832360390612	Blood	DEN	272532	T
Zhang_Dengue_2021.Mix3_rand.40	Zhang_Dengue_2021	3	992	1	97.9233	1.61104895169469	Blood	DEN	24189	T
Zhang_Dengue_2021.Mix5_rand.64	Zhang_Dengue_2021	5	900	1	100	1.9424684525448	Blood	DEN	154228	T
Zhang_Dengue_2021.Mix3_rand.34	Zhang_Dengue_2021	3	743	1	100	2.258116681963	Blood	DEN	135269	T
Zhang_Dengue_2021.Mix10_rand.9	Zhang_Dengue_2021	10	1904	2	100	0.739109190104914	Blood	DEN	208223	T
Zhang_Dengue_2021.Mix10_rand.2	Zhang_Dengue_2021	10	2017	2	100	0.663543744678592	Blood	DEN	167846	T
Zhang_Dengue_2021.Mix10_rand.6	Zhang_Dengue_2021	10	1961	2	100	0.701470425072281	Blood	DEN	172819	T
Zhang_Dengue_2021.Mix5_rand.72	Zhang_Dengue_2021	5	1153	2	100	1.46466664409305	Blood	DEN	148852	T
Zhang_Dengue_2021.Mix2_rand.66	Zhang_Dengue_2021	2	1124	1	99.616427069225	1.44961074636781	Blood	DEN	45143	T
Zhang_Dengue_2021.Mix5_rand.15	Zhang_Dengue_2021	5	1747	1	100	0.791430412800218	Blood	DEN	74737	T
Zhang_Dengue_2021.Mix6_rand.43	Zhang_Dengue_2021	6	400	2	100	5.32340196885521	Blood	DEN	97072	T
Zhang_Dengue_2021.Mix5_rand.44	Zhang_Dengue_2021	5	1551	1	100	0.842961561046897	Blood	DEN	177362	T
Zhang_Dengue_2021.Mix10_rand.80	Zhang_Dengue_2021	10	2085	2	100	0.647827302152111	Blood	DEN	208796	T
Zhang_Dengue_2021.Mix9_rand.62	Zhang_Dengue_2021	9	1630	2	100	0.984868498966029	Blood	DEN	203529	T
Zhang_Dengue_2021.Mix8_rand.46	Zhang_Dengue_2021	8	2021	1	99.8597089475167	0.670748335224624	Blood	DEN	131120	T
Zhang_Dengue_2021.Mix7_rand.43	Zhang_Dengue_2021	7	1051	2	100	1.72188640556412	Blood	DEN	101804	T
Zhang_Dengue_2021.Mix7_rand.58	Zhang_Dengue_2021	7	1668	5	100	0.856684332372772	Blood	DEN	59003	T
Zhang_Dengue_2021.Mix9_rand.14	Zhang_Dengue_2021	9	2017	1	100	0.643227799292378	Blood	DEN	183097	T
Zhang_Dengue_2021.Mix9_rand.88	Zhang_Dengue_2021	9	1811	2	100	0.764700724393769	Blood	DEN	180644	T
Zhang_Dengue_2021.Mix9_rand.3	Zhang_Dengue_2021	9	1973	1	100	0.714413857715231	Blood	DEN	189649	T
Zhang_Dengue_2021.Mix9_rand.11	Zhang_Dengue_2021	9	1985	1	100	0.694959535190748	Blood	DEN	178826	T
Zhang_Dengue_2021.Mix9_rand.47	Zhang_Dengue_2021	9	2210	4	100	0.617797933239164	Blood	DEN	85603	T
Zhang_Dengue_2021.Mix10_rand.97	Zhang_Dengue_2021	10	1496	3	100	1.12682480326645	Blood	DEN	137012	T
Zhang_Dengue_2021.Mix7_rand.77	Zhang_Dengue_2021	7	1749	1	100	0.812662203687777	Blood	DEN	163146	T
Zhang_Dengue_2021.Mix7_rand.63	Zhang_Dengue_2021	7	1608	1	100	0.918336933063802	Blood	DEN	172278	T
Zhang_Dengue_2021.Mix2_rand.5	Zhang_Dengue_2021	2	966	1	97.8952	1.71377571072973	Blood	DEN	9255	T
Zhang_Dengue_2021.Mix10_rand.52	Zhang_Dengue_2021	10	2093	2	100	0.646776761248175	Blood	DEN	183672	T
Zhang_Dengue_2021.Mix2_rand.61	Zhang_Dengue_2021	2	1219	1	98.1572	1.25925721465697	Blood	DEN	47807	T
Zhang_Dengue_2021.Mix5_rand.5	Zhang_Dengue_2021	5	1745	2	99.6632271129078	0.717526117573531	Blood	DEN	71968	T
Zhang_Dengue_2021.Mix10_rand.10	Zhang_Dengue_2021	10	1997	5	94.9860179692917	0.594396609000712	Blood	DEN	116112	T
Zhang_Dengue_2021.Mix2_rand.34	Zhang_Dengue_2021	2	989	2	97.7362089025326	1.61150759558686	Blood	DEN	10720	T
Zhang_Dengue_2021.Mix5_rand.66	Zhang_Dengue_2021	5	1636	2	100	0.921672803156595	Blood	DEN	59449	T
Zhang_Dengue_2021.Mix9_rand.58	Zhang_Dengue_2021	9	2069	7	100	0.658550391861401	Blood	DEN	109833	T
Zhang_Dengue_2021.Mix3_rand.53	Zhang_Dengue_2021	3	1356	2	98.447154107757	1.00815219994444	Blood	DEN	19075	T
Zhang_Dengue_2021.Mix8_rand.1	Zhang_Dengue_2021	8	1974	1	100	0.687181995395252	Blood	DEN	130407	T
Zhang_Dengue_2021.Mix2_rand.40	Zhang_Dengue_2021	2	220	1	97.9233	7.312353742447	Blood	DEN	16434	T
Zhang_Dengue_2021.Mix6_rand.72	Zhang_Dengue_2021	6	1374	1	100	1.17230431066064	Blood	DEN	226418	T
Zhang_Dengue_2021.Mix8_rand.54	Zhang_Dengue_2021	8	1817	1	100	0.749820076655713	Blood	DEN	160310	T
Zhang_Dengue_2021.Mix4_rand.97	Zhang_Dengue_2021	4	431	1	100	4.74565797894644	Blood	DEN	117028	T
Zhang_Dengue_2021.Mix8_rand.38	Zhang_Dengue_2021	8	1397	1	100	1.12512262702269	Blood	DEN	215838	T
Zhang_Dengue_2021.Mix8_rand.15	Zhang_Dengue_2021	8	1862	1	100	0.741812780781462	Blood	DEN	171673	T
Zhang_Dengue_2021.Mix8_rand.25	Zhang_Dengue_2021	8	2026	2	100	0.661432219760886	Blood	DEN	136943	T
Zhang_Dengue_2021.Mix4_rand.53	Zhang_Dengue_2021	4	397	2	99.7380540830743	5.54183927522597	Blood	DEN	34284	T
Zhang_Dengue_2021.Mix3_rand.88	Zhang_Dengue_2021	3	371	2	100	5.83820302826233	Blood	DEN	95471	T
Zhang_Dengue_2021.Mix4_rand.84	Zhang_Dengue_2021	4	946	3	100	1.79149083733015	Blood	DEN	90822	T
Zhang_Dengue_2021.Mix7_rand.61	Zhang_Dengue_2021	7	1994	6	100	0.691414957354611	Blood	DEN	82826	T
Zhang_Dengue_2021.Mix7_rand.55	Zhang_Dengue_2021	7	1383	3	100	1.13453115298794	Blood	DEN	85722	T
Zhang_Dengue_2021.Mix5_rand.55	Zhang_Dengue_2021	5	1227	5	100	1.34192874245714	Blood	DEN	37416	T
Zhang_Dengue_2021.Mix9_rand.22	Zhang_Dengue_2021	9	2025	4	100	0.688933555535767	Blood	DEN	116173	T
Zhang_Dengue_2021.Mix10_rand.72	Zhang_Dengue_2021	10	1659	3	100	0.864674486067446	Blood	DEN	165651	T
Zhang_Dengue_2021.Mix6_rand.17	Zhang_Dengue_2021	6	1313	5	100	1.33505857684597	Blood	DEN	75730	T
Zhang_Dengue_2021.Mix4_rand.73	Zhang_Dengue_2021	4	1140	3	100	1.47957758436536	Blood	DEN	69063	T
Zhang_Dengue_2021.Mix5_rand.48	Zhang_Dengue_2021	5	1758	3	100	0.790880021025888	Blood	DEN	89729	T
Zhang_Dengue_2021.Mix5_rand.92	Zhang_Dengue_2021	5	1354	2	100	1.18310361569941	Blood	DEN	73251	T
Zhang_Dengue_2021.Mix5_rand.96	Zhang_Dengue_2021	5	1538	1	100	0.946007534978171	Blood	DEN	108418	T
Zhang_Dengue_2021.Mix7_rand.69	Zhang_Dengue_2021	7	1732	1	100	0.847629070969255	Blood	DEN	194554	T
Zhang_Dengue_2021.Mix9_rand.81	Zhang_Dengue_2021	9	1660	3	100	0.877682975065183	Blood	DEN	205032	T
Zhang_Dengue_2021.Mix2_rand.27	Zhang_Dengue_2021	2	763	3	97.8577904693349	2.25852208325507	Blood	DEN	6198	T
Zhang_Dengue_2021.Mix2_rand.16	Zhang_Dengue_2021	2	768	1	100	2.23705423895883	Blood	DEN	26289	T
Zhang_Dengue_2021.Mix7_rand.12	Zhang_Dengue_2021	7	1529	1	100	0.911287685427806	Blood	DEN	205814	T
Zhang_Dengue_2021.Mix2_rand.1	Zhang_Dengue_2021	2	1332	5	99.279735166105	1.06305403916462	Blood	DEN	6227	T
Zhang_Dengue_2021.Mix9_rand.52	Zhang_Dengue_2021	9	1764	1	100	0.833152544474059	Blood	DEN	213587	T
Zhang_Dengue_2021.Mix4_rand.61	Zhang_Dengue_2021	4	1537	3	100	1.02746095161978	Blood	DEN	55042	T
Zhang_Dengue_2021.Mix9_rand.41	Zhang_Dengue_2021	9	1933	1	100	0.717136747308899	Blood	DEN	189330	T
Zhang_Dengue_2021.Mix2_rand.20	Zhang_Dengue_2021	2	824	1	99.616427069225	1.95782468010001	Blood	DEN	56544	T
Zhang_Dengue_2021.Mix5_rand.30	Zhang_Dengue_2021	5	1102	1	100	1.46022415913063	Blood	DEN	35024	T
Zhang_Dengue_2021.Mix4_rand.2	Zhang_Dengue_2021	4	1200	2	100	1.43100429540587	Blood	DEN	138050	T
Zhang_Dengue_2021.Mix4_rand.60	Zhang_Dengue_2021	4	873	2	100	2.06237665268651	Blood	DEN	83497	T
Zhang_Dengue_2021.Mix7_rand.54	Zhang_Dengue_2021	7	1792	1	100	0.755983430229895	Blood	DEN	156724	T
Zhang_Dengue_2021.Mix6_rand.54	Zhang_Dengue_2021	6	1372	1	100	1.23089948935282	Blood	DEN	154083	T
Zhang_Dengue_2021.Mix10_rand.71	Zhang_Dengue_2021	10	1999	2	100	0.713510650282934	Blood	DEN	249798	T
Zhang_Dengue_2021.Mix9_rand.60	Zhang_Dengue_2021	9	1643	1	100	0.961980649444302	Blood	DEN	190877	T
Zhang_Dengue_2021.Mix2_rand.70	Zhang_Dengue_2021	2	971	1	98.1572	1.62153474794584	Blood	DEN	46040	T
Zhang_Dengue_2021.Mix6_rand.62	Zhang_Dengue_2021	6	1031	1	100	1.5190667459731	Blood	DEN	192246	T
Zhang_Dengue_2021.Mix3_rand.70	Zhang_Dengue_2021	3	1085	1	99.6071271564293	1.5335028904398	Blood	DEN	63658	T
Zhang_Dengue_2021.Mix10_rand.83	Zhang_Dengue_2021	10	1987	1	100	0.682356758201036	Blood	DEN	254165	T
Zhang_Dengue_2021.Mix10_rand.54	Zhang_Dengue_2021	10	1927	1	100	0.698270405992882	Blood	DEN	280887	T
Zhang_Dengue_2021.Mix8_rand.3	Zhang_Dengue_2021	8	1863	2	100	0.798444224256496	Blood	DEN	131645	T
Zhang_Dengue_2021.Mix9_rand.36	Zhang_Dengue_2021	9	1951	2	100	0.68097115364636	Blood	DEN	212326	T
Zhang_Dengue_2021.Mix8_rand.12	Zhang_Dengue_2021	8	1547	1	100	0.90161861087371	Blood	DEN	207280	T
Zhang_Dengue_2021.Mix9_rand.93	Zhang_Dengue_2021	9	2117	2	100	0.608340684424478	Blood	DEN	135607	T
Zhang_Dengue_2021.Mix6_rand.53	Zhang_Dengue_2021	6	908	2	100	2.29029231754352	Blood	DEN	100148	T
Zhang_Dengue_2021.Mix3_rand.21	Zhang_Dengue_2021	3	698	2	100	2.71440888573312	Blood	DEN	18502	T
Zhang_Dengue_2021.Mix3_rand.93	Zhang_Dengue_2021	3	1049	1	99.6258271419167	1.64793080237983	Blood	DEN	49708	T
Zhang_Dengue_2021.Mix5_rand.68	Zhang_Dengue_2021	5	1175	1	100	1.44601668034903	Blood	DEN	93475	T
Zhang_Dengue_2021.Mix10_rand.99	Zhang_Dengue_2021	10	2142	1	100	0.618024448522966	Blood	DEN	212554	T
Zhang_Dengue_2021.Mix4_rand.22	Zhang_Dengue_2021	4	1664	6	99.466799317212	0.845563238317144	Blood	DEN	23021	T
Zhang_Dengue_2021.Mix2_rand.87	Zhang_Dengue_2021	2	305	2	100	6.5984617083134	Blood	DEN	35739	T
Zhang_Dengue_2021.Mix9_rand.86	Zhang_Dengue_2021	9	1916	5	100	0.771520851037399	Blood	DEN	155560	T
Zhang_Dengue_2021.Mix9_rand.94	Zhang_Dengue_2021	9	1953	2	100	0.709601068705601	Blood	DEN	144235	T
Zhang_Dengue_2021.Mix7_rand.76	Zhang_Dengue_2021	7	1575	2	100	1.024426291869	Blood	DEN	142792	T
Zhang_Dengue_2021.Mix7_rand.27	Zhang_Dengue_2021	7	1647	2	100	0.89229991421787	Blood	DEN	100019	T
Zhang_Dengue_2021.Mix8_rand.42	Zhang_Dengue_2021	8	1885	1	100	0.72594641740157	Blood	DEN	217013	T
Zhang_Dengue_2021.Mix3_rand.80	Zhang_Dengue_2021	3	1033	4	100	1.6185438928676	Blood	DEN	78814	T
Zhang_Dengue_2021.Mix9_rand.96	Zhang_Dengue_2021	9	1730	2	100	0.896012344434844	Blood	DEN	286936	T
Zhang_Dengue_2021.Mix10_rand.61	Zhang_Dengue_2021	10	2035	1	100	0.658843914932776	Blood	DEN	280528	T
Zhang_Dengue_2021.Mix6_rand.55	Zhang_Dengue_2021	6	1360	3	100	1.15386811981349	Blood	DEN	84256	T
Zhang_Dengue_2021.Mix9_rand.51	Zhang_Dengue_2021	9	1612	4	100	0.968805256219267	Blood	DEN	159169	T
Zhang_Dengue_2021.Mix7_rand.85	Zhang_Dengue_2021	7	2008	6	100	0.677469330695813	Blood	DEN	84690	T
Zhang_Dengue_2021.Mix7_rand.68	Zhang_Dengue_2021	7	1491	1	100	1.15159000686891	Blood	DEN	143257	T
Zhang_Dengue_2021.Mix4_rand.74	Zhang_Dengue_2021	4	1366	1	100	1.15230493215732	Blood	DEN	147048	T
Zhang_Dengue_2021.Mix10_rand.84	Zhang_Dengue_2021	10	1642	3	100	0.986735772372488	Blood	DEN	134611	T
Zhang_Dengue_2021.Mix4_rand.6	Zhang_Dengue_2021	4	880	1	100	2.01431425703753	Blood	DEN	91551	T
Zhang_Dengue_2021.Mix10_rand.8	Zhang_Dengue_2021	10	1977	1	100	0.718066767939332	Blood	DEN	220755	T
Zhang_Dengue_2021.Mix4_rand.23	Zhang_Dengue_2021	4	256	3	100	8.69121978057542	Blood	DEN	41659	T
Zhang_Dengue_2021.Mix5_rand.59	Zhang_Dengue_2021	5	917	2	100	1.96595357305416	Blood	DEN	87083	T
Zhang_Dengue_2021.Mix4_rand.96	Zhang_Dengue_2021	4	1462	1	100	1.01240363945549	Blood	DEN	105453	T
Zhang_Dengue_2021.Mix6_rand.84	Zhang_Dengue_2021	6	1710	6	100	0.825946126997781	Blood	DEN	115020	T
Zhang_Dengue_2021.Mix5_rand.34	Zhang_Dengue_2021	5	1451	2	100	1.06489270624971	Blood	DEN	66420	T
Zhang_Dengue_2021.Mix2_rand.32	Zhang_Dengue_2021	2	312	1	100	5.96562747129125	Blood	DEN	66761	T
Zhang_Dengue_2021.Mix6_rand.80	Zhang_Dengue_2021	6	1405	1	100	1.14454451875799	Blood	DEN	110345	T
Zhang_Dengue_2021.Mix5_rand.57	Zhang_Dengue_2021	5	853	5	100	2.36973101842143	Blood	DEN	52776	T
Zhang_Dengue_2021.Mix7_rand.65	Zhang_Dengue_2021	7	1701	1	100	0.827169662322599	Blood	DEN	171051	T
Zhang_Dengue_2021.Mix3_rand.61	Zhang_Dengue_2021	3	1197	3	99.5228718111279	1.36409852691719	Blood	DEN	13409	T
Zhang_Dengue_2021.Mix8_rand.71	Zhang_Dengue_2021	8	1822	1	100	0.81123781672001	Blood	DEN	183728	T
Zhang_Dengue_2021.Mix3_rand.71	Zhang_Dengue_2021	3	1006	2	99.6351724962349	1.63239720694708	Blood	DEN	73541	T
Zhang_Dengue_2021.Mix5_rand.93	Zhang_Dengue_2021	5	1318	1	100	1.22025167264127	Blood	DEN	149192	T
Zhang_Dengue_2021.Mix7_rand.7	Zhang_Dengue_2021	7	1523	1	100	1.06251392636974	Blood	DEN	161914	T
Zhang_Dengue_2021.Mix6_rand.25	Zhang_Dengue_2021	6	1809	6	100	0.778830882436957	Blood	DEN	76871	T
Zhang_Dengue_2021.Mix2_rand.11	Zhang_Dengue_2021	2	77	1	99.6070725357412	31.5216104203671	Blood	DEN	14935	T
Zhang_Dengue_2021.Mix8_rand.44	Zhang_Dengue_2021	8	1390	2	100	1.18890777964241	Blood	DEN	192865	T
Zhang_Dengue_2021.Mix8_rand.27	Zhang_Dengue_2021	8	1657	3	100	0.889241294347387	Blood	DEN	121576	T
Zhang_Dengue_2021.Mix8_rand.90	Zhang_Dengue_2021	8	1313	1	100	1.1101050325381	Blood	DEN	200909	T
