prj	cohort	asm_contig	asm_cov	signal_ratio	gatk_cov	gatk_reads	raw	clean	type
p3	COVID	35	90.5561	85.158	0.994722384	16266	26645916	48369	SE
p3	COVID	0	0	0	0.129681461	57	11496212	520669	SE
p3	COVID	34	93.5859	99.7806	0.996165687	70216	10380024	80975	SE
p3	COVID	28	92.78	95.878	0.997136411	205174	20103346	224438	SE
p3	COVID	2	99.7392	2.0859	0.999475696	824649	20587900	2559379	SE
p3	COVID	1	99.796	96.9786	0.998731052	293875	21222685	621495	SE
p3	COVID	3	99.5184	93.1571	0.999363281	6833629	27331933	7996791	SE
p3	COVID	0	0	0	0.293820892	226	27461610	458514	SE
p3	COVID	0	0	0	0.008524437	5	33290675	576375	SE
p3	COVID	0	0	0	0.469671331	527	16682545	22314	SE
p3	COVID	5	4.6684	3.9574	0.88258377	1525	26223869	486098	SE
p3	COVID	31	92.8536	3.2014	0.995744919	58211	22748568	728279	SE
p3	COVID	0	0	0	0.173526288	117	29558886	468854	SE
p3	COVID	33	92.6997	93.0621	0.99621132	144639	50000001	204345	SE
p3	COVID	0	0	0	0.081676231	37	8309321	359820	SE
p3	COVID	33	93.3217	52.4301	0.996465432	146978	44346885	163977	SE
p3	COVID	0	0	0	0.024786211	16	61148945	373106	SE
p3	COVID	49	64.0906	99.8239	0.983343776	5950	3394936	12517	SE
p3	COVID	0	0	0	0.573855623	1134	2350920.768	6738	SE
p3	COVID	1	99.8763	75.7079	0.999200584	237619	30744098	486557	SE
p3	COVID	0	0	0	0.197197562	161	4568647	14985	SE
p3	COVID	18	97.0806	88.46	0.998301919	617980	32643031	630821	SE
p3	COVID	32	91.9038	34.087	0.996226415	101571	5472406	156260	SE
p3	COVID	24	27.0776	54.9013	0.920006951	3591	77779025	1167133	SE
p3	COVID	37	89.8004	95.8109	0.994125149	22096	10026383	29664	SE
p3	COVID	5	99.2375	86.6078	0.996121823	29417	31341856	139928	SE
p3	COVID	0	0	0	0.483976966	462	39203531	140753	SE
p3	COVID	0	0	0	0.198494795	147	9902669	2676	SE
p3	COVID	24	27.6193	68.5182	0.953964783	3668	50699052	273323	SE
p3	COVID	0	0	0	0.003410459	2	15702138	459738	SE
p3	COVID	0	0	0	0.503778338	716	33208818	425843	SE
p3	COVID	1	0.7625	0.047	0.4473112	559	18158683	453896	SE
p3	COVID	34	93.5525	44.4814	0.995159782	66582	20890633	160283	SE
p3	COVID	0	0	0	0.762199529	1246	22254511	42033	SE
p3	COVID	39	90.1849	2.0506	0.993046597	15912	25494284	961907	SE
p3	COVID	0	0	0	0.123050318	91	66689086	965970	SE
p3	COVID	3	2.2573	1.6628	0.618670735	1046	61553999	515611	SE
p3	COVID	0	0	0	0.001705343	2	31063979	320111	SE
p3	COVID	2	1.4681	64.3695	0.466198191	483	48426879	152280	SE
p3	COVID	0	0	0	0.121702977	123	25053841	836685	SE
p3	COVID	40	88.3089	99.1562	0.995814663	15561	32739826	121204	SE
p3	COVID	33	36.3576	72.9053	0.931068069	6920	53441903	525918	SE
p3	COVID	2	2.1904	5.8177	0.494367598	963	27610115	300727	SE
p3	COVID	0	0	0	0.696166603	784	21723655	239447	SE
p3	COVID	27	29.1175	94.7682	0.927228553	3473	27337210	148952	SE
p3	COVID	30	89.3656	92.8171	0.991561181	17573	27543279	413196	SE
p3	COVID	4	99.4315	39.0518	0.998380279	82534	44779951	829625	SE
p3	COVID	24	27.5591	99.9149	0.899570309	6259	22998172	288765	SE
p3	COVID	0	0	0	0.025456003	15	24601620	270017	SE
p3	COVID	1	0.933	0.4077	0.587241247	919	35189099	529281	SE
p3	COVID	32	46.0054	49.3852	0.98024907	4051	30501515	168211	SE
p3	COVID	0	0	0	0.730903928	1116	22963640	59164	SE
p3	COVID	0	0	0	0.073814763	49	30621213	357780	SE
p3	COVID	37	90.7835	13.6797	0.994192589	27828	23555527	142476	SE
p3	COVID	13	11.243	56.2018	0.884183519	2449	27952174	300071	SE
p3	COVID	0	0	0	0.197202241	151	22291037	319167	SE
p3	COVID	1	99.7224	100	0.999024526	331862	27073230	588253	SE
p3	COVID	17	97.6959	59.4421	0.9963591	9961	37748330	403432	SE
p3	COVID	0	0	0	0.06159952	48	49569901	1086524	SE
p3	COVID	40	81.2193	93.9778	0.990491827	34041	47979297	279153	SE
p3	COVID	0	0	0	0.003410459	2	40292678	4677225	SE
p3	COVID	1	0.7357	100	0.763168564	2264	11294954	5045	SE
p3	COVID	2	99.8562	82.87	0.998620121	294412	64231049	2330394	SE
p3	COVID	4	98.6088	91.7807	0.998501678	74396	18644322	317357	SE
p3	COVID	4	99.6388	95.6807	0.998258682	130110	33785120	282572	SE
p3	COVID	1	99.699	93.1566	0.998763519	512919	31256630	793273	SE
p3	COVID	0	0	0	0.237816571	184	24621465	144202	SE
p3	COVID	0	0	0	0.034595605	23	34557039	130625	SE
p3	COVID	7	6.3739	34.9549	0.751546616	1455	30366844	727633	SE
p3	COVID	0	0	0	0.338097115	302	76006381	720320	SE
p3	COVID	3	2.5884	21.7379	0.657179983	1029	19851092	453687	SE
p3	COVID	1	99.7091	95.5103	0.998288165	1742684	58735034	2227907	SE
p3	COVID	16	97.3514	99.227	0.997679205	28055	46185669	367623	SE
p3	COVID	1	99.7057	49.82	0.99954501	2227707	37661519	2564638	SE
p3	COVID	0	0	0	0.033829816	23	46331408	1754364	SE
p3	COVID	39	68.6252	47.0109	0.990986316	4494	21082182	303531	SE
p3	COVID	0	0	0	0.060877977	42	46881595	431793	SE
p3	COVID	0	0	0	0.197045966	170	75316023	460288	SE
p3	COVID	5	98.0236	40.7709	0.991634066	78313	29159086	493565	SE
p3	COVID	35	88.2353	96.7587	0.994699428	11691	25384556	237655	SE
p3	COVID	6	98.8697	99.9966	0.99828437	97728	17654693	252738	SE
p3	COVID	1	98.96	2.7445	0.998748372	859131	26897655	1899171	SE
p3	COVID	0	0	0	0.038083784	15	41732114	227605	SE
p3	COVID	1	99.7458	73.476	0.998862015	615869	20669521	940155	SE
p3	COVID	0	0	0	0.017075453	11	40395516	384571	SE
p3	COVID	14	94.9403	99.8733	0.998492522	1103638	50000001	1108036	SE
p3	COVID	0	0	0	0.181368973	134	58143849	194362	SE
p3	COVID	0	0	0	0.022151687	13	18545825	716612	SE
p3	COVID	0	0	0	0.01022864	7	48899330	602131	SE
p3	COVID	0	0	0	0.008491008	5	19578601	129742	SE
p3	COVID	0	0	0	0.042565267	27	43272627	449060	SE
p3	COVID	0	0	0	0.01022864	6	13006737	341420	SE
p3	COVID	0	0	0	0.022151687	13	34929095	259121	SE
p3	COVID	0	0	0	0.022317252	16	12222669	246546	SE
p3	COVID	0	0	0	0.001705343	1	53747764	318921	SE
p3	COVID	1	99.7258	97.7504	0.999135168	1127415	52598352	1273659	SE
p3	COVID	7	7.414	0.0994	0.879306668	1739	12709355	1402551	SE
p3	COVID	5	99.495	83.2959	0.998777364	76655	65073574	893497	SE
p3	COVID	0	0	0	0.001705343	1	48622364	119968	SE
p3	COVID	0	0	0	0.027258151	21	35155121	124798	SE
p3	COVID	0	0	0	0.001705343	1	23728224	244744	SE
p3	COVID	0	0	0	0.050293686	31	23106580	190170	SE
p3	COVID	1	99.8629	84.1906	0.99914441	7208985	50040091	7737379	SE
p3	COVID	43	64.0738	34.316	0.965150134	3091	57588047	489482	SE
p3	COVID	8	99.4482	76.741	0.997367675	128537	41671840	973578	SE
p3	COVID	0	0	0	0.036558494	24	51099271	970261	SE
p3	COVID	3	99.582	38.9572	0.998373834	155063	33016767	587334	SE
p3	COVID	1	99.7358	65.3753	0.998736813	1230798	21234086	1880691	SE
