case.cutoff	control.cutoff	mean_asmCov	mean_Signal	success_rate	asmCov_norm	Signal_norm	success_norm	tradeoff_score
2	0	54.451464600264	53.6851542366784	0.712307692307692	0.570406053494877	0.653409679444514	0.704117236566643	0.642644323168678
2	1	77.0392355079511	65.1786964618042	0.873461538461539	0.998888223022908	0.993061537067147	0.996510816468946	0.996153525519667
2	2	77.0952882046877	63.5401017486158	0.874230769230769	0.999951523213252	0.944638542021426	0.997906489881368	0.980832185038682
2	3	77.0952882046877	62.259063802395	0.874230769230769	0.999951523213252	0.906781899604624	0.997906489881368	0.968213304233081
2	4	77.0952882046877	61.1085417064104	0.874230769230769	0.999951523213252	0.872782201384281	0.997906489881368	0.956880071492967
2	5	77.0959570339023	60.0639137871469	0.874230769230769	0.999964210671172	0.841911839023173	0.997906489881368	0.946594179858571
2	6	77.0959570339023	59.0218647017421	0.874230769230769	0.999964210671172	0.81111768517059	0.997906489881368	0.93632946190771
2	7	77.0959570339023	58.1488296710493	0.874230769230769	0.999964210671172	0.785318156693094	0.997906489881368	0.927729619081878
2	8	77.0959570339023	57.3101165337803	0.874230769230769	0.999964210671172	0.76053289297664	0.997906489881368	0.919467864509727
2	9	77.097843696214	56.4829362220643	0.875384615384615	1	0.736088442000595	1	0.912029480666865
2	10	77.097843696214	55.8636680458452	0.875384615384615	1	0.717788114538484	1	0.905929371512828
3	0	46.1088557619157	50.9902886651368	0.612307692307692	0.412149661166999	0.57377225527284	0.522679692951849	0.502867203130563
3	1	68.9592857433913	65.4134883962703	0.791538461538462	0.845614382104951	1	0.847871598046057	0.897828660050336
3	2	69.0211056995005	64.4154259655535	0.792692307692308	0.84678708520266	0.970505719474781	0.849965108164689	0.889085970947377
3	3	69.0349436908449	63.6152734991111	0.792692307692308	0.847049587092616	0.946859982913743	0.849965108164689	0.88129155939035
3	4	69.0349436908449	63.0121784268426	0.792692307692308	0.847049587092616	0.929037595558584	0.849965108164689	0.875350763605296
3	5	69.0354813266363	62.4413466393516	0.792692307692308	0.847059785856862	0.912168637911436	0.849965108164689	0.869731177310996
3	6	69.0354993335768	61.8449823684251	0.792692307692308	0.847060127442269	0.894545156092476	0.849965108164689	0.863856797233145
3	7	69.0354993335768	61.3066816275399	0.792692307692308	0.847060127442269	0.878637540927361	0.849965108164689	0.858554258844773
3	8	69.044945728897	60.7626097365843	0.792692307692308	0.84723932228082	0.862559379397719	0.849965108164689	0.853254603281076
3	9	69.044945728897	60.3099756563644	0.792692307692308	0.84723932228082	0.849183345868742	0.849965108164689	0.848795925438084
3	10	69.044945728897	59.9504058392912	0.792692307692308	0.84723932228082	0.838557504511761	0.849965108164689	0.84525397831909
4	0	35.5185426970778	45.6026180050313	0.5	0.211255100276155	0.414558297371905	0.318911374738311	0.314908257462124
4	1	57.272039818417	60.9269667951445	0.674230769230769	0.623911385815204	0.867416383370902	0.635031402651779	0.708786390612628
4	2	57.3403982785774	60.2760343467742	0.675384615384615	0.625208122063984	0.848180327945578	0.637124912770412	0.703504454259991
4	3	57.3403982785774	59.8023388673487	0.675384615384615	0.625208122063984	0.834181897663344	0.637124912770412	0.69883831083258
4	4	57.3403982785774	59.4792942510026	0.675384615384615	0.625208122063984	0.824635432188405	0.637124912770412	0.695656155674267
4	5	57.3403982785774	59.1421906604251	0.675384615384615	0.625208122063984	0.814673502392679	0.637124912770412	0.692335512409025
4	6	57.3403982785774	58.8704429165082	0.675384615384615	0.625208122063984	0.806642938427432	0.637124912770412	0.689658657753943
4	7	57.3403982785774	58.609999525948	0.675384615384615	0.625208122063984	0.798946435497645	0.637124912770412	0.687093156777347
4	8	57.3403982785774	58.3493452042095	0.675384615384615	0.625208122063984	0.791243699226985	0.637124912770412	0.68452557802046
4	9	57.3403982785774	58.0446609877705	0.675384615384615	0.625208122063984	0.782239811820056	0.637124912770412	0.681524282218151
4	10	57.3403982785774	57.7410616051719	0.675384615384615	0.625208122063984	0.773267982922323	0.637124912770412	0.678533672585573
5	0	24.3820657384815	31.5743028679651	0.324230769230769	0	0	0	0
5	1	40.6906025931701	45.2575334580371	0.467692307692308	0.309367280281148	0.404360518033938	0.260293091416609	0.324673629910565
5	2	40.7490682711929	45.1961068621016	0.468846153846154	0.310476353888477	0.402545267608239	0.262386601535241	0.325136074343986
5	3	40.7490682711929	45.1035560753946	0.468846153846154	0.310476353888477	0.399810249455111	0.262386601535241	0.324224401626277
5	4	40.7490682711929	45.0449800271125	0.468846153846154	0.310476353888477	0.398079237098651	0.262386601535241	0.323647397507456
5	5	40.7490682711929	44.9712878722834	0.468846153846154	0.310476353888477	0.39590152053489	0.262386601535241	0.322921491986203
5	6	40.7490682711929	44.903714607159	0.468846153846154	0.310476353888477	0.393904626576913	0.262386601535241	0.322255860666877
5	7	40.7490682711929	44.8515709751016	0.468846153846154	0.310476353888477	0.392363702017313	0.262386601535241	0.32174221914701
5	8	40.7490682711929	44.790356724754	0.468846153846154	0.310476353888477	0.390554726730469	0.262386601535241	0.321139227384729
5	9	40.7490682711929	44.6026405921194	0.468846153846154	0.310476353888477	0.385007426176275	0.262386601535241	0.319290127199998
5	10	40.7490682711929	44.5390115803155	0.468846153846154	0.310476353888477	0.383127090972857	0.262386601535241	0.318663348798858
