sample	project	Mix	gatkReads	asmRef	asmFrag	asmPathogenFrag	asmCov	asmSignal	Virus	CleanSizeRNA	CleanSizeDNA
ZDH230500481R	LA_SARS2_2024	1	65722	COVID	91	1	99.7893170797053	54.3870520905479	SARS-CoV-2	1183595	113409
CF23990150.8D6BXX1QXF1.N002JQ84	LA_SARS2_2024	1	161	NA	0	0	0	0	SARS-CoV-2	14985	431236
ZDH23060900092R	LA_SARS2_2024	1	36	NA	0	0	0	0	SARS-CoV-2	1333056	234863
N218HM0187.R	LA_SARS2_2024	1	27	NA	0	0	0	0	SARS-CoV-2	449056	589408
ZZ22JS047639.1R.1L.UDB.166	LA_SARS2_2024	1	3909	NA	0	0	0	0	SARS-CoV-2	960136	401484
M118YF0197.R	LA_SARS2_2024	1	302	NA	0	0	0	0	SARS-CoV-2	720319	801889
M118HM0181.R	LA_SARS2_2024	1	134	NA	0	0	0	0	SARS-CoV-2	194359	635850
CF235U0226.8D6AXX1LXF1.N002J019	LA_SARS2_2024	1	23612	COVID	42	36	92.4923669687888	94.1196488123596	SARS-CoV-2	53914	964270
MDL001.Q09C23030030L.RNA.A06.20230110	LA_SARS2_2024	1	3	NA	0	0	0	0	SARS-CoV-2	66789	67514
ZZ22JS022634.1R.1L.UDB.106	LA_SARS2_2024	1	70	NA	0	0	0	0	SARS-CoV-2	274649	3964099
M117RT0313.R	LA_SARS2_2024	1	716	NA	0	0	0	0	SARS-CoV-2	425796	1687843
LA_SARS2_2024.Mix4.rand.56	LA_SARS2_2024	4	14626	covid	150	21	96.5354668148508	38.7112779938313	SARS-CoV-2	4515943	960711
LA_SARS2_2024.Mix10.rand.51	LA_SARS2_2024	10	1976062	covid	5877	1	99.4850447879296	1.29906424929248	SARS-CoV-2	10329985	22259318
LA_SARS2_2024.Mix9.rand.60	LA_SARS2_2024	9	1924386	covid	11068	2	99.8227126232477	0.268291117703493	SARS-CoV-2	12964359	44578034
LA_SARS2_2024.Mix3.rand.70	LA_SARS2_2024	3	74398	covid	21	4	98.5017900562788	85.8996792067658	SARS-CoV-2	2709238	1319755
LA_SARS2_2024.Mix6.rand.7	LA_SARS2_2024	6	1016635	covid	3051	3	99.6789360656839	2.04432257595481	SARS-CoV-2	4348680	27420138
LA_SARS2_2024.Mix6.rand.50	LA_SARS2_2024	6	1237993	covid	3178	1	99.7826207287232	2.47588669901688	SARS-CoV-2	4573989	2808068
LA_SARS2_2024.Mix3.rand.23	LA_SARS2_2024	3	2612	covid	68	27	27.4488	32.5701361057101	SARS-CoV-2	653104	2257857
LA_SARS2_2024.Mix10.rand.25	LA_SARS2_2024	10	2236688	covid	509	3	99.6388468275006	13.810285290505	SARS-CoV-2	6520196	12579118
LA_SARS2_2024.Mix2.rand.72	LA_SARS2_2024	2	3409	covid	12	12	16.0920404466501	100	SARS-CoV-2	436113	13077940
LA_SARS2_2024.Mix5.rand.5	LA_SARS2_2024	5	21688	covid	23	6	99.40806487214	84.2549814347666	SARS-CoV-2	1643176	4364832
LA_SARS2_2024.Mix3.rand.84	LA_SARS2_2024	3	154196	covid	2	1	99.6488575832719	98.9342275639961	SARS-CoV-2	917268	13259974
LA_SARS2_2024.Mix3.rand.86	LA_SARS2_2024	3	529	NA	NA	NA	NA	NA	SARS-CoV-2	386992	1731396
LA_SARS2_2024.Mix5.rand.78	LA_SARS2_2024	5	438110	covid	102	1	99.7625575846834	44.8466626578473	SARS-CoV-2	1151492	4727144
LA_SARS2_2024.Mix6.rand.88	LA_SARS2_2024	6	102342	covid	17	6	98.772679272875	89.589905362776	SARS-CoV-2	772408	2083680
LA_SARS2_2024.Mix9.rand.12	LA_SARS2_2024	9	544745	covid	993	3	100	7.27945053049463	SARS-CoV-2	9264657	11800301
LA_SARS2_2024.Mix7.rand.37	LA_SARS2_2024	7	103806	covid	1562	2	99.906321641641	5.86681591453596	SARS-CoV-2	6187747	47410331
LA_SARS2_2024.Mix2.rand.84	LA_SARS2_2024	2	97742	covid	7	6	98.7693755961441	98.9248392282958	SARS-CoV-2	339862	556426
LA_SARS2_2024.Mix8.rand.26	LA_SARS2_2024	8	63046	covid	11159	2	100	0.270056214460959	SARS-CoV-2	8723899	6198243
LA_SARS2_2024.Mix6.rand.13	LA_SARS2_2024	6	11975	covid	128	1	99.5719846130613	37.7558266338668	SARS-CoV-2	2635476	1678690
LA_SARS2_2024.Mix4.rand.55	LA_SARS2_2024	4	229554	covid	1468	2	99.6956549200925	6.01961037702323	SARS-CoV-2	2842125	2455379
LA_SARS2_2024.Mix2.rand.42	LA_SARS2_2024	2	877730	covid	19	15	97.2344136918304	96.8747917638435	SARS-CoV-2	964784	139712
LA_SARS2_2024.Mix4.rand.79	LA_SARS2_2024	4	188144	covid	37	1	99.7959675657564	76.2189359691467	SARS-CoV-2	2504095	1048086
LA_SARS2_2024.Mix2.rand.99	LA_SARS2_2024	2	4503	covid	134	39	69.116782894227	39.2480060767186	SARS-CoV-2	2213025	869505
LA_SARS2_2024.Mix6.rand.94	LA_SARS2_2024	6	62840	covid	630	1	99.6087278332552	13.2851038776839	SARS-CoV-2	3555552	30831074
LA_SARS2_2024.Mix3.rand.35	LA_SARS2_2024	3	205224	covid	41	28	93.0909468702675	87.7751150911269	SARS-CoV-2	2729391	1029241
LA_SARS2_2024.Mix3.rand.65	LA_SARS2_2024	3	44	NA	NA	NA	NA	NA	SARS-CoV-2	394047	240220
LA_SARS2_2024.Mix6.rand.59	LA_SARS2_2024	6	394654	covid	715	1	99.5953224949698	9.02257916948161	SARS-CoV-2	3607859	18323708
LA_SARS2_2024.Mix4.rand.96	LA_SARS2_2024	4	7375	covid	81	30	37.698586685073	42.3637730176625	SARS-CoV-2	916993	1168884
LA_SARS2_2024.Mix6.rand.15	LA_SARS2_2024	6	4835014	covid	311	1	99.5518432252869	21.6165386235241	SARS-CoV-2	14962119	866356
LA_SARS2_2024.Mix7.rand.71	LA_SARS2_2024	7	3622693	covid	3476	3	99.8294477972239	1.8986621212073	SARS-CoV-2	9082900	50772899
LA_SARS2_2024.Mix5.rand.59	LA_SARS2_2024	5	352929	covid	715	1	99.5953224949698	9.02274317810693	SARS-CoV-2	3561391	18318580
LA_SARS2_2024.Mix10.rand.2	LA_SARS2_2024	10	962780	covid	5267	2	99.8762441453206	1.37479412151917	SARS-CoV-2	8986949	2526125
LA_SARS2_2024.Mix8.rand.23	LA_SARS2_2024	8	8038538	covid	3285	1	99.6890341038526	1.93721373946587	SARS-CoV-2	11720384	39246731
LA_SARS2_2024.Mix9.rand.41	LA_SARS2_2024	9	6861935	covid	175	7	100	37.6526117054751	SARS-CoV-2	11085510	16238940
LA_SARS2_2024.Mix4.rand.65	LA_SARS2_2024	4	87716	covid	18	3	99.9598306584017	85.4443586885058	SARS-CoV-2	1211910	606533
LA_SARS2_2024.Mix2.rand.80	LA_SARS2_2024	2	237634	covid	23	1	99.6154278112854	78.6274251022832	SARS-CoV-2	756557	3720858
LA_SARS2_2024.Mix2.rand.95	LA_SARS2_2024	2	113463	covid	14	7	99.9933057581574	88.0114204980279	SARS-CoV-2	830851	1009380
LA_SARS2_2024.Mix4.rand.38	LA_SARS2_2024	4	2032349	covid	13	8	97.9801819329308	86.9561346233751	SARS-CoV-2	2794207	1227120
LA_SARS2_2024.Mix4.rand.78	LA_SARS2_2024	4	232936	covid	97	1	99.7625575846834	45.7897160399079	SARS-CoV-2	927054	4536349
LA_SARS2_2024.Mix8.rand.49	LA_SARS2_2024	8	2404957	covid	3212	1	99.7559090299433	2.01935548509211	SARS-CoV-2	12986346	7132958
LA_SARS2_2024.Mix8.rand.50	LA_SARS2_2024	8	1238011	covid	3247	1	99.7826207287232	2.43699846860643	SARS-CoV-2	4877343	21232834
LA_SARS2_2024.Mix3.rand.99	LA_SARS2_2024	3	8263	covid	143	22	95.9134090536708	42.1866266584297	SARS-CoV-2	2238617	872601
LA_SARS2_2024.Mix3.rand.55	LA_SARS2_2024	3	229531	covid	188	2	99.6488548989374	29.6627379151071	SARS-CoV-2	1087797	723027
LA_SARS2_2024.Mix8.rand.29	LA_SARS2_2024	8	398006	covid	1492	1	99.5953224949698	5.85953024597356	SARS-CoV-2	8187383	7995647
LA_SARS2_2024.Mix4.rand.50	LA_SARS2_2024	4	1234313	covid	1546	1	99.7826207287232	5.59672727068105	SARS-CoV-2	3807074	1759710
LA_SARS2_2024.Mix9.rand.94	LA_SARS2_2024	9	241177	covid	748	1	99.5853278163231	10.9062209298067	SARS-CoV-2	6063442	34290817
LA_SARS2_2024.Mix2.rand.24	LA_SARS2_2024	2	97744	covid	7	6	98.7693755961441	99.3040145249143	SARS-CoV-2	625839	1297375
LA_SARS2_2024.Mix6.rand.18	LA_SARS2_2024	6	2305807	covid	984	1	99.7559090299433	10.2009410992258	SARS-CoV-2	6137110	24192822
LA_SARS2_2024.Mix7.rand.62	LA_SARS2_2024	7	214655	covid	31	11	98.6556966887642	84.5082929903463	SARS-CoV-2	741930	2095782
LA_SARS2_2024.Mix10.rand.39	LA_SARS2_2024	10	751685	covid	251	2	100	21.936977529654	SARS-CoV-2	4986289	5321436
LA_SARS2_2024.Mix2.rand.18	LA_SARS2_2024	2	1441	covid	642	16	13.3598275380711	2.30223538700029	SARS-CoV-2	2476730	1071947
LA_SARS2_2024.Mix3.rand.83	LA_SARS2_2024	3	67058	covid	936	21	95.916832791935	9.16885109647721	SARS-CoV-2	5155313	3525257
LA_SARS2_2024.Mix9.rand.62	LA_SARS2_2024	9	293752	covid	179	1	99.6321602291764	32.318706947985	SARS-CoV-2	1474924	3452252
LA_SARS2_2024.Mix8.rand.94	LA_SARS2_2024	8	96538	covid	727	2	100	11.2859991932109	SARS-CoV-2	5859097	31665122
LA_SARS2_2024.Mix10.rand.95	LA_SARS2_2024	10	975914	covid	2332	3	99.8628721465477	2.67078078883821	SARS-CoV-2	5037263	5593799
LA_SARS2_2024.Mix7.rand.15	LA_SARS2_2024	7	4850575	covid	311	1	99.5518432252869	21.6165386235241	SARS-CoV-2	15083316	1408709
LA_SARS2_2024.Mix2.rand.75	LA_SARS2_2024	2	6414	covid	114	25	28.1476477058753	25.4405319631253	SARS-CoV-2	1251589	417620
LA_SARS2_2024.Mix3.rand.49	LA_SARS2_2024	3	165038	covid	319	1	99.5785927716499	20.8847087208405	SARS-CoV-2	3084118	2164401
LA_SARS2_2024.Mix4.rand.80	LA_SARS2_2024	4	238629	covid	24	1	99.6154278112854	78.1550086582358	SARS-CoV-2	952436	4329761
LA_SARS2_2024.Mix9.rand.25	LA_SARS2_2024	9	2236665	covid	504	3	99.6388468275006	13.8878530810105	SARS-CoV-2	6416340	8485353
LA_SARS2_2024.Mix2.rand.11	LA_SARS2_2024	2	261811	covid	1305	2	99.7993441458347	4.37779635904883	SARS-CoV-2	1269318	20928503
LA_SARS2_2024.Mix3.rand.15	LA_SARS2_2024	3	3661158	covid	246	1	99.4749278974566	26.2007733570567	SARS-CoV-2	12301678	652845
LA_SARS2_2024.Mix3.rand.79	LA_SARS2_2024	3	100472	covid	42	29	95.8933742088608	89.6906571580495	SARS-CoV-2	1686232	681773
LA_SARS2_2024.Mix8.rand.27	LA_SARS2_2024	8	485910	covid	1735	1	99.7658720355996	3.93132793834906	SARS-CoV-2	6366200	3341291
LA_SARS2_2024.Mix2.rand.7	LA_SARS2_2024	2	178	NA	NA	NA	NA	NA	SARS-CoV-2	192833	361855
LA_SARS2_2024.Mix6.rand.73	LA_SARS2_2024	6	31061	covid	681	5	99.4716234159131	8.50926879505664	SARS-CoV-2	2549551	16454863
LA_SARS2_2024.Mix3.rand.24	LA_SARS2_2024	3	210142	covid	14	4	99.4448704568459	85.977390348975	SARS-CoV-2	1452216	1526467
LA_SARS2_2024.Mix9.rand.26	LA_SARS2_2024	9	64571	covid	11231	1	99.8193936748702	0.267985697254361	SARS-CoV-2	9209803	30253503
LA_SARS2_2024.Mix5.rand.31	LA_SARS2_2024	5	886530	covid	101	5	98.5854441466807	52.1622195484465	SARS-CoV-2	2302267	4264888
LA_SARS2_2024.Mix7.rand.32	LA_SARS2_2024	7	7687049	covid	3988	6	100	1.68774802006589	SARS-CoV-2	13433338	75215751
LA_SARS2_2024.Mix7.rand.5	LA_SARS2_2024	7	7261187	covid	106	1	99.7558342149314	51.6143544312558	SARS-CoV-2	11343982	5269343
LA_SARS2_2024.Mix4.rand.37	LA_SARS2_2024	4	91181	covid	113	2	99.8661946054615	47.034272034272	SARS-CoV-2	2557762	21349713
LA_SARS2_2024.Mix9.rand.66	LA_SARS2_2024	9	3477504	covid	4587	1	99.4615666274892	1.53664528562166	SARS-CoV-2	15054678	31760128
LA_SARS2_2024.Mix10.rand.98	LA_SARS2_2024	10	1766770	covid	9776	1	99.518466565982	0.755281948408652	SARS-CoV-2	6078559	27465287
LA_SARS2_2024.Mix8.rand.58	LA_SARS2_2024	8	487924	covid	1710	2	99.8662792620865	4.97999696494174	SARS-CoV-2	3598088	3432564
LA_SARS2_2024.Mix5.rand.42	LA_SARS2_2024	5	884648	covid	210	11	97.8564387990288	29.1057023782289	SARS-CoV-2	1864312	2278269
LA_SARS2_2024.Mix6.rand.10	LA_SARS2_2024	6	310097	covid	1436	1	99.6087278332552	5.91459128438727	SARS-CoV-2	2286946	12774542
LA_SARS2_2024.Mix7.rand.55	LA_SARS2_2024	7	233806	covid	1519	1	99.625427872148	5.86220060292648	SARS-CoV-2	4225925	4517019
LA_SARS2_2024.Mix10.rand.45	LA_SARS2_2024	10	2035298	covid	1680	2	99.8227126232477	5.02019007768261	SARS-CoV-2	14372372	3272490
LA_SARS2_2024.Mix5.rand.80	LA_SARS2_2024	5	238652	covid	28	1	99.6154278112854	76.1043407168953	SARS-CoV-2	1056292	8423526
LA_SARS2_2024.Mix4.rand.16	LA_SARS2_2024	4	194006	covid	938	3	100	8.05146229000742	SARS-CoV-2	2853196	25570066
LA_SARS2_2024.Mix6.rand.75	LA_SARS2_2024	6	1015403	covid	163	2	99.6723170494552	37.1175232568276	SARS-CoV-2	2851640	1558386
LA_SARS2_2024.Mix2.rand.57	LA_SARS2_2024	2	2899	covid	1652	23	23.913938642737	1.07088090474536	SARS-CoV-2	594257	417116
LA_SARS2_2024.Mix3.rand.88	LA_SARS2_2024	3	4610	covid	34	29	41.1128864070536	91.445998214817	SARS-CoV-2	332913	1156134
LA_SARS2_2024.Mix5.rand.11	LA_SARS2_2024	5	268746	covid	2556	2	99.806044146227	2.42345550894596	SARS-CoV-2	2160490	36764001
LA_SARS2_2024.Mix6.rand.82	LA_SARS2_2024	6	1783975	covid	610	2	99.7860026768963	9.7124889738073	SARS-CoV-2	4320868	16315690
LA_SARS2_2024.Mix2.rand.8	LA_SARS2_2024	2	1888	covid	37	12	12.2162	30.2325581395349	SARS-CoV-2	962671	843015
LA_SARS2_2024.Mix10.rand.29	LA_SARS2_2024	10	659820	covid	2539	1	99.5953224949698	2.74790622315597	SARS-CoV-2	11024844	29793655
LA_SARS2_2024.Mix7.rand.86	LA_SARS2_2024	7	31610	covid	1790	6	97.8965287889132	3.96554900515844	SARS-CoV-2	6252441	3571216
LA_SARS2_2024.Mix5.rand.20	LA_SARS2_2024	5	131642	covid	197	3	99.5184134713461	21.3460821163171	SARS-CoV-2	1505827	1968684
LA_SARS2_2024.Mix6.rand.8	LA_SARS2_2024	6	2971	covid	144	23	29.4585468640127	11.639337764095	SARS-CoV-2	2409374	2308066
LA_SARS2_2024.Mix5.rand.43	LA_SARS2_2024	5	2041710	covid	44	1	99.4850447879296	71.0118635571575	SARS-CoV-2	4902604	1982873
LA_SARS2_2024.Mix7.rand.40	LA_SARS2_2024	7	440900	covid	3389	2	99.7525	2.05441524684802	SARS-CoV-2	3262312	30570049
LA_SARS2_2024.Mix7.rand.21	LA_SARS2_2024	7	137017	covid	753	1	99.7625315072163	10.5655352184507	SARS-CoV-2	7415981	3215282
LA_SARS2_2024.Mix8.rand.6	LA_SARS2_2024	8	291748	covid	1242	2	99.7993441458347	4.33966379711494	SARS-CoV-2	5246654	41321870
LA_SARS2_2024.Mix4.rand.61	LA_SARS2_2024	4	29581	covid	151	5	99.2241234203875	29.890395502992	SARS-CoV-2	1487182	1106791
LA_SARS2_2024.Mix5.rand.51	LA_SARS2_2024	5	103136	covid	5694	8	99.7558812107367	1.33498203390756	SARS-CoV-2	1889549	18824718
LA_SARS2_2024.Mix5.rand.79	LA_SARS2_2024	5	188149	covid	40	1	99.7959675657564	74.9478865811086	SARS-CoV-2	2633836	1265221
LA_SARS2_2024.Mix4.rand.99	LA_SARS2_2024	4	30359	covid	130	5	99.6989964745854	42.3059457925358	SARS-CoV-2	2268281	876616
LA_SARS2_2024.Mix5.rand.63	LA_SARS2_2024	5	3350	covid	214	27	25.7533	13.1349138666212	SARS-CoV-2	1859970	1156876
LA_SARS2_2024.Mix7.rand.80	LA_SARS2_2024	7	239194	covid	38	1	99.6154278112854	69.8953493828899	SARS-CoV-2	1788915	18840451
LA_SARS2_2024.Mix4.rand.35	LA_SARS2_2024	4	205225	covid	45	28	93.0909468702675	85.2535832414553	SARS-CoV-2	2813011	1168012
LA_SARS2_2024.Mix6.rand.95	LA_SARS2_2024	6	975295	covid	2241	3	99.8628721465477	2.72821955854407	SARS-CoV-2	3684695	2883784
LA_SARS2_2024.Mix7.rand.42	LA_SARS2_2024	7	902223	covid	8780	2	99.3980161802734	0.550060543117007	SARS-CoV-2	6954425	30090813
LA_SARS2_2024.Mix5.rand.2	LA_SARS2_2024	5	738477	covid	172	2	99.8963558531115	37.1958660191757	SARS-CoV-2	7055958	1739376
LA_SARS2_2024.Mix3.rand.94	LA_SARS2_2024	3	3628	covid	629	24	26.9873078918118	4.10670303499094	SARS-CoV-2	2396509	4722888
LA_SARS2_2024.Mix9.rand.8	LA_SARS2_2024	9	4984	covid	274	43	67.6687621960316	16.0601611175047	SARS-CoV-2	3553775	13473073
LA_SARS2_2024.Mix3.rand.95	LA_SARS2_2024	3	113468	covid	15	7	99.9933057581574	87.4733054442267	SARS-CoV-2	1407226	2467416
LA_SARS2_2024.Mix6.rand.5	LA_SARS2_2024	6	7230673	covid	38	1	99.7558342149314	73.6961731353608	SARS-CoV-2	9380543	4918948
LA_SARS2_2024.Mix6.rand.84	LA_SARS2_2024	6	188328	covid	1640	2	100	5.51796919250716	SARS-CoV-2	1828205	15971836
LA_SARS2_2024.Mix8.rand.90	LA_SARS2_2024	8	203556	covid	124	4	99.983233347845	34.0830587886595	SARS-CoV-2	1942285	3279365
LA_SARS2_2024.Mix10.rand.70	LA_SARS2_2024	10	853223	covid	495	2	99.8762729280289	13.1907056448942	SARS-CoV-2	7546726	2353004
LA_SARS2_2024.Mix7.rand.93	LA_SARS2_2024	7	1830603	covid	596	2	99.856237790795	14.0244417934002	SARS-CoV-2	7832131	6008206
LA_SARS2_2024.Mix2.rand.73	LA_SARS2_2024	2	29426	covid	16	5	99.2241234203875	90.4769165091175	SARS-CoV-2	169530	428066
LA_SARS2_2024.Mix4.rand.12	LA_SARS2_2024	4	39032	covid	559	1	99.6320954776899	10.9765532893186	SARS-CoV-2	7340734	11394581
LA_SARS2_2024.Mix8.rand.43	LA_SARS2_2024	8	2303538	covid	1280	1	99.4850447879296	4.5406258490111	SARS-CoV-2	7426735	23445372
LA_SARS2_2024.Mix6.rand.1	LA_SARS2_2024	6	2985905	covid	28	2	99.7626	76.692889094555	SARS-CoV-2	4815315	1054582
LA_SARS2_2024.Mix7.rand.76	LA_SARS2_2024	7	2758967	covid	1935	2	99.7626	4.7287079747016	SARS-CoV-2	6666672	15656199
LA_SARS2_2024.Mix5.rand.4	LA_SARS2_2024	5	48059	NA	NA	NA	NA	NA	SARS-CoV-2	6305442	2133175
LA_SARS2_2024.Mix10.rand.94	LA_SARS2_2024	10	241183	covid	923	1	99.5853278163231	9.01907455978291	SARS-CoV-2	7023451	34425028
LA_SARS2_2024.Mix10.rand.35	LA_SARS2_2024	10	3569953	covid	537	1	99.6489106857947	15.1896540298614	SARS-CoV-2	8502590	3836041
LA_SARS2_2024.Mix4.rand.86	LA_SARS2_2024	4	552	NA	NA	NA	NA	NA	SARS-CoV-2	517616	2039057
LA_SARS2_2024.Mix4.rand.25	LA_SARS2_2024	4	1554975	covid	21	1	99.6454936772549	80.2980489382343	SARS-CoV-2	3385765	1581291
LA_SARS2_2024.Mix9.rand.76	LA_SARS2_2024	9	4510910	covid	4304	2	99.4448279025274	1.2285214281701	SARS-CoV-2	9806808	19555847
LA_SARS2_2024.Mix4.rand.92	LA_SARS2_2024	4	66611	covid	17	1	99.6455278062506	87.9824017480143	SARS-CoV-2	1699642	12684352
LA_SARS2_2024.Mix4.rand.13	LA_SARS2_2024	4	11921	covid	111	1	99.5719846130613	40.9385269004963	SARS-CoV-2	2216981	1125745
LA_SARS2_2024.Mix7.rand.98	LA_SARS2_2024	7	887974	covid	9675	3	99.5886936501544	0.762766737837738	SARS-CoV-2	4557676	26272602
LA_SARS2_2024.Mix9.rand.59	LA_SARS2_2024	9	771282	covid	812	1	99.5953224949698	7.83170074288344	SARS-CoV-2	6095572	23599425
LA_SARS2_2024.Mix6.rand.81	LA_SARS2_2024	6	166928	covid	130	2	99.8461946445927	46.6406311020855	SARS-CoV-2	6047933	25158838
LA_SARS2_2024.Mix7.rand.90	LA_SARS2_2024	7	203405	covid	113	4	99.983233347845	42.6213149341392	SARS-CoV-2	1623121	2802768
LA_SARS2_2024.Mix6.rand.22	LA_SARS2_2024	6	419861	covid	144	1	99.505025199651	30.7748795068572	SARS-CoV-2	3084785	24230801
LA_SARS2_2024.Mix10.rand.57	LA_SARS2_2024	10	450749	covid	4432	2	99.8227595051298	1.502814567786	SARS-CoV-2	8617144	10929166
LA_SARS2_2024.Mix2.rand.29	LA_SARS2_2024	2	4916	covid	57	42	55.5663180339718	77.7356725146199	SARS-CoV-2	1389714	1790898
LA_SARS2_2024.Mix7.rand.47	LA_SARS2_2024	7	37720	covid	901	1	99.6923053907271	10.5684283668231	SARS-CoV-2	6083840	6709302
LA_SARS2_2024.Mix5.rand.24	LA_SARS2_2024	5	211329	covid	14	4	99.4448704568459	85.977390348975	SARS-CoV-2	1597738	1637856
LA_SARS2_2024.Mix9.rand.5	LA_SARS2_2024	9	7388332	covid	157	1	99.7558342149314	41.7547346761664	SARS-CoV-2	11736646	6084584
LA_SARS2_2024.Mix3.rand.76	LA_SARS2_2024	3	2730410	covid	1288	2	99.7626	6.96457712232601	SARS-CoV-2	5074982	2232610
LA_SARS2_2024.Mix4.rand.75	LA_SARS2_2024	4	387843	covid	117	7	98.5319414680519	48.5555610487632	SARS-CoV-2	1673942	1172577
LA_SARS2_2024.Mix9.rand.71	LA_SARS2_2024	9	3828001	covid	3488	3	99.9130514484007	1.89646471859617	SARS-CoV-2	9501697	51599544
LA_SARS2_2024.Mix4.rand.71	LA_SARS2_2024	4	69112	covid	474	1	99.7893170797053	17.0789500795568	SARS-CoV-2	2704179	16741765
LA_SARS2_2024.Mix7.rand.22	LA_SARS2_2024	7	420452	covid	214	1	99.505025199651	25.8012209080504	SARS-CoV-2	3155593	24234019
LA_SARS2_2024.Mix8.rand.8	LA_SARS2_2024	8	4544	covid	265	37	54.9476333353666	13.5353768339196	SARS-CoV-2	2946609	3328172
LA_SARS2_2024.Mix8.rand.98	LA_SARS2_2024	8	887995	covid	9676	3	99.5886936501544	0.762725516907893	SARS-CoV-2	4682474	26716888
LA_SARS2_2024.Mix10.rand.71	LA_SARS2_2024	10	3828071	covid	3505	3	99.9130514484007	1.8913156598683	SARS-CoV-2	9776346	55563643
LA_SARS2_2024.Mix7.rand.52	LA_SARS2_2024	7	45597	covid	11657	9	99.6822676363636	0.265848287745453	SARS-CoV-2	6262805	23489777
LA_SARS2_2024.Mix4.rand.68	LA_SARS2_2024	4	193248	covid	233	10	98.1573270328322	29.0942251650378	SARS-CoV-2	4955925	1450972
LA_SARS2_2024.Mix3.rand.93	LA_SARS2_2024	3	1103763	covid	378	13	95.3750189660017	20.5088377845853	SARS-CoV-2	3318644	4352742
LA_SARS2_2024.Mix2.rand.36	LA_SARS2_2024	2	34202	covid	55	40	82.2459243771373	84.0561878396391	SARS-CoV-2	294134	711838
LA_SARS2_2024.Mix5.rand.12	LA_SARS2_2024	5	139452	covid	562	1	99.6320954776899	10.9329702832231	SARS-CoV-2	7447366	11394976
LA_SARS2_2024.Mix8.rand.18	LA_SARS2_2024	8	9141973	covid	1475	1	99.6489080167645	5.19892455295844	SARS-CoV-2	14410290	38096062
LA_SARS2_2024.Mix3.rand.72	LA_SARS2_2024	3	3445	covid	27	17	19.8508405369128	71.0302740217782	SARS-CoV-2	1769169	13312803
LA_SARS2_2024.Mix2.rand.70	LA_SARS2_2024	2	2	NA	NA	NA	NA	NA	SARS-CoV-2	2391883	1319755
LA_SARS2_2024.Mix10.rand.11	LA_SARS2_2024	10	2384422	covid	2727	2	99.8193684787712	2.22945730875694	SARS-CoV-2	14800826	38089375
LA_SARS2_2024.Mix10.rand.80	LA_SARS2_2024	10	398526	covid	99	3	99.7626143752304	51.239243571907	SARS-CoV-2	3685844	20192376
LA_SARS2_2024.Mix8.rand.5	LA_SARS2_2024	8	7290604	covid	142	1	99.7558342149314	44.2378134685827	SARS-CoV-2	11483908	5681585
LA_SARS2_2024.Mix6.rand.49	LA_SARS2_2024	6	2393233	covid	3142	1	99.7559090299433	2.04945486424337	SARS-CoV-2	11276471	6642038
LA_SARS2_2024.Mix9.rand.52	LA_SARS2_2024	9	663582	covid	11673	4	99.2241405085031	0.264548943649853	SARS-CoV-2	7023367	23715448
LA_SARS2_2024.Mix6.rand.27	LA_SARS2_2024	6	119406	covid	1911	1	99.6589341074361	3.78212157209142	SARS-CoV-2	2351199	3164528
LA_SARS2_2024.Mix4.rand.76	LA_SARS2_2024	4	2730850	covid	1288	2	99.7626	6.96457712232601	SARS-CoV-2	5682148	12377511
LA_SARS2_2024.Mix9.rand.99	LA_SARS2_2024	9	2942885	covid	1020	6	100	7.66786334328572	SARS-CoV-2	13043630	22999716
LA_SARS2_2024.Mix7.rand.83	LA_SARS2_2024	7	370383	covid	962	1	99.6087278332552	9.05754242777168	SARS-CoV-2	7132544	33277263
LA_SARS2_2024.Mix9.rand.91	LA_SARS2_2024	9	1791172	covid	3330	2	99.8862765812824	2.02260627672239	SARS-CoV-2	10810880	8100161
LA_SARS2_2024.Mix6.rand.62	LA_SARS2_2024	6	214632	covid	32	12	98.6791057215706	84.511398785657	SARS-CoV-2	611306	1788121
LA_SARS2_2024.Mix3.rand.91	LA_SARS2_2024	3	49122	covid	645	8	99.8963605286107	13.1118182815758	SARS-CoV-2	3914632	2276417
LA_SARS2_2024.Mix9.rand.92	LA_SARS2_2024	9	230366	covid	57	1	99.6455278062506	67.0695748081122	SARS-CoV-2	2962638	34415306
LA_SARS2_2024.Mix5.rand.52	LA_SARS2_2024	5	44263	covid	11645	9	98.7058055534786	0.263284066434716	SARS-CoV-2	6010614	22836197
LA_SARS2_2024.Mix6.rand.69	LA_SARS2_2024	6	55025	covid	2025	25	97.7560497467875	4.12271101533324	SARS-CoV-2	6492929	1977180
LA_SARS2_2024.Mix9.rand.86	LA_SARS2_2024	9	1135610	covid	1991	2	99.7258223952577	3.50603071142291	SARS-CoV-2	8330766	4053578
LA_SARS2_2024.Mix2.rand.1	LA_SARS2_2024	2	143832	covid	27	12	99.1907307411785	88.4030758226037	SARS-CoV-2	454353	60521
LA_SARS2_2024.Mix7.rand.6	LA_SARS2_2024	7	289299	covid	1231	2	99.7993441458347	4.35642610439774	SARS-CoV-2	4946583	40694098
LA_SARS2_2024.Mix6.rand.39	LA_SARS2_2024	6	702999	covid	230	2	100	29.6937681216984	SARS-CoV-2	3846178	2831614
