order	fre	frePool	ratio
1	123378	123378	0.96803502495057
2	122517	125157	0.981993220977309
3	122102	125715	0.986371339798512
4	121838	126012	0.988701628848508
5	120715	126471	0.992302984653046
6	120538	126760	0.994570504974422
7	120107	126783	0.994750965069203
8	119685	126817	0.995017732165835
9	119340	126825	0.995080500894454
10	119057	126825	0.995080500894454
11	112158	126833	0.995143269623074
12	109406	126836	0.995166807896306
13	108780	126836	0.995166807896306
14	106353	126951	0.99606910837021
15	106069	126951	0.99606910837021
16	99902	127091	0.99716756112105
17	88141	127091	0.99716756112105
18	87297	127091	0.99716756112105
19	85768	127091	0.99716756112105
20	82683	127100	0.997238175940746
21	82298	127103	0.997261714213979
22	81775	127103	0.997261714213979
23	81700	127103	0.997261714213979
24	80460	127103	0.997261714213979
25	79682	127108	0.997300944669366
26	79212	127109	0.997308790760443
27	78157	127109	0.997308790760443
28	77410	127109	0.997308790760443
29	77404	127109	0.997308790760443
30	77241	127109	0.997308790760443
31	75905	127121	0.997402943853372
32	75245	127121	0.997402943853372
33	73949	127121	0.997402943853372
34	73610	127121	0.997402943853372
35	72907	127121	0.997402943853372
36	71883	127151	0.997638326585695
37	71519	127158	0.997693249223237
38	71409	127158	0.997693249223237
39	70320	127158	0.997693249223237
40	69912	127158	0.997693249223237
41	69684	127158	0.997693249223237
42	69658	127158	0.997693249223237
43	68893	127158	0.997693249223237
44	68396	127158	0.997693249223237
45	67704	127158	0.997693249223237
46	65668	127163	0.997732479678624
47	65574	127226	0.998226783416502
48	65316	127226	0.998226783416502
49	65301	127226	0.998226783416502
50	65264	127226	0.998226783416502
51	63847	127226	0.998226783416502
52	63284	127227	0.998234629507579
53	62596	127227	0.998234629507579
54	62230	127227	0.998234629507579
55	62199	127227	0.998234629507579
56	61322	127227	0.998234629507579
57	59329	127227	0.998234629507579
58	58807	127227	0.998234629507579
59	57356	127227	0.998234629507579
60	56034	127227	0.998234629507579
61	55529	127227	0.998234629507579
62	55335	127227	0.998234629507579
63	54863	127227	0.998234629507579
64	54784	127227	0.998234629507579
65	54527	127298	0.998791701974077
66	54013	127301	0.998815240247309
67	53791	127311	0.998893701158083
68	51690	127311	0.998893701158083
69	51039	127311	0.998893701158083
70	50965	127311	0.998893701158083
71	49737	127311	0.998893701158083
72	48070	127346	0.999168314345793
73	47310	127356	0.999246775256567
74	46291	127356	0.999246775256567
75	45797	127356	0.999246775256567
76	44947	127356	0.999246775256567
77	44326	127367	0.999333082258419
78	44238	127377	0.999411543169193
79	43387	127377	0.999411543169193
80	42741	127377	0.999411543169193
81	42346	127377	0.999411543169193
82	41591	127377	0.999411543169193
83	39964	127377	0.999411543169193
84	39169	127377	0.999411543169193
85	39092	127377	0.999411543169193
86	38151	127377	0.999411543169193
87	37999	127377	0.999411543169193
88	37605	127377	0.999411543169193
89	37310	127377	0.999411543169193
90	37286	127377	0.999411543169193
91	36890	127377	0.999411543169193
92	35982	127377	0.999411543169193
93	35716	127377	0.999411543169193
94	35670	127377	0.999411543169193
95	35449	127379	0.999427235351348
96	35104	127379	0.999427235351348
97	34916	127379	0.999427235351348
98	34783	127379	0.999427235351348
99	34601	127379	0.999427235351348
100	34559	127379	0.999427235351348
101	34414	127379	0.999427235351348
102	34407	127379	0.999427235351348
103	34205	127379	0.999427235351348
104	34047	127381	0.999442927533503
105	33821	127381	0.999442927533503
106	33642	127381	0.999442927533503
107	33632	127381	0.999442927533503
108	33414	127381	0.999442927533503
109	33194	127381	0.999442927533503
110	32939	127381	0.999442927533503
111	32835	127381	0.999442927533503
112	32575	127381	0.999442927533503
113	32392	127381	0.999442927533503
114	32266	127381	0.999442927533503
115	32086	127381	0.999442927533503
116	31761	127381	0.999442927533503
117	31575	127381	0.999442927533503
118	31556	127381	0.999442927533503
119	31554	127381	0.999442927533503
120	31543	127381	0.999442927533503
121	31523	127381	0.999442927533503
122	31503	127381	0.999442927533503
123	31303	127381	0.999442927533503
124	31252	127381	0.999442927533503
125	31143	127381	0.999442927533503
126	31075	127381	0.999442927533503
127	30968	127381	0.999442927533503
128	30704	127381	0.999442927533503
129	30679	127381	0.999442927533503
130	30402	127381	0.999442927533503
131	30279	127381	0.999442927533503
132	30277	127381	0.999442927533503
133	30211	127381	0.999442927533503
134	30179	127381	0.999442927533503
135	30176	127381	0.999442927533503
136	30083	127381	0.999442927533503
137	29989	127381	0.999442927533503
138	29916	127381	0.999442927533503
139	29727	127381	0.999442927533503
140	29702	127381	0.999442927533503
141	29650	127381	0.999442927533503
142	29629	127381	0.999442927533503
143	29627	127381	0.999442927533503
144	29327	127381	0.999442927533503
145	29221	127381	0.999442927533503
146	29177	127381	0.999442927533503
147	29096	127381	0.999442927533503
148	28826	127381	0.999442927533503
149	28809	127381	0.999442927533503
150	28769	127381	0.999442927533503
151	28593	127381	0.999442927533503
152	28522	127381	0.999442927533503
153	28507	127381	0.999442927533503
154	28435	127381	0.999442927533503
155	28203	127384	0.999466465806735
156	28163	127384	0.999466465806735
157	28036	127384	0.999466465806735
158	27933	127384	0.999466465806735
159	27928	127384	0.999466465806735
160	27919	127384	0.999466465806735
161	27890	127384	0.999466465806735
162	27741	127384	0.999466465806735
163	27595	127384	0.999466465806735
164	27553	127384	0.999466465806735
165	27483	127384	0.999466465806735
166	27455	127384	0.999466465806735
167	27452	127384	0.999466465806735
168	27434	127384	0.999466465806735
169	27412	127384	0.999466465806735
170	27378	127384	0.999466465806735
171	27294	127384	0.999466465806735
172	27260	127384	0.999466465806735
173	27230	127384	0.999466465806735
174	27164	127384	0.999466465806735
175	27123	127384	0.999466465806735
176	27122	127384	0.999466465806735
177	27110	127384	0.999466465806735
178	27031	127384	0.999466465806735
179	27002	127384	0.999466465806735
180	26941	127384	0.999466465806735
181	26872	127384	0.999466465806735
182	26770	127384	0.999466465806735
183	26751	127384	0.999466465806735
184	26744	127384	0.999466465806735
185	26737	127384	0.999466465806735
186	26716	127384	0.999466465806735
187	26623	127384	0.999466465806735
188	26617	127384	0.999466465806735
189	26518	127384	0.999466465806735
190	26498	127384	0.999466465806735
191	26391	127384	0.999466465806735
192	26385	127384	0.999466465806735
193	26365	127384	0.999466465806735
194	26356	127384	0.999466465806735
195	26309	127384	0.999466465806735
196	25961	127384	0.999466465806735
197	25907	127384	0.999466465806735
198	25850	127384	0.999466465806735
199	25815	127384	0.999466465806735
200	25780	127384	0.999466465806735
201	25772	127384	0.999466465806735
202	25599	127424	0.999780309449832
203	25587	127424	0.999780309449832
204	25576	127424	0.999780309449832
205	25563	127424	0.999780309449832
206	25561	127424	0.999780309449832
207	25556	127424	0.999780309449832
208	25515	127424	0.999780309449832
209	25507	127424	0.999780309449832
210	25495	127424	0.999780309449832
211	25423	127424	0.999780309449832
212	25320	127424	0.999780309449832
213	25116	127424	0.999780309449832
214	25077	127424	0.999780309449832
215	25066	127424	0.999780309449832
216	24989	127424	0.999780309449832
217	24788	127424	0.999780309449832
218	24753	127424	0.999780309449832
219	24700	127424	0.999780309449832
220	24683	127424	0.999780309449832
221	24576	127424	0.999780309449832
222	24576	127424	0.999780309449832
223	24562	127424	0.999780309449832
224	24556	127424	0.999780309449832
225	24541	127424	0.999780309449832
226	24518	127424	0.999780309449832
227	24510	127424	0.999780309449832
228	24411	127424	0.999780309449832
229	24285	127424	0.999780309449832
230	24210	127424	0.999780309449832
231	24199	127424	0.999780309449832
232	24128	127424	0.999780309449832
233	24090	127424	0.999780309449832
234	24039	127424	0.999780309449832
235	23926	127424	0.999780309449832
236	23918	127424	0.999780309449832
237	23872	127424	0.999780309449832
238	23871	127424	0.999780309449832
239	23864	127424	0.999780309449832
240	23839	127424	0.999780309449832
241	23783	127424	0.999780309449832
242	23782	127424	0.999780309449832
243	23766	127424	0.999780309449832
244	23749	127424	0.999780309449832
245	23607	127424	0.999780309449832
246	23590	127424	0.999780309449832
247	23587	127424	0.999780309449832
248	23574	127424	0.999780309449832
249	23571	127424	0.999780309449832
250	23556	127424	0.999780309449832
251	23495	127424	0.999780309449832
252	23432	127424	0.999780309449832
253	23218	127424	0.999780309449832
254	23199	127424	0.999780309449832
255	23153	127424	0.999780309449832
256	23136	127433	0.999850924269529
257	23133	127433	0.999850924269529
258	23114	127433	0.999850924269529
259	23107	127433	0.999850924269529
260	23043	127433	0.999850924269529
261	23036	127433	0.999850924269529
262	23010	127433	0.999850924269529
263	22997	127433	0.999850924269529
264	22961	127433	0.999850924269529
265	22907	127433	0.999850924269529
266	22876	127433	0.999850924269529
267	22869	127433	0.999850924269529
268	22771	127433	0.999850924269529
269	22762	127433	0.999850924269529
270	22731	127433	0.999850924269529
271	22679	127433	0.999850924269529
272	22574	127433	0.999850924269529
273	22546	127433	0.999850924269529
274	22530	127433	0.999850924269529
275	22501	127433	0.999850924269529
276	22473	127433	0.999850924269529
277	22226	127433	0.999850924269529
278	22216	127433	0.999850924269529
279	22207	127433	0.999850924269529
280	22178	127433	0.999850924269529
281	22164	127433	0.999850924269529
282	22159	127433	0.999850924269529
283	22158	127433	0.999850924269529
284	22106	127433	0.999850924269529
285	22083	127452	1
286	22061	127452	1
287	21977	127452	1
288	21967	127452	1
289	21938	127452	1
290	21934	127452	1
291	21902	127452	1
292	21898	127452	1
293	21886	127452	1
294	21868	127452	1
295	21839	127452	1
296	21829	127452	1
297	21787	127452	1
298	21770	127452	1
299	21751	127452	1
300	21739	127452	1
301	21722	127452	1
302	21719	127452	1
303	21676	127452	1
304	21658	127452	1
305	21652	127452	1
306	21652	127452	1
307	21610	127452	1
308	21542	127452	1
309	21513	127452	1
310	21492	127452	1
311	21484	127452	1
312	21484	127452	1
313	21479	127452	1
314	21470	127452	1
315	21458	127452	1
316	21420	127452	1
317	21403	127452	1
318	21375	127452	1
319	21375	127452	1
320	21345	127452	1
321	21285	127452	1
322	21280	127452	1
323	21265	127452	1
324	21252	127452	1
325	21250	127452	1
326	21248	127452	1
327	21204	127452	1
328	21187	127452	1
329	21185	127452	1
330	21179	127452	1
331	21171	127452	1
332	21166	127452	1
333	21149	127452	1
334	21141	127452	1
335	21111	127452	1
336	21078	127452	1
337	21025	127452	1
338	20985	127452	1
339	20984	127452	1
340	20944	127452	1
341	20941	127452	1
342	20941	127452	1
343	20939	127452	1
344	20924	127452	1
345	20903	127452	1
346	20892	127452	1
347	20883	127452	1
348	20883	127452	1
349	20861	127452	1
350	20856	127452	1
351	20839	127452	1
352	20824	127452	1
353	20820	127452	1
354	20793	127452	1
355	20781	127452	1
356	20757	127452	1
357	20723	127452	1
358	20696	127452	1
359	20680	127452	1
360	20679	127452	1
361	20669	127452	1
362	20667	127452	1
363	20642	127452	1
364	20637	127452	1
365	20635	127452	1
366	20617	127452	1
367	20600	127452	1
368	20599	127452	1
369	20576	127452	1
370	20570	127452	1
371	20547	127452	1
372	20513	127452	1
373	20508	127452	1
374	20472	127452	1
375	20448	127452	1
376	20436	127452	1
377	20435	127452	1
378	20430	127452	1
379	20426	127452	1
380	20414	127452	1
381	20410	127452	1
382	20407	127452	1
383	20373	127452	1
384	20373	127452	1
385	20358	127452	1
386	20314	127452	1
387	20251	127452	1
388	20237	127452	1
389	20237	127452	1
390	20235	127452	1
391	20188	127452	1
392	20178	127452	1
393	20165	127452	1
394	20158	127452	1
395	20156	127452	1
396	20151	127452	1
397	20131	127452	1
398	20116	127452	1
399	20108	127452	1
400	20105	127452	1
401	20102	127452	1
402	20088	127452	1
403	20056	127452	1
404	20044	127452	1
405	20041	127452	1
406	20033	127452	1
407	19979	127452	1
408	19967	127452	1
409	19966	127452	1
410	19955	127452	1
411	19917	127452	1
412	19913	127452	1
413	19912	127452	1
414	19905	127452	1
415	19902	127452	1
416	19902	127452	1
417	19885	127452	1
418	19876	127452	1
419	19851	127452	1
420	19842	127452	1
421	19840	127452	1
422	19829	127452	1
423	19823	127452	1
424	19798	127452	1
425	19776	127452	1
426	19773	127452	1
427	19765	127452	1
428	19753	127452	1
429	19751	127452	1
430	19748	127452	1
431	19741	127452	1
432	19717	127452	1
433	19684	127452	1
434	19664	127452	1
435	19655	127452	1
436	19655	127452	1
437	19654	127452	1
438	19650	127452	1
439	19637	127452	1
440	19631	127452	1
441	19629	127452	1
442	19624	127452	1
443	19601	127452	1
444	19596	127452	1
445	19595	127452	1
446	19594	127452	1
447	19590	127452	1
448	19571	127452	1
449	19541	127452	1
450	19529	127452	1
451	19510	127452	1
452	19488	127452	1
453	19487	127452	1
454	19480	127452	1
455	19470	127452	1
456	19465	127452	1
457	19461	127452	1
458	19461	127452	1
459	19454	127452	1
460	19454	127452	1
461	19449	127452	1
462	19444	127452	1
463	19438	127452	1
464	19437	127452	1
465	19432	127452	1
466	19427	127452	1
467	19419	127452	1
468	19414	127452	1
469	19413	127452	1
470	19408	127452	1
471	19401	127452	1
472	19384	127452	1
473	19382	127452	1
474	19371	127452	1
475	19351	127452	1
476	19343	127452	1
477	19338	127452	1
478	19337	127452	1
479	19336	127452	1
480	19323	127452	1
