virus	length	Expect_errors	Actual_error	expected_Escape_blast	expected_Escape_bowtie
SARS_cov_2	150	18	5	26	0
SARS_cov_2	150	18	6	109	0
SARS_cov_2	150	18	7	252	0
SARS_cov_2	150	18	8	718	0
SARS_cov_2	150	18	9	1896	0
SARS_cov_2	150	18	10	4209	0
SARS_cov_2	150	18	11	9085	0
SARS_cov_2	150	18	12	18617	0
SARS_cov_2	150	18	13	35581	0
SARS_cov_2	150	18	14	65041	10
SARS_cov_2	150	18	15	110310	8
SARS_cov_2	150	18	16	149241	3
SARS_cov_2	150	18	17	242651	0
SARS_cov_2	150	18	18	364816	0
SARS_cov_2	150	18	19	0	0
SARS_cov_2	150	18	20	0	0
SARS_cov_2	150	18	21	0	0
SARS_cov_2	150	18	22	0	0
SARS_cov_2	150	18	23	0	0
SARS_cov_2	150	18	24	0	0
SARS_cov_2	150	18	25	0	0
SARS_cov_2	150	18	26	0	0
SARS_cov_2	150	18	27	0	0
SARS_cov_2	150	18	28	0	0
SARS_cov_2	150	18	29	0	0
